#\delta	Number of cells	Cumulative
-0.98475	0	0
-0.96950	0	0
-0.95425	0	0
-0.93900	0	0
-0.92375	0	0
-0.90850	0	0
-0.89325	0	0
-0.87800	0	0
-0.86275	0	0
-0.84750	0	0
-0.83225	0	0
-0.81700	0	0
-0.80175	1	1
-0.78650	2	3
-0.77125	1	4
-0.75600	2	6
-0.74075	1	7
-0.72550	2	9
-0.71025	2	11
-0.69500	6	17
-0.67975	3	20
-0.66450	2	22
-0.64925	6	28
-0.63400	6	34
-0.61875	5	39
-0.60350	7	46
-0.58825	7	53
-0.57300	5	58
-0.55775	9	67
-0.54250	6	73
-0.52725	7	80
-0.51200	7	87
-0.49675	4	91
-0.48150	8	99
-0.46625	8	107
-0.45100	11	118
-0.43575	10	128
-0.42050	20	148
-0.40525	7	155
-0.39000	12	167
-0.37475	5	172
-0.35950	9	181
-0.34425	10	191
-0.32900	9	200
-0.31375	13	213
-0.29850	15	228
-0.28325	12	240
-0.26800	10	250
-0.25275	17	267
-0.23750	16	283
-0.22225	9	292
-0.20700	15	307
-0.19175	22	329
-0.17650	11	340
-0.16125	16	356
-0.14600	14	370
-0.13075	9	379
-0.11550	13	392
-0.10025	12	404
-0.08500	14	418
-0.06975	8	426
-0.05450	10	436
-0.03925	10	446
-0.02400	16	462
-0.00875	10	472
0.00650	16	488
0.02175	14	502
0.03700	12	514
0.05225	13	527
0.06750	17	544
0.08275	18	562
0.09800	11	573
0.11325	20	593
0.12850	12	605
0.14375	14	619
0.15900	17	636
0.17425	12	648
0.18950	15	663
0.20475	15	678
0.22000	14	692
0.23525	11	703
0.25050	17	720
0.26575	15	735
0.28100	16	751
0.29625	16	767
0.31150	17	784
0.32675	11	795
0.34200	11	806
0.35725	16	822
0.37250	13	835
0.38775	20	855
0.40300	17	872
0.41825	13	885
0.43350	18	903
0.44875	8	911
0.46400	12	923
0.47925	12	935
0.49450	9	944
0.50975	13	957
0.52500	16	973
0.54025	12	985
0.55550	17	1002
0.57075	16	1018
0.58600	15	1033
0.60125	11	1044
0.61650	13	1057
0.63175	17	1074
0.64700	9	1083
0.66225	16	1099
0.67750	19	1118
0.69275	18	1136
0.70800	10	1146
0.72325	11	1157
0.73850	16	1173
0.75375	9	1182
0.76900	10	1192
0.78425	8	1200
0.79950	21	1221
0.81475	16	1237
0.83000	18	1255
0.84525	16	1271
0.86050	14	1285
0.87575	19	1304
0.89100	16	1320
0.90625	16	1336
0.92150	20	1356
0.93675	11	1367
0.95200	17	1384
0.96725	15	1399
0.98250	17	1416
0.99775	15	1431
1.01300	15	1446
1.02825	13	1459
1.04350	12	1471
1.05875	12	1483
1.07400	14	1497
1.08925	12	1509
1.10450	8	1517
1.11975	16	1533
1.13500	13	1546
1.15025	16	1562
1.16550	9	1571
1.18075	14	1585
1.19600	14	1599
1.21125	10	1609
1.22650	13	1622
1.24175	12	1634
1.25700	14	1648
1.27225	13	1661
1.28750	18	1679
1.30275	8	1687
1.31800	8	1695
1.33325	9	1704
1.34850	11	1715
1.36375	8	1723
1.37900	11	1734
1.39425	17	1751
1.40950	22	1773
1.42475	15	1788
1.44000	13	1801
1.45525	12	1813
1.47050	12	1825
1.48575	11	1836
1.50100	19	1855
1.51625	9	1864
1.53150	14	1878
1.54675	14	1892
1.56200	11	1903
1.57725	4	1907
1.59250	12	1919
1.60775	19	1938
1.62300	10	1948
1.63825	12	1960
1.65350	15	1975
1.66875	14	1989
1.68400	10	1999
1.69925	12	2011
1.71450	8	2019
1.72975	14	2033
1.74500	10	2043
1.76025	11	2054
1.77550	21	2075
1.79075	16	2091
1.80600	15	2106
1.82125	11	2117
1.83650	14	2131
1.85175	8	2139
1.86700	12	2151
1.88225	15	2166
1.89750	12	2178
1.91275	10	2188
1.92800	9	2197
1.94325	23	2220
1.95850	9	2229
1.97375	9	2238
1.98900	8	2246
2.00425	14	2260
2.01950	13	2273
2.03475	10	2283
2.05000	8	2291
2.06525	9	2300
2.08050	7	2307
2.09575	16	2323
2.11100	7	2330
2.12625	15	2345
2.14150	12	2357
2.15675	12	2369
2.17200	7	2376
2.18725	10	2386
2.20250	7	2393
2.21775	11	2404
2.23300	12	2416
2.24825	9	2425
2.26350	7	2432
2.27875	10	2442
2.29400	7	2449
2.30925	12	2461
2.32450	7	2468
2.33975	12	2480
2.35500	11	2491
2.37025	9	2500
2.38550	7	2507
2.40075	16	2523
2.41600	12	2535
2.43125	9	2544
2.44650	8	2552
2.46175	6	2558
2.47700	14	2572
2.49225	10	2582
2.50750	7	2589
2.52275	10	2599
2.53800	13	2612
2.55325	11	2623
2.56850	13	2636
2.58375	15	2651
2.59900	13	2664
2.61425	12	2676
2.62950	9	2685
2.64475	7	2692
2.66000	4	2696
2.67525	10	2706
2.69050	17	2723
2.70575	9	2732
2.72100	8	2740
2.73625	12	2752
2.75150	8	2760
2.76675	9	2769
2.78200	9	2778
2.79725	17	2795
2.81250	5	2800
2.82775	8	2808
2.84300	11	2819
2.85825	16	2835
2.87350	8	2843
2.88875	12	2855
2.90400	7	2862
2.91925	6	2868
2.93450	8	2876
2.94975	7	2883
2.96500	8	2891
2.98025	8	2899
2.99550	13	2912
3.01075	10	2922
3.02600	8	2930
3.04125	9	2939
3.05650	7	2946
3.07175	11	2957
3.08700	3	2960
3.10225	9	2969
3.11750	13	2982
3.13275	14	2996
3.14800	4	3000
3.16325	8	3008
3.17850	9	3017
3.19375	15	3032
3.20900	9	3041
3.22425	11	3052
3.23950	15	3067
3.25475	9	3076
3.27000	10	3086
3.28525	4	3090
3.30050	9	3099
3.31575	9	3108
3.33100	3	3111
3.34625	7	3118
3.36150	12	3130
3.37675	9	3139
3.39200	9	3148
3.40725	7	3155
3.42250	9	3164
3.43775	7	3171
3.45300	3	3174
3.46825	8	3182
3.48350	9	3191
3.49875	6	3197
3.51400	10	3207
3.52925	9	3216
3.54450	8	3224
3.55975	8	3232
3.57500	11	3243
3.59025	7	3250
3.60550	5	3255
3.62075	7	3262
3.63600	4	3266
3.65125	8	3274
