#\delta	Number of cells	Cumulative
-0.98475	0	0
-0.96950	0	0
-0.95425	0	0
-0.93900	0	0
-0.92375	0	0
-0.90850	0	0
-0.89325	0	0
-0.87800	0	0
-0.86275	0	0
-0.84750	0	0
-0.83225	0	0
-0.81700	0	0
-0.80175	1	1
-0.78650	1	2
-0.77125	0	2
-0.75600	1	3
-0.74075	1	4
-0.72550	2	6
-0.71025	2	8
-0.69500	5	13
-0.67975	3	16
-0.66450	2	18
-0.64925	6	24
-0.63400	4	28
-0.61875	4	32
-0.60350	5	37
-0.58825	6	43
-0.57300	3	46
-0.55775	9	55
-0.54250	6	61
-0.52725	7	68
-0.51200	6	74
-0.49675	4	78
-0.48150	5	83
-0.46625	7	90
-0.45100	10	100
-0.43575	8	108
-0.42050	17	125
-0.40525	7	132
-0.39000	8	140
-0.37475	4	144
-0.35950	7	151
-0.34425	8	159
-0.32900	8	167
-0.31375	10	177
-0.29850	13	190
-0.28325	11	201
-0.26800	9	210
-0.25275	15	225
-0.23750	11	236
-0.22225	7	243
-0.20700	12	255
-0.19175	18	273
-0.17650	8	281
-0.16125	14	295
-0.14600	10	305
-0.13075	8	313
-0.11550	12	325
-0.10025	10	335
-0.08500	10	345
-0.06975	5	350
-0.05450	10	360
-0.03925	5	365
-0.02400	13	378
-0.00875	8	386
0.00650	9	395
0.02175	11	406
0.03700	8	414
0.05225	9	423
0.06750	13	436
0.08275	14	450
0.09800	7	457
0.11325	17	474
0.12850	12	486
0.14375	12	498
0.15900	14	512
0.17425	8	520
0.18950	12	532
0.20475	12	544
0.22000	13	557
0.23525	10	567
0.25050	13	580
0.26575	9	589
0.28100	13	602
0.29625	15	617
0.31150	16	633
0.32675	8	641
0.34200	6	647
0.35725	12	659
0.37250	11	670
0.38775	15	685
0.40300	11	696
0.41825	12	708
0.43350	18	726
0.44875	7	733
0.46400	9	742
0.47925	8	750
0.49450	8	758
0.50975	12	770
0.52500	16	786
0.54025	10	796
0.55550	15	811
0.57075	13	824
0.58600	12	836
0.60125	9	845
0.61650	9	854
0.63175	15	869
0.64700	9	878
0.66225	16	894
0.67750	15	909
0.69275	14	923
0.70800	8	931
0.72325	11	942
0.73850	13	955
0.75375	9	964
0.76900	9	973
0.78425	7	980
0.79950	20	1000
0.81475	10	1010
0.83000	15	1025
0.84525	12	1037
0.86050	11	1048
0.87575	16	1064
0.89100	11	1075
0.90625	12	1087
0.92150	15	1102
0.93675	8	1110
0.95200	13	1123
0.96725	14	1137
0.98250	16	1153
0.99775	14	1167
1.01300	12	1179
1.02825	10	1189
1.04350	10	1199
1.05875	10	1209
1.07400	11	1220
1.08925	10	1230
1.10450	4	1234
1.11975	14	1248
1.13500	10	1258
1.15025	13	1271
1.16550	7	1278
1.18075	13	1291
1.19600	10	1301
1.21125	10	1311
1.22650	9	1320
1.24175	9	1329
1.25700	12	1341
1.27225	11	1352
1.28750	17	1369
1.30275	7	1376
1.31800	7	1383
1.33325	8	1391
1.34850	10	1401
1.36375	6	1407
1.37900	8	1415
1.39425	17	1432
1.40950	18	1450
1.42475	11	1461
1.44000	10	1471
1.45525	10	1481
1.47050	11	1492
1.48575	9	1501
1.50100	17	1518
1.51625	5	1523
1.53150	13	1536
1.54675	11	1547
1.56200	11	1558
1.57725	4	1562
1.59250	9	1571
1.60775	18	1589
1.62300	9	1598
1.63825	10	1608
1.65350	11	1619
1.66875	10	1629
1.68400	8	1637
1.69925	10	1647
1.71450	6	1653
1.72975	10	1663
1.74500	8	1671
1.76025	10	1681
1.77550	13	1694
1.79075	15	1709
1.80600	12	1721
1.82125	11	1732
1.83650	11	1743
1.85175	6	1749
1.86700	10	1759
1.88225	13	1772
1.89750	9	1781
1.91275	7	1788
1.92800	8	1796
1.94325	22	1818
1.95850	9	1827
1.97375	7	1834
1.98900	7	1841
2.00425	12	1853
2.01950	11	1864
2.03475	9	1873
2.05000	7	1880
2.06525	7	1887
2.08050	7	1894
2.09575	14	1908
2.11100	6	1914
2.12625	14	1928
2.14150	11	1939
2.15675	10	1949
2.17200	6	1955
2.18725	8	1963
2.20250	5	1968
2.21775	7	1975
2.23300	9	1984
2.24825	6	1990
2.26350	6	1996
2.27875	5	2001
2.29400	6	2007
2.30925	11	2018
2.32450	4	2022
2.33975	11	2033
2.35500	9	2042
2.37025	7	2049
2.38550	4	2053
2.40075	10	2063
2.41600	11	2074
2.43125	7	2081
2.44650	8	2089
2.46175	5	2094
2.47700	10	2104
2.49225	8	2112
2.50750	6	2118
2.52275	7	2125
2.53800	12	2137
2.55325	7	2144
2.56850	10	2154
2.58375	13	2167
2.59900	12	2179
2.61425	10	2189
2.62950	9	2198
2.64475	6	2204
2.66000	4	2208
2.67525	9	2217
2.69050	15	2232
2.70575	8	2240
2.72100	7	2247
2.73625	10	2257
2.75150	4	2261
2.76675	7	2268
2.78200	9	2277
2.79725	14	2291
2.81250	4	2295
2.82775	7	2302
2.84300	11	2313
2.85825	16	2329
2.87350	8	2337
2.88875	10	2347
2.90400	4	2351
2.91925	5	2356
2.93450	5	2361
2.94975	7	2368
2.96500	8	2376
2.98025	7	2383
2.99550	9	2392
3.01075	9	2401
3.02600	7	2408
3.04125	8	2416
3.05650	4	2420
3.07175	9	2429
3.08700	3	2432
3.10225	9	2441
3.11750	11	2452
3.13275	12	2464
3.14800	3	2467
3.16325	7	2474
3.17850	9	2483
3.19375	13	2496
3.20900	6	2502
3.22425	9	2511
3.23950	13	2524
3.25475	9	2533
3.27000	8	2541
3.28525	3	2544
3.30050	6	2550
3.31575	9	2559
3.33100	3	2562
3.34625	6	2568
3.36150	8	2576
3.37675	7	2583
3.39200	7	2590
3.40725	5	2595
3.42250	9	2604
3.43775	6	2610
3.45300	3	2613
3.46825	8	2621
3.48350	8	2629
3.49875	5	2634
3.51400	7	2641
3.52925	6	2647
3.54450	7	2654
3.55975	8	2662
3.57500	7	2669
3.59025	7	2676
3.60550	5	2681
3.62075	4	2685
3.63600	3	2688
3.65125	7	2695
3.66650	3	2698
