#\delta	Number of cells	Cumulative
-0.98475	0	0
-0.96950	0	0
-0.95425	0	0
-0.93900	0	0
-0.92375	0	0
-0.90850	0	0
-0.89325	0	0
-0.87800	1	1
-0.86275	3	4
-0.84750	1	5
-0.83225	4	9
-0.81700	9	18
-0.80175	4	22
-0.78650	10	32
-0.77125	14	46
-0.75600	10	56
-0.74075	13	69
-0.72550	17	86
-0.71025	22	108
-0.69500	26	134
-0.67975	25	159
-0.66450	24	183
-0.64925	23	206
-0.63400	34	240
-0.61875	25	265
-0.60350	42	307
-0.58825	30	337
-0.57300	44	381
-0.55775	36	417
-0.54250	44	461
-0.52725	35	496
-0.51200	27	523
-0.49675	38	561
-0.48150	51	612
-0.46625	41	653
-0.45100	61	714
-0.43575	47	761
-0.42050	67	828
-0.40525	42	870
-0.39000	51	921
-0.37475	46	967
-0.35950	50	1017
-0.34425	48	1065
-0.32900	58	1123
-0.31375	49	1172
-0.29850	51	1223
-0.28325	67	1290
-0.26800	68	1358
-0.25275	61	1419
-0.23750	68	1487
-0.22225	51	1538
-0.20700	59	1597
-0.19175	60	1657
-0.17650	46	1703
-0.16125	59	1762
-0.14600	64	1826
-0.13075	60	1886
-0.11550	74	1960
-0.10025	62	2022
-0.08500	72	2094
-0.06975	55	2149
-0.05450	64	2213
-0.03925	62	2275
-0.02400	64	2339
-0.00875	63	2402
0.00650	61	2463
0.02175	64	2527
0.03700	62	2589
0.05225	71	2660
0.06750	64	2724
0.08275	73	2797
0.09800	75	2872
0.11325	85	2957
0.12850	71	3028
0.14375	81	3109
0.15900	67	3176
0.17425	68	3244
0.18950	74	3318
0.20475	69	3387
0.22000	74	3461
0.23525	52	3513
0.25050	68	3581
0.26575	69	3650
0.28100	64	3714
0.29625	58	3772
0.31150	66	3838
0.32675	66	3904
0.34200	60	3964
0.35725	64	4028
0.37250	81	4109
0.38775	70	4179
0.40300	64	4243
0.41825	74	4317
0.43350	74	4391
0.44875	67	4458
0.46400	71	4529
0.47925	57	4586
0.49450	64	4650
0.50975	61	4711
0.52500	71	4782
0.54025	72	4854
0.55550	72	4926
0.57075	82	5008
0.58600	65	5073
0.60125	74	5147
0.61650	66	5213
0.63175	80	5293
0.64700	78	5371
0.66225	78	5449
0.67750	55	5504
0.69275	58	5562
0.70800	73	5635
0.72325	73	5708
0.73850	77	5785
0.75375	69	5854
0.76900	70	5924
0.78425	79	6003
0.79950	75	6078
0.81475	58	6136
0.83000	82	6218
0.84525	66	6284
0.86050	63	6347
0.87575	63	6410
0.89100	79	6489
0.90625	72	6561
0.92150	69	6630
0.93675	65	6695
0.95200	77	6772
0.96725	68	6840
0.98250	71	6911
0.99775	67	6978
1.01300	72	7050
1.02825	68	7118
1.04350	58	7176
1.05875	68	7244
1.07400	61	7305
1.08925	69	7374
1.10450	58	7432
1.11975	73	7505
1.13500	66	7571
1.15025	69	7640
1.16550	62	7702
1.18075	60	7762
1.19600	67	7829
1.21125	52	7881
1.22650	68	7949
1.24175	74	8023
1.25700	80	8103
1.27225	59	8162
1.28750	67	8229
1.30275	57	8286
1.31800	67	8353
1.33325	60	8413
1.34850	57	8470
1.36375	59	8529
1.37900	54	8583
1.39425	64	8647
1.40950	64	8711
1.42475	65	8776
1.44000	67	8843
1.45525	59	8902
1.47050	70	8972
1.48575	61	9033
1.50100	64	9097
1.51625	65	9162
1.53150	87	9249
1.54675	56	9305
1.56200	59	9364
1.57725	48	9412
1.59250	56	9468
1.60775	62	9530
1.62300	67	9597
1.63825	72	9669
1.65350	62	9731
1.66875	57	9788
1.68400	63	9851
1.69925	61	9912
1.71450	52	9964
1.72975	61	10025
1.74500	56	10081
1.76025	67	10148
1.77550	64	10212
1.79075	63	10275
1.80600	59	10334
1.82125	65	10399
1.83650	63	10462
1.85175	53	10515
1.86700	64	10579
1.88225	57	10636
1.89750	52	10688
1.91275	54	10742
1.92800	45	10787
1.94325	69	10856
1.95850	46	10902
1.97375	57	10959
1.98900	46	11005
2.00425	55	11060
2.01950	52	11112
2.03475	57	11169
2.05000	38	11207
2.06525	41	11248
2.08050	58	11306
2.09575	71	11377
2.11100	43	11420
2.12625	62	11482
2.14150	51	11533
2.15675	64	11597
2.17200	47	11644
2.18725	45	11689
2.20250	47	11736
2.21775	48	11784
2.23300	52	11836
2.24825	44	11880
2.26350	55	11935
2.27875	49	11984
2.29400	52	12036
2.30925	51	12087
2.32450	47	12134
2.33975	53	12187
2.35500	55	12242
2.37025	51	12293
2.38550	54	12347
2.40075	64	12411
2.41600	52	12463
2.43125	41	12504
2.44650	43	12547
2.46175	56	12603
2.47700	50	12653
2.49225	45	12698
2.50750	47	12745
2.52275	49	12794
2.53800	51	12845
2.55325	47	12892
2.56850	55	12947
2.58375	57	13004
2.59900	53	13057
2.61425	42	13099
2.62950	47	13146
2.64475	50	13196
2.66000	38	13234
2.67525	49	13283
2.69050	58	13341
2.70575	46	13387
2.72100	29	13416
2.73625	47	13463
2.75150	42	13505
2.76675	49	13554
2.78200	46	13600
2.79725	52	13652
2.81250	57	13709
2.82775	35	13744
2.84300	38	13782
2.85825	48	13830
2.87350	45	13875
2.88875	53	13928
2.90400	32	13960
2.91925	42	14002
2.93450	39	14041
2.94975	50	14091
2.96500	45	14136
2.98025	35	14171
2.99550	45	14216
3.01075	43	14259
3.02600	31	14290
3.04125	33	14323
3.05650	39	14362
3.07175	55	14417
3.08700	41	14458
3.10225	48	14506
3.11750	46	14552
3.13275	55	14607
3.14800	40	14647
3.16325	34	14681
3.17850	44	14725
3.19375	48	14773
3.20900	40	14813
3.22425	42	14855
3.23950	46	14901
3.25475	39	14940
3.27000	45	14985
3.28525	24	15009
3.30050	39	15048
3.31575	40	15088
3.33100	31	15119
3.34625	36	15155
3.36150	38	15193
3.37675	38	15231
3.39200	33	15264
3.40725	41	15305
3.42250	35	15340
3.43775	34	15374
3.45300	29	15403
3.46825	37	15440
3.48350	39	15479
3.49875	35	15514
3.51400	35	15549
3.52925	31	15580
3.54450	45	15625
3.55975	33	15658
