#\delta	Number of cells	Cumulative
-0.98475	0	0
-0.96950	0	0
-0.95425	0	0
-0.93900	0	0
-0.92375	1	1
-0.90850	2	3
-0.89325	11	14
-0.87800	22	36
-0.86275	46	82
-0.84750	71	153
-0.83225	81	234
-0.81700	113	347
-0.80175	134	481
-0.78650	184	665
-0.77125	197	862
-0.75600	233	1095
-0.74075	269	1364
-0.72550	286	1650
-0.71025	304	1954
-0.69500	370	2324
-0.67975	377	2701
-0.66450	399	3100
-0.64925	371	3471
-0.63400	437	3908
-0.61875	445	4353
-0.60350	522	4875
-0.58825	489	5364
-0.57300	548	5912
-0.55775	552	6464
-0.54250	535	6999
-0.52725	541	7540
-0.51200	566	8106
-0.49675	637	8743
-0.48150	657	9400
-0.46625	657	10057
-0.45100	690	10747
-0.43575	683	11430
-0.42050	688	12118
-0.40525	696	12814
-0.39000	733	13547
-0.37475	749	14296
-0.35950	715	15011
-0.34425	697	15708
-0.32900	760	16468
-0.31375	756	17224
-0.29850	758	17982
-0.28325	790	18772
-0.26800	818	19590
-0.25275	801	20391
-0.23750	795	21186
-0.22225	808	21994
-0.20700	825	22819
-0.19175	769	23588
-0.17650	810	24398
-0.16125	809	25207
-0.14600	834	26041
-0.13075	819	26860
-0.11550	821	27681
-0.10025	844	28525
-0.08500	871	29396
-0.06975	851	30247
-0.05450	908	31155
-0.03925	855	32010
-0.02400	841	32851
-0.00875	871	33722
0.00650	866	34588
0.02175	871	35459
0.03700	890	36349
0.05225	892	37241
0.06750	901	38142
0.08275	902	39044
0.09800	896	39940
0.11325	854	40794
0.12850	966	41760
0.14375	929	42689
0.15900	922	43611
0.17425	967	44578
0.18950	969	45547
0.20475	898	46445
0.22000	957	47402
0.23525	872	48274
0.25050	896	49170
0.26575	936	50106
0.28100	904	51010
0.29625	919	51929
0.31150	859	52788
0.32675	957	53745
0.34200	940	54685
0.35725	943	55628
0.37250	1017	56645
0.38775	927	57572
0.40300	937	58509
0.41825	948	59457
0.43350	961	60418
0.44875	945	61363
0.46400	945	62308
0.47925	871	63179
0.49450	980	64159
0.50975	893	65052
0.52500	914	65966
0.54025	956	66922
0.55550	922	67844
0.57075	910	68754
0.58600	965	69719
0.60125	941	70660
0.61650	902	71562
0.63175	944	72506
0.64700	926	73432
0.66225	975	74407
0.67750	877	75284
0.69275	892	76176
0.70800	965	77141
0.72325	921	78062
0.73850	912	78974
0.75375	930	79904
0.76900	867	80771
0.78425	938	81709
0.79950	937	82646
0.81475	896	83542
0.83000	971	84513
0.84525	910	85423
0.86050	951	86374
0.87575	964	87338
0.89100	952	88290
0.90625	900	89190
0.92150	887	90077
0.93675	948	91025
0.95200	911	91936
0.96725	955	92891
0.98250	901	93792
0.99775	901	94693
1.01300	926	95619
1.02825	922	96541
1.04350	954	97495
1.05875	900	98395
1.07400	921	99316
1.08925	938	100254
1.10450	882	101136
1.11975	921	102057
1.13500	915	102972
1.15025	943	103915
1.16550	940	104855
1.18075	947	105802
1.19600	900	106702
1.21125	880	107582
1.22650	896	108478
1.24175	941	109419
1.25700	892	110311
1.27225	914	111225
1.28750	904	112129
1.30275	906	113035
1.31800	901	113936
1.33325	902	114838
1.34850	907	115745
1.36375	894	116639
1.37900	863	117502
1.39425	842	118344
1.40950	891	119235
1.42475	895	120130
1.44000	892	121022
1.45525	849	121871
1.47050	845	122716
1.48575	879	123595
1.50100	864	124459
1.51625	885	125344
1.53150	857	126201
1.54675	844	127045
1.56200	838	127883
1.57725	855	128738
1.59250	874	129612
1.60775	825	130437
1.62300	886	131323
1.63825	945	132268
1.65350	845	133113
1.66875	863	133976
1.68400	805	134781
1.69925	863	135644
1.71450	857	136501
1.72975	799	137300
1.74500	831	138131
1.76025	833	138964
1.77550	842	139806
1.79075	857	140663
1.80600	845	141508
1.82125	799	142307
1.83650	812	143119
1.85175	800	143919
1.86700	819	144738
1.88225	802	145540
1.89750	825	146365
1.91275	823	147188
1.92800	827	148015
1.94325	849	148864
1.95850	788	149652
1.97375	793	150445
1.98900	843	151288
2.00425	846	152134
2.01950	836	152970
2.03475	774	153744
2.05000	782	154526
2.06525	809	155335
2.08050	820	156155
2.09575	808	156963
2.11100	809	157772
2.12625	762	158534
2.14150	784	159318
2.15675	799	160117
2.17200	765	160882
2.18725	767	161649
2.20250	781	162430
2.21775	807	163237
2.23300	752	163989
2.24825	752	164741
2.26350	797	165538
2.27875	761	166299
2.29400	732	167031
2.30925	777	167808
2.32450	737	168545
2.33975	810	169355
2.35500	791	170146
2.37025	811	170957
2.38550	766	171723
2.40075	771	172494
2.41600	783	173277
2.43125	763	174040
2.44650	735	174775
2.46175	768	175543
2.47700	725	176268
2.49225	713	176981
2.50750	772	177753
2.52275	741	178494
2.53800	735	179229
2.55325	731	179960
2.56850	723	180683
2.58375	805	181488
2.59900	753	182241
2.61425	685	182926
2.62950	753	183679
2.64475	728	184407
2.66000	678	185085
2.67525	729	185814
2.69050	764	186578
2.70575	713	187291
2.72100	768	188059
2.73625	719	188778
2.75150	705	189483
2.76675	767	190250
2.78200	725	190975
2.79725	697	191672
2.81250	672	192344
2.82775	668	193012
2.84300	729	193741
2.85825	681	194422
2.87350	685	195107
2.88875	658	195765
2.90400	680	196445
2.91925	676	197121
2.93450	716	197837
2.94975	703	198540
2.96500	648	199188
2.98025	685	199873
2.99550	703	200576
3.01075	705	201281
3.02600	673	201954
3.04125	662	202616
3.05650	673	203289
3.07175	682	203971
3.08700	663	204634
3.10225	698	205332
3.11750	664	205996
3.13275	655	206651
3.14800	648	207299
3.16325	621	207920
3.17850	695	208615
3.19375	637	209252
3.20900	666	209918
3.22425	638	210556
3.23950	682	211238
3.25475	683	211921
3.27000	593	212514
3.28525	627	213141
3.30050	601	213742
3.31575	578	214320
3.33100	646	214966
3.34625	631	215597
3.36150	636	216233
3.37675	630	216863
3.39200	656	217519
3.40725	617	218136
3.42250	600	218736
3.43775	618	219354
3.45300	669	220023
3.46825	574	220597
3.48350	624	221221
3.49875	589	221810
3.51400	611	222421
