#\delta	Number of cells	Cumulative
-0.98475	0	0
-0.96950	0	0
-0.95425	0	0
-0.93900	0	0
-0.92375	1	1
-0.90850	3	4
-0.89325	13	17
-0.87800	28	45
-0.86275	48	93
-0.84750	79	172
-0.83225	85	257
-0.81700	128	385
-0.80175	143	528
-0.78650	199	727
-0.77125	209	936
-0.75600	250	1186
-0.74075	293	1479
-0.72550	309	1788
-0.71025	340	2128
-0.69500	391	2519
-0.67975	412	2931
-0.66450	434	3365
-0.64925	417	3782
-0.63400	473	4255
-0.61875	492	4747
-0.60350	567	5314
-0.58825	528	5842
-0.57300	597	6439
-0.55775	609	7048
-0.54250	604	7652
-0.52725	599	8251
-0.51200	621	8872
-0.49675	688	9560
-0.48150	710	10270
-0.46625	710	10980
-0.45100	740	11720
-0.43575	751	12471
-0.42050	751	13222
-0.40525	755	13977
-0.39000	802	14779
-0.37475	818	15597
-0.35950	774	16371
-0.34425	761	17132
-0.32900	833	17965
-0.31375	832	18797
-0.29850	829	19626
-0.28325	868	20494
-0.26800	887	21381
-0.25275	880	22261
-0.23750	870	23131
-0.22225	877	24008
-0.20700	902	24910
-0.19175	853	25763
-0.17650	873	26636
-0.16125	879	27515
-0.14600	897	28412
-0.13075	890	29302
-0.11550	892	30194
-0.10025	917	31111
-0.08500	945	32056
-0.06975	923	32979
-0.05450	986	33965
-0.03925	945	34910
-0.02400	918	35828
-0.00875	949	36777
0.00650	937	37714
0.02175	949	38663
0.03700	964	39627
0.05225	962	40589
0.06750	968	41557
0.08275	1000	42557
0.09800	981	43538
0.11325	940	44478
0.12850	1046	45524
0.14375	1028	46552
0.15900	1015	47567
0.17425	1051	48618
0.18950	1077	49695
0.20475	988	50683
0.22000	1036	51719
0.23525	945	52664
0.25050	976	53640
0.26575	1026	54666
0.28100	987	55653
0.29625	1013	56666
0.31150	951	57617
0.32675	1052	58669
0.34200	1036	59705
0.35725	1012	60717
0.37250	1098	61815
0.38775	1009	62824
0.40300	1025	63849
0.41825	1050	64899
0.43350	1053	65952
0.44875	1033	66985
0.46400	1028	68013
0.47925	969	68982
0.49450	1079	70061
0.50975	981	71042
0.52500	1012	72054
0.54025	1043	73097
0.55550	1026	74123
0.57075	1005	75128
0.58600	1059	76187
0.60125	1033	77220
0.61650	971	78191
0.63175	1036	79227
0.64700	1024	80251
0.66225	1058	81309
0.67750	968	82277
0.69275	977	83254
0.70800	1053	84307
0.72325	1017	85324
0.73850	1014	86338
0.75375	1018	87356
0.76900	950	88306
0.78425	1034	89340
0.79950	1017	90357
0.81475	987	91344
0.83000	1055	92399
0.84525	1003	93402
0.86050	1046	94448
0.87575	1058	95506
0.89100	1033	96539
0.90625	991	97530
0.92150	971	98501
0.93675	1027	99528
0.95200	1001	100529
0.96725	1033	101562
0.98250	979	102541
0.99775	989	103530
1.01300	1023	104553
1.02825	1002	105555
1.04350	1026	106581
1.05875	989	107570
1.07400	1006	108576
1.08925	1035	109611
1.10450	963	110574
1.11975	1001	111575
1.13500	993	112568
1.15025	1022	113590
1.16550	1027	114617
1.18075	1029	115646
1.19600	987	116633
1.21125	969	117602
1.22650	986	118588
1.24175	1021	119609
1.25700	977	120586
1.27225	992	121578
1.28750	999	122577
1.30275	983	123560
1.31800	985	124545
1.33325	993	125538
1.34850	1001	126539
1.36375	978	127517
1.37900	960	128477
1.39425	926	129403
1.40950	975	130378
1.42475	974	131352
1.44000	961	132313
1.45525	954	133267
1.47050	930	134197
1.48575	966	135163
1.50100	952	136115
1.51625	963	137078
1.53150	935	138013
1.54675	952	138965
1.56200	929	139894
1.57725	948	140842
1.59250	959	141801
1.60775	910	142711
1.62300	971	143682
1.63825	1013	144695
1.65350	932	145627
1.66875	955	146582
1.68400	876	147458
1.69925	954	148412
1.71450	947	149359
1.72975	876	150235
1.74500	914	151149
1.76025	922	152071
1.77550	932	153003
1.79075	951	153954
1.80600	921	154875
1.82125	897	155772
1.83650	904	156676
1.85175	879	157555
1.86700	920	158475
1.88225	888	159363
1.89750	914	160277
1.91275	909	161186
1.92800	922	162108
1.94325	968	163076
1.95850	872	163948
1.97375	886	164834
1.98900	932	165766
2.00425	920	166686
2.01950	932	167618
2.03475	852	168470
2.05000	845	169315
2.06525	890	170205
2.08050	921	171126
2.09575	883	172009
2.11100	879	172888
2.12625	839	173727
2.14150	873	174600
2.15675	873	175473
2.17200	859	176332
2.18725	864	177196
2.20250	847	178043
2.21775	882	178925
2.23300	834	179759
2.24825	840	180599
2.26350	876	181475
2.27875	827	182302
2.29400	818	183120
2.30925	849	183969
2.32450	814	184783
2.33975	893	185676
2.35500	890	186566
2.37025	881	187447
2.38550	834	188281
2.40075	839	189120
2.41600	852	189972
2.43125	836	190808
2.44650	818	191626
2.46175	851	192477
2.47700	817	193294
2.49225	802	194096
2.50750	851	194947
2.52275	812	195759
2.53800	815	196574
2.55325	817	197391
2.56850	789	198180
2.58375	875	199055
2.59900	837	199892
2.61425	750	200642
2.62950	832	201474
2.64475	802	202276
2.66000	756	203032
2.67525	794	203826
2.69050	838	204664
2.70575	798	205462
2.72100	842	206304
2.73625	785	207089
2.75150	774	207863
2.76675	835	208698
2.78200	802	209500
2.79725	769	210269
2.81250	742	211011
2.82775	746	211757
2.84300	798	212555
2.85825	740	213295
2.87350	751	214046
2.88875	740	214786
2.90400	750	215536
2.91925	759	216295
2.93450	802	217097
2.94975	776	217873
2.96500	719	218592
2.98025	752	219344
2.99550	767	220111
3.01075	783	220894
3.02600	731	221625
3.04125	733	222358
3.05650	749	223107
3.07175	739	223846
3.08700	735	224581
3.10225	769	225350
3.11750	737	226087
3.13275	717	226804
3.14800	716	227520
3.16325	706	228226
3.17850	754	228980
3.19375	718	229698
3.20900	743	230441
3.22425	702	231143
3.23950	753	231896
3.25475	751	232647
3.27000	656	233303
3.28525	690	233993
3.30050	671	234664
3.31575	648	235312
3.33100	709	236021
3.34625	696	236717
3.36150	695	237412
3.37675	690	238102
3.39200	726	238828
3.40725	672	239500
3.42250	668	240168
3.43775	670	240838
