#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1916	5684
-0.95200	2430	8114
-0.95000	3180	11294
-0.94800	3934	15228
-0.94600	4821	20049
-0.94400	5954	26003
-0.94200	6849	32852
-0.94000	7891	40743
-0.93800	9396	50139
-0.93600	10586	60725
-0.93400	12154	72879
-0.93200	13626	86505
-0.93000	15252	101757
-0.92800	16787	118544
-0.92600	18191	136735
-0.92400	20221	156956
-0.92200	21635	178591
-0.92000	23425	202016
-0.91800	24988	227004
-0.91600	26714	253718
-0.91400	28329	282047
-0.91200	29831	311878
-0.91000	31340	343218
-0.90800	33004	376222
-0.90600	34572	410794
-0.90400	36051	446845
-0.90200	37622	484467
-0.90000	38994	523461
-0.89800	39824	563285
-0.89600	41394	604679
-0.89400	43090	647769
-0.89200	43562	691331
-0.89000	45060	736391
-0.88800	46286	782677
-0.88600	47147	829824
-0.88400	47986	877810
-0.88200	48914	926724
-0.88000	49507	976231
-0.87800	50949	1027180
-0.87600	51591	1078771
-0.87400	52388	1131159
-0.87200	53084	1184243
-0.87000	53690	1237933
-0.86800	54331	1292264
-0.86600	54707	1346971
-0.86400	55665	1402636
-0.86200	55878	1458514
-0.86000	56270	1514784
-0.85800	56746	1571530
-0.85600	56670	1628200
-0.85400	57241	1685441
-0.85200	57773	1743214
-0.85000	58215	1801429
-0.84800	58407	1859836
-0.84600	58815	1918651
-0.84400	58908	1977559
-0.84200	58739	2036298
-0.84000	59240	2095538
-0.83800	59386	2154924
-0.83600	59506	2214430
-0.83400	59769	2274199
-0.83200	59529	2333728
-0.83000	60222	2393950
-0.82800	60022	2453972
-0.82600	59950	2513922
-0.82400	59551	2573473
-0.82200	59819	2633292
-0.82000	60091	2693383
-0.81800	59582	2752965
-0.81600	59428	2812393
-0.81400	59099	2871492
-0.81200	59362	2930854
-0.81000	58752	2989606
-0.80800	58849	3048455
-0.80600	58735	3107190
-0.80400	59163	3166353
-0.80200	58259	3224612
-0.80000	58010	3282622
-0.79800	58234	3340856
-0.79600	57784	3398640
-0.79400	57463	3456103
-0.79200	57298	3513401
-0.79000	57255	3570656
-0.78800	57181	3627837
-0.78600	56998	3684835
-0.78400	57061	3741896
-0.78200	56456	3798352
-0.78000	56369	3854721
-0.77800	55986	3910707
-0.77600	55653	3966360
-0.77400	55646	4022006
-0.77200	55101	4077107
-0.77000	54865	4131972
-0.76800	54736	4186708
-0.76600	54324	4241032
-0.76400	53766	4294798
-0.76200	53515	4348313
-0.76000	53511	4401824
-0.75800	53055	4454879
-0.75600	52793	4507672
-0.75400	52501	4560173
-0.75200	52460	4612633
-0.75000	51878	4664511
-0.74800	51606	4716117
-0.74600	50954	4767071
-0.74400	50929	4818000
-0.74200	50969	4868969
-0.74000	50091	4919060
-0.73800	49687	4968747
-0.73600	49667	5018414
