#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1916	5684
-0.95200	2429	8113
-0.95000	3182	11295
-0.94800	3937	15232
-0.94600	4824	20056
-0.94400	5954	26010
-0.94200	6861	32871
-0.94000	7904	40775
-0.93800	9406	50181
-0.93600	10584	60765
-0.93400	12168	72933
-0.93200	13639	86572
-0.93000	15268	101840
-0.92800	16808	118648
-0.92600	18240	136888
-0.92400	20265	157153
-0.92200	21688	178841
-0.92000	23480	202321
-0.91800	25045	227366
-0.91600	26804	254170
-0.91400	28406	282576
-0.91200	29935	312511
-0.91000	31457	343968
-0.90800	33103	377071
-0.90600	34697	411768
-0.90400	36165	447933
-0.90200	37781	485714
-0.90000	39137	524851
-0.89800	39991	564842
-0.89600	41595	606437
-0.89400	43282	649719
-0.89200	43747	693466
-0.89000	45284	738750
-0.88800	46537	785287
-0.88600	47384	832671
-0.88400	48240	880911
-0.88200	49217	930128
-0.88000	49808	979936
-0.87800	51249	1031185
-0.87600	51923	1083108
-0.87400	52714	1135822
-0.87200	53442	1189264
-0.87000	54075	1243339
-0.86800	54757	1298096
-0.86600	55135	1353231
-0.86400	56088	1409319
-0.86200	56343	1465662
-0.86000	56677	1522339
-0.85800	57265	1579604
-0.85600	57156	1636760
-0.85400	57742	1694502
-0.85200	58343	1752845
-0.85000	58779	1811624
-0.84800	58942	1870566
-0.84600	59418	1929984
-0.84400	59442	1989426
-0.84200	59379	2048805
-0.84000	59852	2108657
-0.83800	60038	2168695
-0.83600	60138	2228833
-0.83400	60454	2289287
-0.83200	60286	2349573
-0.83000	60914	2410487
-0.82800	60738	2471225
-0.82600	60685	2531910
-0.82400	60297	2592207
-0.82200	60583	2652790
-0.82000	60928	2713718
-0.81800	60334	2774052
-0.81600	60198	2834250
-0.81400	59931	2894181
-0.81200	60226	2954407
-0.81000	59611	3014018
-0.80800	59736	3073754
-0.80600	59638	3133392
-0.80400	59970	3193362
-0.80200	59129	3252491
-0.80000	58882	3311373
-0.79800	59224	3370597
-0.79600	58740	3429337
-0.79400	58429	3487766
-0.79200	58272	3546038
-0.79000	58235	3604273
-0.78800	58203	3662476
-0.78600	57982	3720458
-0.78400	58126	3778584
-0.78200	57469	3836053
-0.78000	57417	3893470
-0.77800	57004	3950474
-0.77600	56748	4007222
-0.77400	56801	4064023
-0.77200	56128	4120151
-0.77000	55961	4176112
-0.76800	55934	4232046
-0.76600	55363	4287409
-0.76400	54911	4342320
-0.76200	54702	4397022
-0.76000	54618	4451640
-0.75800	54228	4505868
-0.75600	53953	4559821
-0.75400	53653	4613474
-0.75200	53665	4667139
-0.75000	53045	4720184
-0.74800	52812	4772996
-0.74600	52170	4825166
-0.74400	52084	4877250
-0.74200	52240	4929490
-0.74000	51374	4980864
-0.73800	50820	5031684
-0.73600	50908	5082592
