#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1913	5681
-0.95200	2427	8108
-0.95000	3182	11290
-0.94800	3935	15225
-0.94600	4822	20047
-0.94400	5951	25998
-0.94200	6858	32856
-0.94000	7895	40751
-0.93800	9399	50150
-0.93600	10579	60729
-0.93400	12149	72878
-0.93200	13622	86500
-0.93000	15253	101753
-0.92800	16787	118540
-0.92600	18209	136749
-0.92400	20243	156992
-0.92200	21646	178638
-0.92000	23442	202080
-0.91800	24998	227078
-0.91600	26748	253826
-0.91400	28360	282186
-0.91200	29874	312060
-0.91000	31387	343447
-0.90800	33008	376455
-0.90600	34607	411062
-0.90400	36065	447127
-0.90200	37692	484819
-0.90000	39052	523871
-0.89800	39890	563761
-0.89600	41487	605248
-0.89400	43161	648409
-0.89200	43636	692045
-0.89000	45146	737191
-0.88800	46392	783583
-0.88600	47239	830822
-0.88400	48094	878916
-0.88200	49055	927971
-0.88000	49653	977624
-0.87800	51069	1028693
-0.87600	51752	1080445
-0.87400	52527	1132972
-0.87200	53258	1186230
-0.87000	53850	1240080
-0.86800	54536	1294616
-0.86600	54905	1349521
-0.86400	55843	1405364
-0.86200	56114	1461478
-0.86000	56427	1517905
-0.85800	57003	1574908
-0.85600	56886	1631794
-0.85400	57493	1689287
-0.85200	58058	1747345
-0.85000	58478	1805823
-0.84800	58639	1864462
-0.84600	59112	1923574
-0.84400	59148	1982722
-0.84200	59041	2041763
-0.84000	59515	2101278
-0.83800	59726	2161004
-0.83600	59833	2220837
-0.83400	60097	2280934
-0.83200	59944	2340878
-0.83000	60554	2401432
-0.82800	60351	2461783
-0.82600	60320	2522103
-0.82400	59901	2582004
-0.82200	60157	2642161
-0.82000	60497	2702658
-0.81800	59935	2762593
-0.81600	59795	2822388
-0.81400	59479	2881867
-0.81200	59763	2941630
-0.81000	59181	3000811
-0.80800	59283	3060094
-0.80600	59187	3119281
-0.80400	59499	3178780
-0.80200	58691	3237471
-0.80000	58387	3295858
-0.79800	58698	3354556
-0.79600	58241	3412797
-0.79400	57879	3470676
-0.79200	57727	3528403
-0.79000	57694	3586097
-0.78800	57698	3643795
-0.78600	57455	3701250
-0.78400	57570	3758820
-0.78200	56916	3815736
-0.78000	56807	3872543
-0.77800	56387	3928930
-0.77600	56128	3985058
-0.77400	56238	4041296
-0.77200	55548	4096844
-0.77000	55358	4152202
-0.76800	55347	4207549
-0.76600	54727	4262276
-0.76400	54310	4316586
-0.76200	54108	4370694
-0.76000	53967	4424661
-0.75800	53617	4478278
-0.75600	53335	4531613
-0.75400	52991	4584604
-0.75200	52986	4637590
-0.75000	52376	4689966
-0.74800	52149	4742115
-0.74600	51486	4793601
-0.74400	51391	4844992
-0.74200	51514	4896506
-0.74000	50667	4947173
-0.73800	50065	4997238
-0.73600	50164	5047402
