#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1916	5684
-0.95200	2429	8113
-0.95000	3182	11295
-0.94800	3936	15231
-0.94600	4824	20055
-0.94400	5954	26009
-0.94200	6861	32870
-0.94000	7902	40772
-0.93800	9405	50177
-0.93600	10584	60761
-0.93400	12166	72927
-0.93200	13637	86564
-0.93000	15267	101831
-0.92800	16805	118636
-0.92600	18238	136874
-0.92400	20265	157139
-0.92200	21684	178823
-0.92000	23480	202303
-0.91800	25044	227347
-0.91600	26800	254147
-0.91400	28404	282551
-0.91200	29934	312485
-0.91000	31452	343937
-0.90800	33095	377032
-0.90600	34686	411718
-0.90400	36158	447876
-0.90200	37781	485657
-0.90000	39135	524792
-0.89800	39987	564779
-0.89600	41590	606369
-0.89400	43275	649644
-0.89200	43742	693386
-0.89000	45275	738661
-0.88800	46529	785190
-0.88600	47377	832567
-0.88400	48234	880801
-0.88200	49207	930008
-0.88000	49798	979806
-0.87800	51244	1031050
-0.87600	51916	1082966
-0.87400	52707	1135673
-0.87200	53430	1189103
-0.87000	54069	1243172
-0.86800	54745	1297917
-0.86600	55122	1353039
-0.86400	56071	1409110
-0.86200	56330	1465440
-0.86000	56664	1522104
-0.85800	57254	1579358
-0.85600	57146	1636504
-0.85400	57721	1694225
-0.85200	58321	1752546
-0.85000	58763	1811309
-0.84800	58924	1870233
-0.84600	59398	1929631
-0.84400	59426	1989057
-0.84200	59363	2048420
-0.84000	59835	2108255
-0.83800	60022	2168277
-0.83600	60128	2228405
-0.83400	60438	2288843
-0.83200	60266	2349109
-0.83000	60896	2410005
-0.82800	60718	2470723
-0.82600	60664	2531387
-0.82400	60279	2591666
-0.82200	60565	2652231
-0.82000	60909	2713140
-0.81800	60317	2773457
-0.81600	60177	2833634
-0.81400	59904	2893538
-0.81200	60205	2953743
-0.81000	59586	3013329
-0.80800	59710	3073039
-0.80600	59612	3132651
-0.80400	59950	3192601
-0.80200	59106	3251707
-0.80000	58853	3310560
-0.79800	59190	3369750
-0.79600	58710	3428460
-0.79400	58386	3486846
-0.79200	58242	3545088
-0.79000	58206	3603294
-0.78800	58177	3661471
-0.78600	57947	3719418
-0.78400	58100	3777518
-0.78200	57433	3834951
-0.78000	57371	3892322
-0.77800	56972	3949294
-0.77600	56723	4006017
-0.77400	56770	4062787
-0.77200	56096	4118883
-0.77000	55932	4174815
-0.76800	55901	4230716
-0.76600	55326	4286042
-0.76400	54876	4340918
-0.76200	54657	4395575
-0.76000	54582	4450157
-0.75800	54202	4504359
-0.75600	53910	4558269
-0.75400	53623	4611892
-0.75200	53625	4665517
-0.75000	52999	4718516
-0.74800	52778	4771294
-0.74600	52135	4823429
-0.74400	52043	4875472
-0.74200	52186	4927658
-0.74000	51335	4978993
-0.73800	50783	5029776
-0.73600	50855	5080631
