#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1913	5681
-0.95200	2427	8108
-0.95000	3180	11288
-0.94800	3934	15222
-0.94600	4820	20042
-0.94400	5948	25990
-0.94200	6855	32845
-0.94000	7887	40732
-0.93800	9391	50123
-0.93600	10571	60694
-0.93400	12132	72826
-0.93200	13611	86437
-0.93000	15232	101669
-0.92800	16763	118432
-0.92600	18182	136614
-0.92400	20210	156824
-0.92200	21619	178443
-0.92000	23416	201859
-0.91800	24953	226812
-0.91600	26698	253510
-0.91400	28304	281814
-0.91200	29826	311640
-0.91000	31322	342962
-0.90800	32935	375897
-0.90600	34537	410434
-0.90400	35986	446420
-0.90200	37606	484026
-0.90000	38968	522994
-0.89800	39798	562792
-0.89600	41374	604166
-0.89400	43043	647209
-0.89200	43516	690725
-0.89000	45029	735754
-0.88800	46264	782018
-0.88600	47113	829131
-0.88400	47955	877086
-0.88200	48918	926004
-0.88000	49512	975516
-0.87800	50916	1026432
-0.87600	51586	1078018
-0.87400	52331	1130349
-0.87200	53070	1183419
-0.87000	53662	1237081
-0.86800	54335	1291416
-0.86600	54720	1346136
-0.86400	55617	1401753
-0.86200	55865	1457618
-0.86000	56196	1513814
-0.85800	56752	1570566
-0.85600	56645	1627211
-0.85400	57246	1684457
-0.85200	57790	1742247
-0.85000	58222	1800469
-0.84800	58350	1858819
-0.84600	58862	1917681
-0.84400	58846	1976527
-0.84200	58751	2035278
-0.84000	59180	2094458
-0.83800	59373	2153831
-0.83600	59509	2213340
-0.83400	59780	2273120
-0.83200	59581	2332701
-0.83000	60228	2392929
-0.82800	59996	2452925
-0.82600	59958	2512883
-0.82400	59549	2572432
-0.82200	59797	2632229
-0.82000	60118	2692347
-0.81800	59539	2751886
-0.81600	59416	2811302
-0.81400	59064	2870366
-0.81200	59371	2929737
-0.81000	58764	2988501
-0.80800	58843	3047344
-0.80600	58747	3106091
-0.80400	59071	3165162
-0.80200	58276	3223438
-0.80000	57930	3281368
-0.79800	58226	3339594
-0.79600	57795	3397389
-0.79400	57444	3454833
-0.79200	57246	3512079
-0.79000	57184	3569263
-0.78800	57165	3626428
-0.78600	56963	3683391
-0.78400	57077	3740468
-0.78200	56393	3796861
-0.78000	56277	3853138
-0.77800	55911	3909049
-0.77600	55602	3964651
-0.77400	55656	4020307
-0.77200	55039	4075346
-0.77000	54807	4130153
-0.76800	54784	4184937
-0.76600	54141	4239078
-0.76400	53714	4292792
-0.76200	53507	4346299
-0.76000	53418	4399717
-0.75800	53048	4452765
-0.75600	52746	4505511
-0.75400	52385	4557896
-0.75200	52357	4610253
-0.75000	51762	4662015
-0.74800	51543	4713558
-0.74600	50836	4764394
-0.74400	50744	4815138
-0.74200	50892	4866030
-0.74000	50002	4916032
-0.73800	49429	4965461
-0.73600	49532	5014993
