#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1918	5686
-0.95200	2429	8115
-0.95000	3183	11298
-0.94800	3938	15236
-0.94600	4827	20063
-0.94400	5959	26022
-0.94200	6863	32885
-0.94000	7908	40793
-0.93800	9417	50210
-0.93600	10596	60806
-0.93400	12182	72988
-0.93200	13653	86641
-0.93000	15275	101916
-0.92800	16825	118741
-0.92600	18256	136997
-0.92400	20284	157281
-0.92200	21704	178985
-0.92000	23502	202487
-0.91800	25077	227564
-0.91600	26836	254400
-0.91400	28442	282842
-0.91200	29976	312818
-0.91000	31500	344318
-0.90800	33147	377465
-0.90600	34742	412207
-0.90400	36237	448444
-0.90200	37845	486289
-0.90000	39212	525501
-0.89800	40056	565557
-0.89600	41674	607231
-0.89400	43383	650614
-0.89200	43841	694455
-0.89000	45356	739811
-0.88800	46627	786438
-0.88600	47480	833918
-0.88400	48369	882287
-0.88200	49345	931632
-0.88000	49916	981548
-0.87800	51371	1032919
-0.87600	52070	1084989
-0.87400	52864	1137853
-0.87200	53593	1191446
-0.87000	54224	1245670
-0.86800	54912	1300582
-0.86600	55306	1355888
-0.86400	56245	1412133
-0.86200	56489	1468622
-0.86000	56857	1525479
-0.85800	57430	1582909
-0.85600	57333	1640242
-0.85400	57917	1698159
-0.85200	58525	1756684
-0.85000	58974	1815658
-0.84800	59165	1874823
-0.84600	59637	1934460
-0.84400	59651	1994111
-0.84200	59620	2053731
-0.84000	60081	2113812
-0.83800	60283	2174095
-0.83600	60389	2234484
-0.83400	60709	2295193
-0.83200	60559	2355752
-0.83000	61192	2416944
-0.82800	61031	2477975
-0.82600	60972	2538947
-0.82400	60583	2599530
-0.82200	60863	2660393
-0.82000	61235	2721628
-0.81800	60638	2782266
-0.81600	60514	2842780
-0.81400	60265	2903045
-0.81200	60565	2963610
-0.81000	59935	3023545
-0.80800	60089	3083634
-0.80600	59933	3143567
-0.80400	60297	3203864
-0.80200	59456	3263320
-0.80000	59254	3322574
-0.79800	59565	3382139
-0.79600	59118	3441257
-0.79400	58797	3500054
-0.79200	58663	3558717
-0.79000	58622	3617339
-0.78800	58610	3675949
-0.78600	58378	3734327
-0.78400	58497	3792824
-0.78200	57847	3850671
-0.78000	57836	3908507
-0.77800	57402	3965909
-0.77600	57184	4023093
-0.77400	57229	4080322
-0.77200	56544	4136866
-0.77000	56387	4193253
-0.76800	56328	4249581
-0.76600	55817	4305398
-0.76400	55394	4360792
-0.76200	55119	4415911
-0.76000	55071	4470982
-0.75800	54681	4525663
-0.75600	54404	4580067
-0.75400	54125	4634192
-0.75200	54144	4688336
-0.75000	53537	4741873
-0.74800	53305	4795178
-0.74600	52667	4847845
-0.74400	52582	4900427
-0.74200	52731	4953158
-0.74000	51843	5005001
-0.73800	51344	5056345
-0.73600	51463	5107808
