#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1912	5680
-0.95200	2426	8106
-0.95000	3180	11286
-0.94800	3933	15219
-0.94600	4818	20037
-0.94400	5942	25979
-0.94200	6847	32826
-0.94000	7879	40705
-0.93800	9377	50082
-0.93600	10556	60638
-0.93400	12114	72752
-0.93200	13581	86333
-0.93000	15209	101542
-0.92800	16725	118267
-0.92600	18135	136402
-0.92400	20153	156555
-0.92200	21576	178131
-0.92000	23345	201476
-0.91800	24893	226369
-0.91600	26652	253021
-0.91400	28233	281254
-0.91200	29742	310996
-0.91000	31233	342229
-0.90800	32822	375051
-0.90600	34417	409468
-0.90400	35867	445335
-0.90200	37483	482818
-0.90000	38825	521643
-0.89800	39629	561272
-0.89600	41190	602462
-0.89400	42851	645313
-0.89200	43338	688651
-0.89000	44838	733489
-0.88800	46083	779572
-0.88600	46900	826472
-0.88400	47745	874217
-0.88200	48688	922905
-0.88000	49300	972205
-0.87800	50665	1022870
-0.87600	51319	1074189
-0.87400	52102	1126291
-0.87200	52750	1179041
-0.87000	53369	1232410
-0.86800	54053	1286463
-0.86600	54369	1340832
-0.86400	55288	1396120
-0.86200	55519	1451639
-0.86000	55838	1507477
-0.85800	56397	1563874
-0.85600	56273	1620147
-0.85400	56803	1676950
-0.85200	57343	1734293
-0.85000	57789	1792082
-0.84800	57928	1850010
-0.84600	58377	1908387
-0.84400	58386	1966773
-0.84200	58268	2025041
-0.84000	58681	2083722
-0.83800	58855	2142577
-0.83600	59019	2201596
-0.83400	59261	2260857
-0.83200	59046	2319903
-0.83000	59706	2379609
-0.82800	59394	2439003
-0.82600	59387	2498390
-0.82400	59036	2557426
-0.82200	59237	2616663
-0.82000	59493	2676156
-0.81800	58905	2735061
-0.81600	58800	2793861
-0.81400	58381	2852242
-0.81200	58782	2911024
-0.81000	58121	2969145
-0.80800	58166	3027311
-0.80600	58070	3085381
-0.80400	58418	3143799
-0.80200	57642	3201441
-0.80000	57234	3258675
-0.79800	57530	3316205
-0.79600	57054	3373259
-0.79400	56740	3429999
-0.79200	56470	3486469
-0.79000	56432	3542901
-0.78800	56388	3599289
-0.78600	56232	3655521
-0.78400	56284	3711805
-0.78200	55631	3767436
-0.78000	55495	3822931
-0.77800	55144	3878075
-0.77600	54823	3932898
-0.77400	54812	3987710
-0.77200	54207	4041917
-0.77000	53950	4095867
-0.76800	53848	4149715
-0.76600	53263	4202978
-0.76400	52812	4255790
-0.76200	52689	4308479
-0.76000	52495	4360974
-0.75800	52167	4413141
-0.75600	51805	4464946
-0.75400	51469	4516415
-0.75200	51429	4567844
-0.75000	50841	4618685
-0.74800	50611	4669296
-0.74600	49874	4719170
-0.74400	49763	4768933
-0.74200	49895	4818828
-0.74000	49092	4867920
-0.73800	48442	4916362
-0.73600	48568	4964930
