#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	603	1503
-0.95800	920	2423
-0.95600	1332	3755
-0.95400	1902	5657
-0.95200	2410	8067
-0.95000	3140	11207
-0.94800	3895	15102
-0.94600	4758	19860
-0.94400	5856	25716
-0.94200	6740	32456
-0.94000	7752	40208
-0.93800	9231	49439
-0.93600	10363	59802
-0.93400	11893	71695
-0.93200	13325	85020
-0.93000	14894	99914
-0.92800	16333	116247
-0.92600	17733	133980
-0.92400	19634	153614
-0.92200	21010	174624
-0.92000	22740	197364
-0.91800	24177	221541
-0.91600	25834	247375
-0.91400	27401	274776
-0.91200	28757	303533
-0.91000	30161	333694
-0.90800	31720	365414
-0.90600	33201	398615
-0.90400	34565	433180
-0.90200	36137	469317
-0.90000	37312	506629
-0.89800	37977	544606
-0.89600	39485	584091
-0.89400	41073	625164
-0.89200	41423	666587
-0.89000	42838	709425
-0.88800	44019	753444
-0.88600	44669	798113
-0.88400	45440	843553
-0.88200	46284	889837
-0.88000	46828	936665
-0.87800	48093	984758
-0.87600	48527	1033285
-0.87400	49306	1082591
-0.87200	49812	1132403
-0.87000	50255	1182658
-0.86800	50819	1233477
-0.86600	50985	1284462
-0.86400	51828	1336290
-0.86200	51975	1388265
-0.86000	52223	1440488
-0.85800	52628	1493116
-0.85600	52451	1545567
-0.85400	52861	1598428
-0.85200	53226	1651654
-0.85000	53560	1705214
-0.84800	53759	1758973
-0.84600	54042	1813015
-0.84400	53865	1866880
-0.84200	53737	1920617
-0.84000	53921	1974538
-0.83800	53972	2028510
-0.83600	54044	2082554
-0.83400	54034	2136588
-0.83200	53948	2190536
-0.83000	54430	2244966
-0.82800	53912	2298878
-0.82600	53922	2352800
-0.82400	53371	2406171
-0.82200	53485	2459656
-0.82000	53718	2513374
-0.81800	53057	2566431
-0.81600	52795	2619226
-0.81400	52393	2671619
-0.81200	52653	2724272
-0.81000	51869	2776141
-0.80800	51788	2827929
-0.80600	51565	2879494
-0.80400	51918	2931412
-0.80200	51231	2982643
-0.80000	50617	3033260
-0.79800	50670	3083930
-0.79600	50256	3134186
-0.79400	49840	3184026
-0.79200	49503	3233529
-0.79000	49380	3282909
-0.78800	49215	3332124
-0.78600	48885	3381009
-0.78400	48849	3429858
-0.78200	48125	3477983
-0.78000	47792	3525775
-0.77800	47541	3573316
-0.77600	47090	3620406
-0.77400	46909	3667315
-0.77200	46331	3713646
-0.77000	46124	3759770
-0.76800	45812	3805582
-0.76600	45256	3850838
-0.76400	44651	3895489
-0.76200	44397	3939886
-0.76000	44216	3984102
-0.75800	43849	4027951
-0.75600	43634	4071585
-0.75400	43069	4114654
-0.75200	42903	4157557
-0.75000	42360	4199917
-0.74800	42172	4242089
-0.74600	41313	4283402
-0.74400	41040	4324442
-0.74200	41156	4365598
-0.74000	40281	4405879
-0.73800	39699	4445578
-0.73600	39575	4485153
