#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1916	5684
-0.95200	2429	8113
-0.95000	3182	11295
-0.94800	3937	15232
-0.94600	4825	20057
-0.94400	5956	26013
-0.94200	6861	32874
-0.94000	7905	40779
-0.93800	9408	50187
-0.93600	10590	60777
-0.93400	12174	72951
-0.93200	13643	86594
-0.93000	15269	101863
-0.92800	16815	118678
-0.92600	18242	136920
-0.92400	20270	157190
-0.92200	21690	178880
-0.92000	23484	202364
-0.91800	25055	227419
-0.91600	26812	254231
-0.91400	28412	282643
-0.91200	29946	312589
-0.91000	31467	344056
-0.90800	33119	377175
-0.90600	34710	411885
-0.90400	36181	448066
-0.90200	37801	485867
-0.90000	39152	525019
-0.89800	40009	565028
-0.89600	41621	606649
-0.89400	43317	649966
-0.89200	43768	693734
-0.89000	45304	739038
-0.88800	46568	785606
-0.88600	47413	833019
-0.88400	48269	881288
-0.88200	49246	930534
-0.88000	49837	980371
-0.87800	51289	1031660
-0.87600	51972	1083632
-0.87400	52754	1136386
-0.87200	53490	1189876
-0.87000	54128	1244004
-0.86800	54795	1298799
-0.86600	55185	1353984
-0.86400	56139	1410123
-0.86200	56387	1466510
-0.86000	56724	1523234
-0.85800	57297	1580531
-0.85600	57212	1637743
-0.85400	57802	1695545
-0.85200	58403	1753948
-0.85000	58838	1812786
-0.84800	58997	1871783
-0.84600	59485	1931268
-0.84400	59506	1990774
-0.84200	59453	2050227
-0.84000	59911	2110138
-0.83800	60100	2170238
-0.83600	60213	2230451
-0.83400	60524	2290975
-0.83200	60362	2351337
-0.83000	60984	2412321
-0.82800	60830	2473151
-0.82600	60767	2533918
-0.82400	60379	2594297
-0.82200	60661	2654958
-0.82000	61009	2715967
-0.81800	60417	2776384
-0.81600	60287	2836671
-0.81400	60015	2896686
-0.81200	60312	2956998
-0.81000	59700	3016698
-0.80800	59828	3076526
-0.80600	59729	3136255
-0.80400	60060	3196315
-0.80200	59205	3255520
-0.80000	58985	3314505
-0.79800	59326	3373831
-0.79600	58860	3432691
-0.79400	58547	3491238
-0.79200	58367	3549605
-0.79000	58338	3607943
-0.78800	58308	3666251
-0.78600	58091	3724342
-0.78400	58225	3782567
-0.78200	57583	3840150
-0.78000	57529	3897679
-0.77800	57117	3954796
-0.77600	56869	4011665
-0.77400	56929	4068594
-0.77200	56238	4124832
-0.77000	56075	4180907
-0.76800	56057	4236964
-0.76600	55476	4292440
-0.76400	55046	4347486
-0.76200	54799	4402285
-0.76000	54752	4457037
-0.75800	54341	4511378
-0.75600	54084	4565462
-0.75400	53789	4619251
-0.75200	53799	4673050
-0.75000	53175	4726225
-0.74800	52960	4779185
-0.74600	52313	4831498
-0.74400	52210	4883708
-0.74200	52383	4936091
-0.74000	51496	4987587
-0.73800	50993	5038580
-0.73600	51055	5089635
