#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	9	9
-0.97000	31	40
-0.96800	72	112
-0.96600	146	258
-0.96400	239	497
-0.96200	403	900
-0.96000	605	1505
-0.95800	923	2428
-0.95600	1340	3768
-0.95400	1916	5684
-0.95200	2429	8113
-0.95000	3183	11296
-0.94800	3937	15233
-0.94600	4826	20059
-0.94400	5957	26016
-0.94200	6861	32877
-0.94000	7906	40783
-0.93800	9412	50195
-0.93600	10592	60787
-0.93400	12174	72961
-0.93200	13645	86606
-0.93000	15270	101876
-0.92800	16817	118693
-0.92600	18245	136938
-0.92400	20272	157210
-0.92200	21692	178902
-0.92000	23485	202387
-0.91800	25056	227443
-0.91600	26813	254256
-0.91400	28415	282671
-0.91200	29947	312618
-0.91000	31475	344093
-0.90800	33123	377216
-0.90600	34715	411931
-0.90400	36194	448125
-0.90200	37809	485934
-0.90000	39164	525098
-0.89800	40012	565110
-0.89600	41630	606740
-0.89400	43331	650071
-0.89200	43781	693852
-0.89000	45309	739161
-0.88800	46577	785738
-0.88600	47425	833163
-0.88400	48290	881453
-0.88200	49265	930718
-0.88000	49860	980578
-0.87800	51307	1031885
-0.87600	51988	1083873
-0.87400	52775	1136648
-0.87200	53510	1190158
-0.87000	54139	1244297
-0.86800	54814	1299111
-0.86600	55208	1354319
-0.86400	56166	1410485
-0.86200	56399	1466884
-0.86000	56746	1523630
-0.85800	57323	1580953
-0.85600	57228	1638181
-0.85400	57822	1696003
-0.85200	58434	1754437
-0.85000	58857	1813294
-0.84800	59020	1872314
-0.84600	59517	1931831
-0.84400	59531	1991362
-0.84200	59477	2050839
-0.84000	59941	2110780
-0.83800	60123	2170903
-0.83600	60247	2231150
-0.83400	60550	2291700
-0.83200	60395	2352095
-0.83000	61013	2413108
-0.82800	60871	2473979
-0.82600	60804	2534783
-0.82400	60408	2595191
-0.82200	60696	2655887
-0.82000	61050	2716937
-0.81800	60461	2777398
-0.81600	60330	2837728
-0.81400	60053	2897781
-0.81200	60353	2958134
-0.81000	59746	3017880
-0.80800	59877	3077757
-0.80600	59769	3137526
-0.80400	60100	3197626
-0.80200	59232	3256858
-0.80000	59034	3315892
-0.79800	59363	3375255
-0.79600	58902	3434157
-0.79400	58590	3492747
-0.79200	58414	3551161
-0.79000	58386	3609547
-0.78800	58364	3667911
-0.78600	58142	3726053
-0.78400	58275	3784328
-0.78200	57626	3841954
-0.78000	57579	3899533
-0.77800	57175	3956708
-0.77600	56929	4013637
-0.77400	56970	4070607
-0.77200	56291	4126898
-0.77000	56133	4183031
-0.76800	56103	4239134
-0.76600	55540	4294674
-0.76400	55121	4349795
-0.76200	54858	4404653
-0.76000	54806	4459459
-0.75800	54389	4513848
-0.75600	54141	4567989
-0.75400	53845	4621834
-0.75200	53860	4675694
-0.75000	53227	4728921
-0.74800	53012	4781933
-0.74600	52375	4834308
-0.74400	52268	4886576
-0.74200	52432	4939008
-0.74000	51551	4990559
-0.73800	51032	5041591
-0.73600	51114	5092705
