#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	3	3
-0.93700	9	12
-0.93175	11	23
-0.92650	15	38
-0.92125	26	64
-0.91600	45	109
-0.91075	54	163
-0.90550	60	223
-0.90025	74	297
-0.89500	89	386
-0.88975	123	509
-0.88450	128	637
-0.87925	150	787
-0.87400	162	949
-0.86875	199	1148
-0.86350	243	1391
-0.85825	240	1631
-0.85300	236	1867
-0.84775	252	2119
-0.84250	281	2400
-0.83725	300	2700
-0.83200	305	3005
-0.82675	349	3354
-0.82150	375	3729
-0.81625	317	4046
-0.81100	425	4471
-0.80575	404	4875
-0.80050	429	5304
-0.79525	469	5773
-0.79000	462	6235
-0.78475	459	6694
-0.77950	474	7168
-0.77425	445	7613
-0.76900	496	8109
-0.76375	551	8660
-0.75850	544	9204
-0.75325	487	9691
-0.74800	520	10211
-0.74275	579	10790
-0.73750	583	11373
-0.73225	597	11970
-0.72700	570	12540
-0.72175	594	13134
-0.71650	570	13704
-0.71125	645	14349
-0.70600	616	14965
-0.70075	652	15617
-0.69550	669	16286
-0.69025	661	16947
-0.68500	630	17577
-0.67975	678	18255
-0.67450	697	18952
-0.66925	693	19645
-0.66400	709	20354
-0.65875	687	21041
-0.65350	716	21757
-0.64825	654	22411
-0.64300	725	23136
-0.63775	746	23882
-0.63250	781	24663
-0.62725	759	25422
-0.62200	724	26146
-0.61675	738	26884
-0.61150	724	27608
-0.60625	766	28374
-0.60100	747	29121
-0.59575	765	29886
-0.59050	740	30626
-0.58525	754	31380
-0.58000	776	32156
-0.57475	778	32934
-0.56950	813	33747
-0.56425	786	34533
-0.55900	797	35330
-0.55375	792	36122
-0.54850	869	36991
-0.54325	815	37806
-0.53800	812	38618
-0.53275	848	39466
-0.52750	819	40285
-0.52225	815	41100
-0.51700	803	41903
-0.51175	873	42776
-0.50650	859	43635
-0.50125	845	44480
-0.49600	896	45376
-0.49075	906	46282
-0.48550	841	47123
-0.48025	855	47978
-0.47500	879	48857
-0.46975	860	49717
-0.46450	872	50589
-0.45925	856	51445
-0.45400	883	52328
-0.44875	836	53164
-0.44350	861	54025
-0.43825	927	54952
-0.43300	896	55848
-0.42775	908	56756
-0.42250	888	57644
-0.41725	826	58470
-0.41200	889	59359
-0.40675	861	60220
-0.40150	967	61187
-0.39625	911	62098
-0.39100	860	62958
-0.38575	875	63833
-0.38050	906	64739
-0.37525	928	65667
-0.37000	929	66596
-0.36475	931	67527
-0.35950	912	68439
-0.35425	925	69364
-0.34900	919	70283
-0.34375	956	71239
-0.33850	887	72126
-0.33325	895	73021
-0.32800	951	73972
-0.32275	966	74938
-0.31750	934	75872
-0.31225	870	76742
-0.30700	931	77673
-0.30175	925	78598
-0.29650	937	79535
-0.29125	897	80432
-0.28600	951	81383
-0.28075	980	82363
-0.27550	1014	83377
-0.27025	895	84272
-0.26500	960	85232
-0.25975	964	86196
-0.25450	937	87133
-0.24925	920	88053
-0.24400	990	89043
-0.23875	995	90038
-0.23350	966	91004
-0.22825	988	91992
-0.22300	1017	93009
-0.21775	965	93974
-0.21250	996	94970
-0.20725	980	95950
-0.20200	972	96922
-0.19675	1004	97926
-0.19150	972	98898
-0.18625	970	99868
-0.18100	925	100793
-0.17575	894	101687
-0.17050	1022	102709
-0.16525	995	103704
-0.16000	1025	104729
-0.15475	984	105713
-0.14950	1000	106713
-0.14425	990	107703
-0.13900	1011	108714
-0.13375	982	109696
-0.12850	1041	110737
-0.12325	966	111703
-0.11800	1043	112746
-0.11275	995	113741
-0.10750	989	114730
-0.10225	1058	115788
-0.09700	1005	116793
-0.09175	1110	117903
-0.08650	1034	118937
-0.08125	1016	119953
-0.07600	969	120922
-0.07075	991	121913
-0.06550	1045	122958
-0.06025	1086	124044
-0.05500	991	125035
-0.04975	1077	126112
-0.04450	1008	127120
-0.03925	1072	128192
-0.03400	1048	129240
-0.02875	1073	130313
-0.02350	1058	131371
-0.01825	1047	132418
-0.01300	1015	133433
-0.00775	1056	134489
-0.00250	1100	135589
0.00275	1096	136685
0.00800	1086	137771
0.01325	1047	138818
0.01850	1069	139887
0.02375	1104	140991
0.02900	1038	142029
0.03425	1087	143116
0.03950	1130	144246
0.04475	1066	145312
0.05000	1082	146394
0.05525	1165	147559
0.06050	1132	148691
0.06575	1091	149782
0.07100	1105	150887
0.07625	1127	152014
0.08150	1114	153128
0.08675	1141	154269
0.09200	1135	155404
0.09725	1113	156517
0.10250	1149	157666
0.10775	1164	158830
0.11300	1137	159967
0.11825	1157	161124
0.12350	1181	162305
0.12875	1131	163436
0.13400	1126	164562
0.13925	1124	165686
0.14450	1172	166858
0.14975	1132	167990
0.15500	1153	169143
0.16025	1135	170278
0.16550	1156	171434
0.17075	1172	172606
0.17600	1192	173798
0.18125	1244	175042
0.18650	1166	176208
0.19175	1178	177386
0.19700	1188	178574
0.20225	1208	179782
0.20750	1185	180967
0.21275	1193	182160
0.21800	1176	183336
0.22325	1201	184537
0.22850	1188	185725
0.23375	1213	186938
0.23900	1280	188218
0.24425	1175	189393
0.24950	1198	190591
0.25475	1233	191824
0.26000	1225	193049
0.26525	1197	194246
0.27050	1153	195399
0.27575	1212	196611
0.28100	1225	197836
0.28625	1240	199076
0.29150	1228	200304
0.29675	1304	201608
0.30200	1232	202840
