#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	1	1
-0.93175	4	5
-0.92650	6	11
-0.92125	11	22
-0.91600	22	44
-0.91075	27	71
-0.90550	27	98
-0.90025	42	140
-0.89500	38	178
-0.88975	63	241
-0.88450	68	309
-0.87925	82	391
-0.87400	70	461
-0.86875	93	554
-0.86350	114	668
-0.85825	131	799
-0.85300	122	921
-0.84775	132	1053
-0.84250	128	1181
-0.83725	164	1345
-0.83200	146	1491
-0.82675	165	1656
-0.82150	189	1845
-0.81625	178	2023
-0.81100	214	2237
-0.80575	207	2444
-0.80050	218	2662
-0.79525	254	2916
-0.79000	240	3156
-0.78475	246	3402
-0.77950	246	3648
-0.77425	248	3896
-0.76900	265	4161
-0.76375	294	4455
-0.75850	299	4754
-0.75325	250	5004
-0.74800	279	5283
-0.74275	309	5592
-0.73750	294	5886
-0.73225	344	6230
-0.72700	298	6528
-0.72175	314	6842
-0.71650	303	7145
-0.71125	320	7465
-0.70600	321	7786
-0.70075	375	8161
-0.69550	367	8528
-0.69025	377	8905
-0.68500	338	9243
-0.67975	389	9632
-0.67450	382	10014
-0.66925	374	10388
-0.66400	393	10781
-0.65875	390	11171
-0.65350	377	11548
-0.64825	358	11906
-0.64300	404	12310
-0.63775	434	12744
-0.63250	403	13147
-0.62725	409	13556
-0.62200	383	13939
-0.61675	422	14361
-0.61150	410	14771
-0.60625	425	15196
-0.60100	420	15616
-0.59575	409	16025
-0.59050	424	16449
-0.58525	415	16864
-0.58000	452	17316
-0.57475	455	17771
-0.56950	497	18268
-0.56425	425	18693
-0.55900	469	19162
-0.55375	450	19612
-0.54850	491	20103
-0.54325	467	20570
-0.53800	462	21032
-0.53275	454	21486
-0.52750	442	21928
-0.52225	472	22400
-0.51700	428	22828
-0.51175	508	23336
-0.50650	475	23811
-0.50125	502	24313
-0.49600	514	24827
-0.49075	495	25322
-0.48550	514	25836
-0.48025	461	26297
-0.47500	524	26821
-0.46975	486	27307
-0.46450	490	27797
-0.45925	499	28296
-0.45400	508	28804
-0.44875	487	29291
-0.44350	492	29783
-0.43825	539	30322
-0.43300	514	30836
-0.42775	508	31344
-0.42250	482	31826
-0.41725	473	32299
-0.41200	510	32809
-0.40675	501	33310
-0.40150	544	33854
-0.39625	525	34379
-0.39100	465	34844
-0.38575	518	35362
-0.38050	533	35895
-0.37525	485	36380
-0.37000	548	36928
-0.36475	514	37442
-0.35950	524	37966
-0.35425	531	38497
-0.34900	524	39021
-0.34375	549	39570
-0.33850	526	40096
-0.33325	517	40613
-0.32800	509	41122
-0.32275	528	41650
-0.31750	528	42178
-0.31225	471	42649
-0.30700	526	43175
-0.30175	504	43679
-0.29650	552	44231
-0.29125	512	44743
-0.28600	541	45284
-0.28075	554	45838
-0.27550	564	46402
-0.27025	534	46936
-0.26500	550	47486
-0.25975	545	48031
-0.25450	538	48569
-0.24925	523	49092
-0.24400	549	49641
-0.23875	595	50236
-0.23350	562	50798
-0.22825	574	51372
-0.22300	562	51934
-0.21775	530	52464
-0.21250	522	52986
-0.20725	548	53534
-0.20200	570	54104
-0.19675	552	54656
-0.19150	547	55203
-0.18625	518	55721
-0.18100	537	56258
-0.17575	536	56794
-0.17050	582	57376
-0.16525	568	57944
-0.16000	595	58539
-0.15475	560	59099
-0.14950	561	59660
-0.14425	541	60201
-0.13900	536	60737
-0.13375	558	61295
-0.12850	605	61900
-0.12325	546	62446
-0.11800	631	63077
-0.11275	569	63646
-0.10750	569	64215
-0.10225	606	64821
-0.09700	571	65392
-0.09175	623	66015
-0.08650	585	66600
-0.08125	618	67218
-0.07600	552	67770
-0.07075	582	68352
-0.06550	548	68900
-0.06025	600	69500
-0.05500	543	70043
-0.04975	609	70652
-0.04450	555	71207
-0.03925	596	71803
-0.03400	579	72382
-0.02875	609	72991
-0.02350	591	73582
-0.01825	592	74174
-0.01300	556	74730
-0.00775	594	75324
-0.00250	576	75900
0.00275	588	76488
0.00800	584	77072
0.01325	609	77681
0.01850	623	78304
0.02375	640	78944
0.02900	572	79516
0.03425	596	80112
0.03950	618	80730
0.04475	592	81322
0.05000	598	81920
0.05525	658	82578
0.06050	592	83170
0.06575	612	83782
0.07100	618	84400
0.07625	613	85013
0.08150	600	85613
0.08675	668	86281
0.09200	615	86896
0.09725	633	87529
0.10250	654	88183
0.10775	624	88807
0.11300	608	89415
0.11825	650	90065
0.12350	609	90674
0.12875	598	91272
0.13400	611	91883
0.13925	617	92500
0.14450	662	93162
0.14975	628	93790
0.15500	640	94430
0.16025	645	95075
0.16550	605	95680
0.17075	651	96331
0.17600	660	96991
0.18125	700	97691
0.18650	657	98348
0.19175	646	98994
0.19700	647	99641
0.20225	648	100289
0.20750	662	100951
0.21275	662	101613
0.21800	668	102281
0.22325	674	102955
0.22850	606	103561
0.23375	682	104243
0.23900	709	104952
0.24425	655	105607
0.24950	641	106248
0.25475	678	106926
0.26000	660	107586
0.26525	627	108213
0.27050	636	108849
0.27575	678	109527
0.28100	671	110198
0.28625	676	110874
0.29150	634	111508
0.29675	674	112182
0.30200	660	112842
0.30725	658	113500
0.31250	685	114185
0.31775	696	114881
0.32300	705	115586
0.32825	678	116264
0.33350	643	116907
0.33875	702	117609
0.34400	729	118338
0.34925	699	119037
