#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	3	3
-0.93700	9	12
-0.93175	12	24
-0.92650	17	41
-0.92125	28	69
-0.91600	54	123
-0.91075	57	180
-0.90550	68	248
-0.90025	80	328
-0.89500	101	429
-0.88975	136	565
-0.88450	142	707
-0.87925	168	875
-0.87400	177	1052
-0.86875	226	1278
-0.86350	266	1544
-0.85825	256	1800
-0.85300	263	2063
-0.84775	282	2345
-0.84250	312	2657
-0.83725	326	2983
-0.83200	341	3324
-0.82675	375	3699
-0.82150	404	4103
-0.81625	350	4453
-0.81100	463	4916
-0.80575	433	5349
-0.80050	465	5814
-0.79525	520	6334
-0.79000	502	6836
-0.78475	503	7339
-0.77950	517	7856
-0.77425	490	8346
-0.76900	550	8896
-0.76375	598	9494
-0.75850	595	10089
-0.75325	534	10623
-0.74800	584	11207
-0.74275	633	11840
-0.73750	645	12485
-0.73225	650	13135
-0.72700	623	13758
-0.72175	650	14408
-0.71650	633	15041
-0.71125	702	15743
-0.70600	674	16417
-0.70075	727	17144
-0.69550	724	17868
-0.69025	728	18596
-0.68500	687	19283
-0.67975	741	20024
-0.67450	771	20795
-0.66925	745	21540
-0.66400	779	22319
-0.65875	746	23065
-0.65350	788	23853
-0.64825	724	24577
-0.64300	791	25368
-0.63775	802	26170
-0.63250	848	27018
-0.62725	827	27845
-0.62200	785	28630
-0.61675	803	29433
-0.61150	797	30230
-0.60625	826	31056
-0.60100	813	31869
-0.59575	824	32693
-0.59050	790	33483
-0.58525	829	34312
-0.58000	834	35146
-0.57475	844	35990
-0.56950	883	36873
-0.56425	859	37732
-0.55900	872	38604
-0.55375	859	39463
-0.54850	939	40402
-0.54325	904	41306
-0.53800	896	42202
-0.53275	927	43129
-0.52750	889	44018
-0.52225	866	44884
-0.51700	872	45756
-0.51175	938	46694
-0.50650	938	47632
-0.50125	926	48558
-0.49600	967	49525
-0.49075	992	50517
-0.48550	924	51441
-0.48025	934	52375
-0.47500	962	53337
-0.46975	931	54268
-0.46450	938	55206
-0.45925	948	56154
-0.45400	957	57111
-0.44875	923	58034
-0.44350	930	58964
-0.43825	999	59963
-0.43300	973	60936
-0.42775	989	61925
-0.42250	968	62893
-0.41725	906	63799
-0.41200	971	64770
-0.40675	928	65698
-0.40150	1058	66756
-0.39625	996	67752
-0.39100	941	68693
-0.38575	938	69631
-0.38050	981	70612
-0.37525	1001	71613
-0.37000	1001	72614
-0.36475	1014	73628
-0.35950	989	74617
-0.35425	1012	75629
-0.34900	998	76627
-0.34375	1032	77659
-0.33850	969	78628
-0.33325	968	79596
-0.32800	1011	80607
-0.32275	1056	81663
-0.31750	1008	82671
-0.31225	961	83632
-0.30700	1018	84650
-0.30175	1012	85662
-0.29650	1020	86682
-0.29125	997	87679
-0.28600	1037	88716
-0.28075	1079	89795
-0.27550	1093	90888
-0.27025	983	91871
-0.26500	1042	92913
-0.25975	1044	93957
-0.25450	1020	94977
-0.24925	1001	95978
-0.24400	1075	97053
-0.23875	1072	98125
-0.23350	1059	99184
-0.22825	1082	100266
-0.22300	1111	101377
-0.21775	1052	102429
-0.21250	1096	103525
-0.20725	1062	104587
-0.20200	1076	105663
-0.19675	1076	106739
-0.19150	1063	107802
-0.18625	1066	108868
-0.18100	1018	109886
-0.17575	984	110870
-0.17050	1117	111987
-0.16525	1086	113073
-0.16000	1138	114211
-0.15475	1079	115290
-0.14950	1101	116391
-0.14425	1099	117490
-0.13900	1113	118603
-0.13375	1077	119680
-0.12850	1131	120811
-0.12325	1046	121857
-0.11800	1129	122986
-0.11275	1098	124084
-0.10750	1092	125176
-0.10225	1153	126329
-0.09700	1106	127435
-0.09175	1194	128629
-0.08650	1120	129749
-0.08125	1107	130856
-0.07600	1055	131911
-0.07075	1084	132995
-0.06550	1148	134143
-0.06025	1196	135339
-0.05500	1095	136434
-0.04975	1183	137617
-0.04450	1113	138730
-0.03925	1191	139921
-0.03400	1154	141075
-0.02875	1160	142235
-0.02350	1159	143394
-0.01825	1139	144533
-0.01300	1102	145635
-0.00775	1152	146787
-0.00250	1203	147990
0.00275	1207	149197
0.00800	1184	150381
0.01325	1152	151533
0.01850	1162	152695
0.02375	1204	153899
0.02900	1150	155049
0.03425	1215	156264
0.03950	1236	157500
0.04475	1171	158671
0.05000	1183	159854
0.05525	1273	161127
0.06050	1231	162358
0.06575	1221	163579
0.07100	1200	164779
0.07625	1238	166017
0.08150	1233	167250
0.08675	1246	168496
0.09200	1251	169747
0.09725	1208	170955
0.10250	1258	172213
0.10775	1273	173486
0.11300	1244	174730
0.11825	1277	176007
0.12350	1296	177303
0.12875	1238	178541
0.13400	1225	179766
0.13925	1240	181006
0.14450	1278	182284
0.14975	1234	183518
0.15500	1253	184771
0.16025	1253	186024
0.16550	1260	187284
0.17075	1293	188577
0.17600	1309	189886
0.18125	1355	191241
0.18650	1285	192526
0.19175	1305	193831
0.19700	1299	195130
0.20225	1333	196463
0.20750	1314	197777
0.21275	1293	199070
0.21800	1283	200353
0.22325	1317	201670
0.22850	1307	202977
0.23375	1334	204311
0.23900	1380	205691
0.24425	1292	206983
0.24950	1317	208300
0.25475	1351	209651
0.26000	1340	210991
0.26525	1321	212312
0.27050	1282	213594
0.27575	1322	214916
0.28100	1350	216266
0.28625	1380	217646
