#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	0	0
-0.93175	4	4
-0.92650	2	6
-0.92125	6	12
-0.91600	16	28
-0.91075	18	46
-0.90550	18	64
-0.90025	31	95
-0.89500	21	116
-0.88975	40	156
-0.88450	41	197
-0.87925	52	249
-0.87400	44	293
-0.86875	67	360
-0.86350	77	437
-0.85825	90	527
-0.85300	86	613
-0.84775	95	708
-0.84250	100	808
-0.83725	112	920
-0.83200	101	1021
-0.82675	113	1134
-0.82150	125	1259
-0.81625	121	1380
-0.81100	160	1540
-0.80575	138	1678
-0.80050	169	1847
-0.79525	195	2042
-0.79000	162	2204
-0.78475	181	2385
-0.77950	177	2562
-0.77425	172	2734
-0.76900	188	2922
-0.76375	203	3125
-0.75850	217	3342
-0.75325	180	3522
-0.74800	205	3727
-0.74275	216	3943
-0.73750	211	4154
-0.73225	244	4398
-0.72700	206	4604
-0.72175	233	4837
-0.71650	227	5064
-0.71125	243	5307
-0.70600	224	5531
-0.70075	292	5823
-0.69550	263	6086
-0.69025	256	6342
-0.68500	252	6594
-0.67975	293	6887
-0.67450	284	7171
-0.66925	257	7428
-0.66400	298	7726
-0.65875	285	8011
-0.65350	264	8275
-0.64825	254	8529
-0.64300	291	8820
-0.63775	325	9145
-0.63250	315	9460
-0.62725	296	9756
-0.62200	277	10033
-0.61675	301	10334
-0.61150	294	10628
-0.60625	319	10947
-0.60100	303	11250
-0.59575	297	11547
-0.59050	327	11874
-0.58525	315	12189
-0.58000	329	12518
-0.57475	350	12868
-0.56950	364	13232
-0.56425	327	13559
-0.55900	351	13910
-0.55375	342	14252
-0.54850	371	14623
-0.54325	357	14980
-0.53800	318	15298
-0.53275	342	15640
-0.52750	308	15948
-0.52225	335	16283
-0.51700	301	16584
-0.51175	377	16961
-0.50650	361	17322
-0.50125	360	17682
-0.49600	374	18056
-0.49075	362	18418
-0.48550	368	18786
-0.48025	330	19116
-0.47500	376	19492
-0.46975	357	19849
-0.46450	347	20196
-0.45925	381	20577
-0.45400	370	20947
-0.44875	371	21318
-0.44350	376	21694
-0.43825	380	22074
-0.43300	396	22470
-0.42775	369	22839
-0.42250	356	23195
-0.41725	328	23523
-0.41200	359	23882
-0.40675	366	24248
-0.40150	400	24648
-0.39625	394	25042
-0.39100	350	25392
-0.38575	398	25790
-0.38050	398	26188
-0.37525	368	26556
-0.37000	425	26981
-0.36475	385	27366
-0.35950	398	27764
-0.35425	394	28158
-0.34900	395	28553
-0.34375	409	28962
-0.33850	385	29347
-0.33325	378	29725
-0.32800	365	30090
-0.32275	392	30482
-0.31750	387	30869
-0.31225	344	31213
-0.30700	395	31608
-0.30175	368	31976
-0.29650	414	32390
-0.29125	382	32772
-0.28600	402	33174
-0.28075	409	33583
-0.27550	420	34003
-0.27025	417	34420
-0.26500	417	34837
-0.25975	429	35266
-0.25450	406	35672
-0.24925	390	36062
-0.24400	424	36486
-0.23875	433	36919
-0.23350	408	37327
-0.22825	440	37767
-0.22300	406	38173
-0.21775	372	38545
-0.21250	381	38926
-0.20725	397	39323
-0.20200	446	39769
-0.19675	423	40192
-0.19150	398	40590
-0.18625	399	40989
-0.18100	399	41388
-0.17575	403	41791
-0.17050	423	42214
-0.16525	425	42639
-0.16000	441	43080
-0.15475	409	43489
-0.14950	419	43908
-0.14425	400	44308
-0.13900	415	44723
-0.13375	413	45136
-0.12850	441	45577
-0.12325	413	45990
-0.11800	478	46468
-0.11275	435	46903
-0.10750	420	47323
-0.10225	468	47791
-0.09700	423	48214
-0.09175	478	48692
-0.08650	425	49117
-0.08125	465	49582
-0.07600	409	49991
-0.07075	441	50432
-0.06550	392	50824
-0.06025	460	51284
-0.05500	396	51680
-0.04975	457	52137
-0.04450	411	52548
-0.03925	452	53000
-0.03400	437	53437
-0.02875	449	53886
-0.02350	459	54345
-0.01825	432	54777
-0.01300	429	55206
-0.00775	454	55660
-0.00250	418	56078
0.00275	449	56527
0.00800	435	56962
0.01325	454	57416
0.01850	453	57869
0.02375	492	58361
0.02900	422	58783
0.03425	435	59218
0.03950	455	59673
0.04475	438	60111
0.05000	452	60563
0.05525	482	61045
0.06050	440	61485
0.06575	444	61929
0.07100	460	62389
0.07625	450	62839
0.08150	442	63281
0.08675	509	63790
0.09200	466	64256
0.09725	471	64727
0.10250	513	65240
0.10775	465	65705
0.11300	446	66151
0.11825	480	66631
0.12350	459	67090
0.12875	450	67540
0.13400	452	67992
0.13925	456	68448
0.14450	508	68956
0.14975	454	69410
0.15500	493	69903
0.16025	462	70365
0.16550	446	70811
0.17075	494	71305
0.17600	504	71809
0.18125	509	72318
0.18650	488	72806
0.19175	479	73285
0.19700	470	73755
0.20225	448	74203
0.20750	496	74699
0.21275	506	75205
0.21800	495	75700
0.22325	516	76216
0.22850	451	76667
0.23375	501	77168
0.23900	523	77691
0.24425	494	78185
0.24950	479	78664
0.25475	500	79164
0.26000	491	79655
0.26525	452	80107
0.27050	480	80587
0.27575	479	81066
0.28100	472	81538
0.28625	497	82035
0.29150	475	82510
0.29675	483	82993
0.30200	478	83471
0.30725	493	83964
0.31250	497	84461
0.31775	502	84963
0.32300	497	85460
0.32825	505	85965
0.33350	467	86432
0.33875	519	86951
0.34400	528	87479
0.34925	522	88001
