#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	7	7
-0.94225	18	25
-0.93700	37	62
-0.93175	73	135
-0.92650	93	228
-0.92125	138	366
-0.91600	209	575
-0.91075	255	830
-0.90550	331	1161
-0.90025	377	1538
-0.89500	492	2030
-0.88975	579	2609
-0.88450	658	3267
-0.87925	721	3988
-0.87400	806	4794
-0.86875	902	5696
-0.86350	1042	6738
-0.85825	1109	7847
-0.85300	1148	8995
-0.84775	1239	10234
-0.84250	1279	11513
-0.83725	1403	12916
-0.83200	1438	14354
-0.82675	1499	15853
-0.82150	1608	17461
-0.81625	1537	18998
-0.81100	1766	20764
-0.80575	1707	22471
-0.80050	1765	24236
-0.79525	1867	26103
-0.79000	1940	28043
-0.78475	1970	30013
-0.77950	2081	32094
-0.77425	2067	34161
-0.76900	2182	36343
-0.76375	2286	38629
-0.75850	2261	40890
-0.75325	2168	43058
-0.74800	2233	45291
-0.74275	2344	47635
-0.73750	2365	50000
-0.73225	2472	52472
-0.72700	2393	54865
-0.72175	2483	57348
-0.71650	2437	59785
-0.71125	2573	62358
-0.70600	2556	64914
-0.70075	2674	67588
-0.69550	2744	70332
-0.69025	2683	73015
-0.68500	2690	75705
-0.67975	2831	78536
-0.67450	2781	81317
-0.66925	2774	84091
-0.66400	2781	86872
-0.65875	2759	89631
-0.65350	2865	92496
-0.64825	2848	95344
-0.64300	2985	98329
-0.63775	3021	101350
-0.63250	3020	104370
-0.62725	2941	107311
-0.62200	3089	110400
-0.61675	3000	113400
-0.61150	3017	116417
-0.60625	3052	119469
-0.60100	3155	122624
-0.59575	3081	125705
-0.59050	3131	128836
-0.58525	3100	131936
-0.58000	3247	135183
-0.57475	3097	138280
-0.56950	3184	141464
-0.56425	3157	144621
-0.55900	3233	147854
-0.55375	3231	151085
-0.54850	3411	154496
-0.54325	3371	157867
-0.53800	3327	161194
-0.53275	3411	164605
-0.52750	3234	167839
-0.52225	3313	171152
-0.51700	3438	174590
-0.51175	3458	178048
-0.50650	3467	181515
-0.50125	3502	185017
-0.49600	3541	188558
-0.49075	3622	192180
-0.48550	3530	195710
-0.48025	3540	199250
-0.47500	3587	202837
-0.46975	3578	206415
-0.46450	3551	209966
-0.45925	3628	213594
-0.45400	3707	217301
-0.44875	3577	220878
-0.44350	3584	224462
-0.43825	3688	228150
-0.43300	3623	231773
-0.42775	3784	235557
-0.42250	3679	239236
-0.41725	3660	242896
-0.41200	3720	246616
-0.40675	3661	250277
-0.40150	3839	254116
-0.39625	3782	257898
-0.39100	3794	261692
-0.38575	3769	265461
-0.38050	3889	269350
-0.37525	3830	273180
-0.37000	3888	277068
-0.36475	3981	281049
-0.35950	3917	284966
-0.35425	3875	288841
-0.34900	3851	292692
-0.34375	4022	296714
-0.33850	3997	300711
-0.33325	3968	304679
-0.32800	4011	308690
-0.32275	4044	312734
-0.31750	4062	316796
-0.31225	3983	320779
-0.30700	4129	324908
-0.30175	4051	328959
-0.29650	4089	333048
-0.29125	4005	337053
-0.28600	4183	341236
-0.28075	4260	345496
-0.27550	4104	349600
-0.27025	4143	353743
-0.26500	4276	358019
-0.25975	4166	362185
-0.25450	4174	366359
-0.24925	4193	370552
-0.24400	4339	374891
-0.23875	4272	379163
-0.23350	4325	383488
-0.22825	4341	387829
-0.22300	4398	392227
-0.21775	4301	396528
-0.21250	4450	400978
-0.20725	4378	405356
-0.20200	4394	409750
-0.19675	4376	414126
-0.19150	4435	418561
-0.18625	4452	423013
-0.18100	4356	427369
-0.17575	4430	431799
-0.17050	4423	436222
-0.16525	4484	440706
-0.16000	4548	445254
-0.15475	4596	449850
-0.14950	4676	454526
-0.14425	4411	458937
-0.13900	4650	463587
-0.13375	4537	468124
-0.12850	4608	472732
-0.12325	4610	477342
-0.11800	4794	482136
-0.11275	4563	486699
-0.10750	4683	491382
-0.10225	4631	496013
-0.09700	4650	500663
-0.09175	4786	505449
-0.08650	4704	510153
-0.08125	4772	514925
-0.07600	4690	519615
-0.07075	4712	524327
-0.06550	4869	529196
-0.06025	4903	534099
-0.05500	4777	538876
-0.04975	4811	543687
-0.04450	4734	548421
-0.03925	4957	553378
-0.03400	4839	558217
-0.02875	4793	563010
-0.02350	4872	567882
-0.01825	4947	572829
-0.01300	4835	577664
-0.00775	4852	582516
-0.00250	4861	587377
0.00275	4922	592299
0.00800	4736	597035
0.01325	4847	601882
0.01850	4908	606790
0.02375	4931	611721
0.02900	4891	616612
0.03425	5108	621720
0.03950	4983	626703
0.04475	4985	631688
0.05000	4996	636684
0.05525	5091	641775
0.06050	5034	646809
0.06575	5090	651899
0.07100	4911	656810
0.07625	5058	661868
0.08150	5039	666907
0.08675	5112	672019
0.09200	5005	677024
0.09725	5036	682060
0.10250	5206	687266
0.10775	5128	692394
0.11300	5022	697416
0.11825	5186	702602
0.12350	5238	707840
0.12875	5165	713005
0.13400	5105	718110
0.13925	5066	723176
0.14450	5101	728277
0.14975	4986	733263
0.15500	5142	738405
0.16025	5097	743502
0.16550	5155	748657
0.17075	5106	753763
0.17600	5175	758938
0.18125	5232	764170
0.18650	5158	769328
0.19175	5150	774478
0.19700	5091	779569
0.20225	5144	784713
0.20750	5125	789838
0.21275	5117	794955
0.21800	5096	800051
0.22325	5208	805259
0.22850	5071	810330
0.23375	5123	815453
