#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	0	0
-0.96200	0	0
-0.96000	0	0
-0.95800	0	0
-0.95600	0	0
-0.95400	1	1
-0.95200	0	1
-0.95000	1	2
-0.94800	4	6
-0.94600	3	9
-0.94400	2	11
-0.94200	5	16
-0.94000	8	24
-0.93800	6	30
-0.93600	6	36
-0.93400	19	55
-0.93200	14	69
-0.93000	16	85
-0.92800	20	105
-0.92600	28	133
-0.92400	32	165
-0.92200	28	193
-0.92000	47	240
-0.91800	37	277
-0.91600	60	337
-0.91400	53	390
-0.91200	74	464
-0.91000	73	537
-0.90800	73	610
-0.90600	75	685
-0.90400	88	773
-0.90200	89	862
-0.90000	100	962
-0.89800	103	1065
-0.89600	121	1186
-0.89400	116	1302
-0.89200	124	1426
-0.89000	122	1548
-0.88800	137	1685
-0.88600	122	1807
-0.88400	160	1967
-0.88200	184	2151
-0.88000	177	2328
-0.87800	170	2498
-0.87600	198	2696
-0.87400	181	2877
-0.87200	216	3093
-0.87000	229	3322
-0.86800	226	3548
-0.86600	227	3775
-0.86400	247	4022
-0.86200	259	4281
-0.86000	246	4527
-0.85800	313	4840
-0.85600	279	5119
-0.85400	293	5412
-0.85200	326	5738
-0.85000	292	6030
-0.84800	332	6362
-0.84600	348	6710
-0.84400	326	7036
-0.84200	361	7397
-0.84000	369	7766
-0.83800	371	8137
-0.83600	340	8477
-0.83400	406	8883
-0.83200	395	9278
-0.83000	386	9664
-0.82800	421	10085
-0.82600	404	10489
-0.82400	444	10933
-0.82200	444	11377
-0.82000	457	11834
-0.81800	471	12305
-0.81600	417	12722
-0.81400	514	13236
-0.81200	524	13760
-0.81000	499	14259
-0.80800	504	14763
-0.80600	487	15250
-0.80400	474	15724
-0.80200	543	16267
-0.80000	527	16794
-0.79800	532	17326
-0.79600	589	17915
-0.79400	536	18451
-0.79200	533	18984
-0.79000	546	19530
-0.78800	616	20146
-0.78600	590	20736
-0.78400	603	21339
-0.78200	591	21930
-0.78000	632	22562
-0.77800	598	23160
-0.77600	611	23771
-0.77400	634	24405
-0.77200	602	25007
-0.77000	638	25645
-0.76800	690	26335
-0.76600	659	26994
-0.76400	656	27650
-0.76200	678	28328
-0.76000	679	29007
-0.75800	678	29685
-0.75600	670	30355
-0.75400	698	31053
-0.75200	709	31762
-0.75000	711	32473
-0.74800	664	33137
-0.74600	722	33859
-0.74400	666	34525
-0.74200	720	35245
-0.74000	744	35989
-0.73800	716	36705
-0.73600	787	37492
-0.73400	751	38243
-0.73200	750	38993
-0.73000	730	39723
-0.72800	789	40512
-0.72600	775	41287
-0.72400	792	42079
-0.72200	764	42843
-0.72000	740	43583
-0.71800	751	44334
-0.71600	773	45107
-0.71400	788	45895
-0.71200	752	46647
-0.71000	848	47495
-0.70800	797	48292
-0.70600	773	49065
-0.70400	858	49923
-0.70200	839	50762
-0.70000	851	51613
-0.69800	927	52540
