#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	1	1
-0.96200	0	1
-0.96000	1	2
-0.95800	1	3
-0.95600	1	4
-0.95400	12	16
-0.95200	15	31
-0.95000	19	50
-0.94800	26	76
-0.94600	39	115
-0.94400	53	168
-0.94200	62	230
-0.94000	84	314
-0.93800	118	432
-0.93600	135	567
-0.93400	190	757
-0.93200	203	960
-0.93000	222	1182
-0.92800	311	1493
-0.92600	349	1842
-0.92400	392	2234
-0.92200	464	2698
-0.92000	526	3224
-0.91800	588	3812
-0.91600	688	4500
-0.91400	708	5208
-0.91200	837	6045
-0.91000	941	6986
-0.90800	991	7977
-0.90600	1112	9089
-0.90400	1237	10326
-0.90200	1273	11599
-0.90000	1375	12974
-0.89800	1526	14500
-0.89600	1632	16132
-0.89400	1817	17949
-0.89200	1856	19805
-0.89000	2007	21812
-0.88800	2058	23870
-0.88600	2136	26006
-0.88400	2256	28262
-0.88200	2395	30657
-0.88000	2575	33232
-0.87800	2685	35917
-0.87600	2879	38796
-0.87400	2986	41782
-0.87200	3186	44968
-0.87000	3345	48313
-0.86800	3495	51808
-0.86600	3648	55456
-0.86400	3737	59193
-0.86200	3811	63004
-0.86000	3935	66939
-0.85800	4203	71142
-0.85600	4285	75427
-0.85400	4530	79957
-0.85200	4644	84601
-0.85000	4826	89427
-0.84800	4906	94333
-0.84600	5095	99428
-0.84400	5070	104498
-0.84200	5383	109881
-0.84000	5625	115506
-0.83800	5686	121192
-0.83600	5775	126967
-0.83400	6075	133042
-0.83200	6090	139132
-0.83000	6210	145342
-0.82800	6522	151864
-0.82600	6527	158391
-0.82400	6551	164942
-0.82200	6824	171766
-0.82000	7015	178781
-0.81800	6905	185686
-0.81600	7111	192797
-0.81400	7324	200121
-0.81200	7377	207498
-0.81000	7617	215115
-0.80800	7596	222711
-0.80600	7832	230543
-0.80400	7749	238292
-0.80200	7930	246222
-0.80000	8077	254299
-0.79800	8267	262566
-0.79600	8478	271044
-0.79400	8430	279474
-0.79200	8636	288110
-0.79000	8669	296779
-0.78800	8819	305598
-0.78600	8946	314544
-0.78400	9172	323716
-0.78200	9131	332847
-0.78000	9319	342166
-0.77800	9339	351505
-0.77600	9646	361151
-0.77400	9711	370862
-0.77200	9586	380448
-0.77000	9756	390204
-0.76800	9978	400182
-0.76600	9896	410078
-0.76400	10132	420210
-0.76200	10161	430371
-0.76000	10260	440631
-0.75800	10168	450799
-0.75600	10290	461089
-0.75400	10376	471465
-0.75200	10514	481979
-0.75000	10593	492572
-0.74800	10504	503076
-0.74600	10600	513676
-0.74400	10631	524307
-0.74200	10868	535175
-0.74000	10721	545896
-0.73800	10918	556814
-0.73600	11065	567879
-0.73400	11140	579019
-0.73200	11115	590134
-0.73000	11136	601270
-0.72800	11149	612419
-0.72600	11182	623601
-0.72400	11193	634794
-0.72200	11359	646153
-0.72000	11372	657525
-0.71800	11380	668905
