#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	1	1
-0.96200	0	1
-0.96000	1	2
-0.95800	0	2
-0.95600	0	2
-0.95400	11	13
-0.95200	14	27
-0.95000	16	43
-0.94800	16	59
-0.94600	32	91
-0.94400	44	135
-0.94200	49	184
-0.94000	62	246
-0.93800	95	341
-0.93600	104	445
-0.93400	151	596
-0.93200	159	755
-0.93000	170	925
-0.92800	256	1181
-0.92600	276	1457
-0.92400	324	1781
-0.92200	384	2165
-0.92000	419	2584
-0.91800	477	3061
-0.91600	573	3634
-0.91400	587	4221
-0.91200	669	4890
-0.91000	779	5669
-0.90800	780	6449
-0.90600	888	7337
-0.90400	1000	8337
-0.90200	1022	9359
-0.90000	1098	10457
-0.89800	1232	11689
-0.89600	1327	13016
-0.89400	1451	14467
-0.89200	1488	15955
-0.89000	1618	17573
-0.88800	1639	19212
-0.88600	1728	20940
-0.88400	1803	22743
-0.88200	1965	24708
-0.88000	2048	26756
-0.87800	2118	28874
-0.87600	2292	31166
-0.87400	2419	33585
-0.87200	2530	36115
-0.87000	2694	38809
-0.86800	2754	41563
-0.86600	2923	44486
-0.86400	2959	47445
-0.86200	3037	50482
-0.86000	3148	53630
-0.85800	3330	56960
-0.85600	3398	60358
-0.85400	3612	63970
-0.85200	3744	67714
-0.85000	3875	71589
-0.84800	3931	75520
-0.84600	4100	79620
-0.84400	4088	83708
-0.84200	4309	88017
-0.84000	4462	92479
-0.83800	4488	96967
-0.83600	4626	101593
-0.83400	4813	106406
-0.83200	4840	111246
-0.83000	4974	116220
-0.82800	5209	121429
-0.82600	5196	126625
-0.82400	5301	131926
-0.82200	5418	137344
-0.82000	5569	142913
-0.81800	5532	148445
-0.81600	5624	154069
-0.81400	5927	159996
-0.81200	5834	165830
-0.81000	6106	171936
-0.80800	6121	178057
-0.80600	6262	184319
-0.80400	6190	190509
-0.80200	6311	196820
-0.80000	6538	203358
-0.79800	6684	210042
-0.79600	6834	216876
-0.79400	6804	223680
-0.79200	6984	230664
-0.79000	7013	237677
-0.78800	7064	244741
-0.78600	7227	251968
-0.78400	7378	259346
-0.78200	7358	266704
-0.78000	7479	274183
-0.77800	7526	281709
-0.77600	7746	289455
-0.77400	7875	297330
-0.77200	7715	305045
-0.77000	7903	312948
-0.76800	8040	320988
-0.76600	8010	328998
-0.76400	8238	337236
-0.76200	8186	345422
-0.76000	8268	353690
-0.75800	8168	361858
-0.75600	8211	370069
-0.75400	8437	378506
-0.75200	8521	387027
-0.75000	8524	395551
-0.74800	8525	404076
-0.74600	8632	412708
-0.74400	8636	421344
-0.74200	8770	430114
-0.74000	8684	438798
-0.73800	8757	447555
-0.73600	8902	456457
-0.73400	9011	465468
-0.73200	9065	474533
-0.73000	8996	483529
-0.72800	9115	492644
-0.72600	9209	501853
-0.72400	9084	510937
-0.72200	9206	520143
-0.72000	9291	529434
-0.71800	9237	538671
