0.00000e+00		8.18432e-04	1.12167e-01	6.03585e-01	2.83430e-01
1.01010e-02		1.46625e-03	1.30823e-01	6.01036e-01	2.66675e-01
2.02020e-02		2.64816e-03	1.51427e-01	5.95601e-01	2.50324e-01
3.03030e-02		4.57679e-03	1.72420e-01	5.89397e-01	2.33607e-01
4.04040e-02		7.65024e-03	1.93738e-01	5.82229e-01	2.16382e-01
5.05051e-02		1.17449e-02	2.17025e-01	5.72719e-01	1.98511e-01
6.06061e-02		1.74269e-02	2.40782e-01	5.61526e-01	1.80265e-01
7.07071e-02		2.47359e-02	2.65024e-01	5.47202e-01	1.63039e-01
8.08081e-02		3.40601e-02	2.88990e-01	5.31568e-01	1.45382e-01
9.09091e-02		4.51819e-02	3.10915e-01	5.13708e-01	1.30195e-01
1.01010e-01		5.80815e-02	3.32088e-01	4.94147e-01	1.15683e-01
1.11111e-01		7.20442e-02	3.52074e-01	4.72927e-01	1.02954e-01
1.21212e-01		8.74065e-02	3.69978e-01	4.51428e-01	9.11871e-02
1.31313e-01		1.03763e-01	3.85692e-01	4.29743e-01	8.08022e-02
1.41414e-01		1.20900e-01	3.98997e-01	4.08529e-01	7.15745e-02
1.51515e-01		1.39072e-01	4.10099e-01	3.86972e-01	6.38575e-02
1.61616e-01		1.57124e-01	4.19608e-01	3.66329e-01	5.69391e-02
1.71717e-01		1.76208e-01	4.27189e-01	3.45967e-01	5.06364e-02
1.81818e-01		1.95363e-01	4.32879e-01	3.26769e-01	4.49890e-02
1.91919e-01		2.14199e-01	4.36837e-01	3.08670e-01	4.02935e-02
2.02020e-01		2.33132e-01	4.39881e-01	2.90781e-01	3.62063e-02
2.12121e-01		2.52183e-01	4.41857e-01	2.73324e-01	3.26359e-02
2.22222e-01		2.71059e-01	4.42077e-01	2.57401e-01	2.94635e-02
2.32323e-01		2.90024e-01	4.40348e-01	2.43099e-01	2.65286e-02
2.42424e-01		3.08507e-01	4.38536e-01	2.29121e-01	2.38359e-02
2.52525e-01		3.26547e-01	4.35702e-01	2.16242e-01	2.15092e-02
2.62626e-01		3.44221e-01	4.32345e-01	2.03938e-01	1.94965e-02
2.72727e-01		3.62313e-01	4.27479e-01	1.92460e-01	1.77483e-02
2.82828e-01		3.79728e-01	4.22610e-01	1.81497e-01	1.61659e-02
2.92929e-01		3.96818e-01	4.17467e-01	1.70943e-01	1.47713e-02
3.03030e-01		4.13419e-01	4.11980e-01	1.61201e-01	1.33990e-02
3.13131e-01		4.29499e-01	4.06244e-01	1.51904e-01	1.23531e-02
3.23232e-01		4.44975e-01	4.00495e-01	1.43270e-01	1.12602e-02
3.33333e-01		4.60901e-01	3.93411e-01	1.35365e-01	1.03231e-02
3.43434e-01		4.76048e-01	3.86587e-01	1.27841e-01	9.52447e-03
3.53535e-01		4.90433e-01	3.79893e-01	1.20952e-01	8.72087e-03
3.63636e-01		5.04527e-01	3.72906e-01	1.14593e-01	7.97415e-03
3.73737e-01		5.18250e-01	3.65913e-01	1.08468e-01	7.36836e-03
3.83838e-01		5.31486e-01	3.59326e-01	1.02391e-01	6.79719e-03
3.93939e-01		5.44596e-01	3.52334e-01	9.68148e-02	6.25569e-03
4.04040e-01		5.56944e-01	3.45571e-01	9.17707e-02	5.71419e-03
4.14141e-01		5.69339e-01	3.38428e-01	8.69392e-02	5.29384e-03
4.24242e-01		5.81042e-01	3.31655e-01	8.24119e-02	4.89081e-03
4.34343e-01		5.92391e-01	3.25135e-01	7.79365e-02	4.53723e-03
4.44444e-01		6.03617e-01	3.18063e-01	7.42152e-02	4.10452e-03
4.54545e-01		6.14383e-01	3.11110e-01	7.06992e-02	3.80781e-03
4.64646e-01		6.25052e-01	3.04424e-01	6.69507e-02	3.57291e-03
4.74747e-01		6.35004e-01	2.98129e-01	6.36053e-02	3.26136e-03
4.84848e-01		6.44946e-01	2.91505e-01	6.05170e-02	3.03141e-03
4.94949e-01		6.54723e-01	2.85066e-01	5.74411e-02	2.76932e-03
5.05051e-01		6.63634e-01	2.79357e-01	5.44220e-02	2.58634e-03
5.15152e-01		6.72514e-01	2.73289e-01	5.18109e-02	2.38606e-03
5.25253e-01		6.81373e-01	2.67130e-01	4.93087e-02	2.18825e-03
5.35354e-01		6.89800e-01	2.61253e-01	4.69399e-02	2.00775e-03
5.45455e-01		6.98093e-01	2.55425e-01	4.46379e-02	1.84456e-03
5.55556e-01		7.06195e-01	2.49515e-01	4.25411e-02	1.74813e-03
5.65657e-01		7.13994e-01	2.43883e-01	4.05062e-02	1.61708e-03
5.75758e-01		7.21483e-01	2.38446e-01	3.85405e-02	1.53054e-03
5.85859e-01		7.28713e-01	2.33073e-01	3.67923e-02	1.42175e-03
5.95960e-01		7.35750e-01	2.27875e-01	3.50516e-02	1.32284e-03
6.06061e-01		7.42612e-01	2.22698e-01	3.34420e-02	1.24866e-03
6.16162e-01		7.49224e-01	2.17569e-01	3.20375e-02	1.16954e-03
6.26263e-01		7.55731e-01	2.12557e-01	3.06257e-02	1.08547e-03
6.36364e-01		7.61920e-01	2.07901e-01	2.91199e-02	1.05827e-03
6.46465e-01		7.67563e-01	2.03582e-01	2.78934e-02	9.61843e-04
6.56566e-01		7.73601e-01	1.99054e-01	2.64618e-02	8.82719e-04
6.66667e-01		7.79033e-01	1.94893e-01	2.52626e-02	8.11014e-04
6.76768e-01		7.84535e-01	1.90576e-01	2.41252e-02	7.64034e-04
6.86869e-01		7.90116e-01	1.86249e-01	2.29062e-02	7.29418e-04
6.96970e-01		7.95446e-01	1.82087e-01	2.17985e-02	6.67603e-04
7.07071e-01		8.00476e-01	1.78097e-01	2.08070e-02	6.20623e-04
7.17172e-01		8.05149e-01	1.74358e-01	1.99218e-02	5.71171e-04
7.27273e-01		8.10223e-01	1.70184e-01	1.90687e-02	5.24192e-04
7.37374e-01		8.14849e-01	1.66374e-01	1.82948e-02	4.82158e-04
7.47475e-01		8.19221e-01	1.62888e-01	1.74615e-02	4.30233e-04
7.57576e-01		8.23664e-01	1.59228e-01	1.67197e-02	3.88199e-04
7.67677e-01		8.27880e-01	1.55769e-01	1.59854e-02	3.65945e-04
7.77778e-01		8.32160e-01	1.52251e-01	1.52535e-02	3.36274e-04
7.87879e-01		8.36328e-01	1.48784e-01	1.45908e-02	2.96712e-04
7.97980e-01		8.40275e-01	1.45498e-01	1.39455e-02	2.81877e-04
8.08081e-01		8.44303e-01	1.42054e-01	1.33793e-02	2.64569e-04
8.18182e-01		8.48024e-01	1.38945e-01	1.27759e-02	2.54678e-04
8.28283e-01		8.51639e-01	1.35805e-01	1.23284e-02	2.27480e-04
8.38384e-01		8.55316e-01	1.32608e-01	1.18586e-02	2.17589e-04
8.48485e-01		8.58790e-01	1.29579e-01	1.14308e-02	2.00281e-04
8.58586e-01		8.62165e-01	1.26704e-01	1.09487e-02	1.82973e-04
8.68687e-01		8.65367e-01	1.24001e-01	1.04690e-02	1.63192e-04
8.78788e-01		8.68324e-01	1.21506e-01	1.00066e-02	1.63192e-04
8.88889e-01		8.71427e-01	1.18865e-01	9.56156e-03	1.45884e-04
8.98990e-01		8.74624e-01	1.16062e-01	9.18078e-03	1.33521e-04
9.09091e-01		8.77569e-01	1.13544e-01	8.76785e-03	1.18685e-04
9.19192e-01		8.80267e-01	1.11245e-01	8.37965e-03	1.08795e-04
9.29293e-01		8.83110e-01	1.08795e-01	7.99393e-03	1.01377e-04
9.39394e-01		8.85711e-01	1.06574e-01	7.62304e-03	9.14863e-05
9.49495e-01		8.88444e-01	1.04181e-01	7.28924e-03	8.65411e-05
9.59596e-01		8.90835e-01	1.02081e-01	7.00489e-03	7.91233e-05
9.69697e-01		8.93364e-01	9.98709e-02	6.69087e-03	7.41781e-05
9.79798e-01		8.95837e-01	9.77173e-02	6.37190e-03	7.41781e-05
9.89899e-01		8.98386e-01	9.53807e-02	6.16420e-03	6.92329e-05
1.00000e+00		9.00633e-01	9.33655e-02	5.93425e-03	6.67603e-05
