#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	1	1
-0.93175	2	3
-0.92650	3	6
-0.92125	0	6
-0.91600	2	8
-0.91075	9	17
-0.90550	9	26
-0.90025	14	40
-0.89500	14	54
-0.88975	14	68
-0.88450	21	89
-0.87925	32	121
-0.87400	26	147
-0.86875	34	181
-0.86350	37	218
-0.85825	54	272
-0.85300	47	319
-0.84775	49	368
-0.84250	56	424
-0.83725	57	481
-0.83200	59	540
-0.82675	81	621
-0.82150	90	711
-0.81625	93	804
-0.81100	115	919
-0.80575	108	1027
-0.80050	109	1136
-0.79525	137	1273
-0.79000	119	1392
-0.78475	133	1525
-0.77950	147	1672
-0.77425	117	1789
-0.76900	164	1953
-0.76375	161	2114
-0.75850	172	2286
-0.75325	165	2451
-0.74800	147	2598
-0.74275	197	2795
-0.73750	181	2976
-0.73225	209	3185
-0.72700	176	3361
-0.72175	175	3536
-0.71650	207	3743
-0.71125	219	3962
-0.70600	231	4193
-0.70075	265	4458
-0.69550	249	4707
-0.69025	254	4961
-0.68500	232	5193
-0.67975	253	5446
-0.67450	254	5700
-0.66925	229	5929
-0.66400	272	6201
-0.65875	286	6487
-0.65350	279	6766
-0.64825	247	7013
-0.64300	282	7295
-0.63775	298	7593
-0.63250	315	7908
-0.62725	277	8185
-0.62200	295	8480
-0.61675	336	8816
-0.61150	300	9116
-0.60625	319	9435
-0.60100	310	9745
-0.59575	348	10093
-0.59050	303	10396
-0.58525	330	10726
-0.58000	342	11068
-0.57475	352	11420
-0.56950	378	11798
-0.56425	351	12149
-0.55900	366	12515
-0.55375	352	12867
-0.54850	364	13231
-0.54325	371	13602
-0.53800	379	13981
-0.53275	345	14326
-0.52750	357	14683
-0.52225	357	15040
-0.51700	359	15399
-0.51175	376	15775
-0.50650	379	16154
-0.50125	348	16502
-0.49600	417	16919
-0.49075	405	17324
-0.48550	392	17716
-0.48025	412	18128
-0.47500	402	18530
-0.46975	399	18929
-0.46450	391	19320
-0.45925	400	19720
-0.45400	382	20102
-0.44875	425	20527
-0.44350	391	20918
-0.43825	405	21323
-0.43300	405	21728
-0.42775	408	22136
-0.42250	435	22571
-0.41725	399	22970
-0.41200	424	23394
-0.40675	422	23816
-0.40150	445	24261
-0.39625	410	24671
-0.39100	393	25064
-0.38575	407	25471
-0.38050	457	25928
-0.37525	433	26361
-0.37000	435	26796
-0.36475	399	27195
-0.35950	434	27629
-0.35425	422	28051
-0.34900	426	28477
-0.34375	450	28927
-0.33850	414	29341
-0.33325	406	29747
-0.32800	446	30193
-0.32275	432	30625
-0.31750	427	31052
-0.31225	369	31421
-0.30700	431	31852
-0.30175	412	32264
-0.29650	452	32716
-0.29125	477	33193
-0.28600	434	33627
-0.28075	399	34026
-0.27550	469	34495
-0.27025	446	34941
-0.26500	455	35396
-0.25975	466	35862
-0.25450	428	36290
-0.24925	453	36743
-0.24400	471	37214
-0.23875	468	37682
-0.23350	416	38098
-0.22825	441	38539
-0.22300	429	38968
-0.21775	437	39405
-0.21250	438	39843
-0.20725	443	40286
-0.20200	433	40719
-0.19675	441	41160
-0.19150	410	41570
-0.18625	398	41968
-0.18100	425	42393
-0.17575	434	42827
-0.17050	444	43271
-0.16525	453	43724
-0.16000	505	44229
-0.15475	436	44665
-0.14950	452	45117
-0.14425	446	45563
-0.13900	454	46017
-0.13375	420	46437
-0.12850	435	46872
-0.12325	447	47319
-0.11800	433	47752
-0.11275	438	48190
-0.10750	445	48635
-0.10225	447	49082
-0.09700	470	49552
-0.09175	484	50036
-0.08650	475	50511
-0.08125	452	50963
-0.07600	460	51423
-0.07075	431	51854
-0.06550	451	52305
-0.06025	468	52773
-0.05500	407	53180
-0.04975	450	53630
-0.04450	431	54061
-0.03925	454	54515
-0.03400	435	54950
-0.02875	411	55361
-0.02350	439	55800
-0.01825	444	56244
-0.01300	405	56649
-0.00775	424	57073
-0.00250	425	57498
0.00275	435	57933
0.00800	418	58351
0.01325	437	58788
0.01850	409	59197
0.02375	432	59629
0.02900	405	60034
0.03425	443	60477
0.03950	439	60916
0.04475	414	61330
0.05000	432	61762
0.05525	487	62249
0.06050	401	62650
0.06575	431	63081
0.07100	428	63509
0.07625	454	63963
0.08150	409	64372
0.08675	455	64827
0.09200	390	65217
0.09725	449	65666
0.10250	413	66079
0.10775	439	66518
0.11300	392	66910
0.11825	387	67297
0.12350	425	67722
0.12875	413	68135
0.13400	439	68574
0.13925	413	68987
0.14450	414	69401
0.14975	399	69800
0.15500	414	70214
0.16025	424	70638
0.16550	419	71057
0.17075	424	71481
0.17600	440	71921
0.18125	388	72309
0.18650	398	72707
0.19175	401	73108
0.19700	388	73496
0.20225	384	73880
0.20750	426	74306
0.21275	414	74720
0.21800	405	75125
0.22325	430	75555
0.22850	374	75929
0.23375	417	76346
0.23900	426	76772
0.24425	364	77136
0.24950	394	77530
0.25475	379	77909
0.26000	419	78328
0.26525	390	78718
0.27050	386	79104
0.27575	392	79496
0.28100	393	79889
0.28625	400	80289
0.29150	373	80662
0.29675	371	81033
0.30200	374	81407
0.30725	371	81778
0.31250	388	82166
0.31775	379	82545
0.32300	420	82965
0.32825	377	83342
0.33350	375	83717
0.33875	394	84111
0.34400	379	84490
0.34925	374	84864
0.35450	352	85216
