#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	0	0
-0.93175	0	0
-0.92650	0	0
-0.92125	0	0
-0.91600	0	0
-0.91075	0	0
-0.90550	1	1
-0.90025	2	3
-0.89500	4	7
-0.88975	3	10
-0.88450	6	16
-0.87925	6	22
-0.87400	4	26
-0.86875	9	35
-0.86350	8	43
-0.85825	7	50
-0.85300	12	62
-0.84775	9	71
-0.84250	7	78
-0.83725	5	83
-0.83200	11	94
-0.82675	20	114
-0.82150	19	133
-0.81625	15	148
-0.81100	30	178
-0.80575	17	195
-0.80050	19	214
-0.79525	31	245
-0.79000	24	269
-0.78475	25	294
-0.77950	34	328
-0.77425	29	357
-0.76900	32	389
-0.76375	38	427
-0.75850	42	469
-0.75325	32	501
-0.74800	29	530
-0.74275	39	569
-0.73750	43	612
-0.73225	45	657
-0.72700	35	692
-0.72175	31	723
-0.71650	37	760
-0.71125	39	799
-0.70600	44	843
-0.70075	54	897
-0.69550	61	958
-0.69025	49	1007
-0.68500	52	1059
-0.67975	48	1107
-0.67450	61	1168
-0.66925	45	1213
-0.66400	55	1268
-0.65875	70	1338
-0.65350	55	1393
-0.64825	51	1444
-0.64300	60	1504
-0.63775	69	1573
-0.63250	64	1637
-0.62725	71	1708
-0.62200	67	1775
-0.61675	58	1833
-0.61150	66	1899
-0.60625	89	1988
-0.60100	64	2052
-0.59575	66	2118
-0.59050	66	2184
-0.58525	59	2243
-0.58000	76	2319
-0.57475	81	2400
-0.56950	81	2481
-0.56425	68	2549
-0.55900	86	2635
-0.55375	90	2725
-0.54850	77	2802
-0.54325	79	2881
-0.53800	89	2970
-0.53275	84	3054
-0.52750	77	3131
-0.52225	86	3217
-0.51700	69	3286
-0.51175	76	3362
-0.50650	92	3454
-0.50125	85	3539
-0.49600	90	3629
-0.49075	89	3718
-0.48550	100	3818
-0.48025	93	3911
-0.47500	91	4002
-0.46975	87	4089
-0.46450	82	4171
-0.45925	83	4254
-0.45400	90	4344
-0.44875	100	4444
-0.44350	101	4545
-0.43825	84	4629
-0.43300	104	4733
-0.42775	77	4810
-0.42250	92	4902
-0.41725	90	4992
-0.41200	75	5067
-0.40675	86	5153
-0.40150	104	5257
-0.39625	92	5349
-0.39100	88	5437
-0.38575	80	5517
-0.38050	105	5622
-0.37525	94	5716
-0.37000	84	5800
-0.36475	96	5896
-0.35950	96	5992
-0.35425	93	6085
-0.34900	103	6188
-0.34375	102	6290
-0.33850	88	6378
-0.33325	71	6449
-0.32800	91	6540
-0.32275	103	6643
-0.31750	75	6718
-0.31225	76	6794
-0.30700	93	6887
-0.30175	84	6971
-0.29650	102	7073
-0.29125	97	7170
-0.28600	88	7258
-0.28075	83	7341
-0.27550	97	7438
-0.27025	94	7532
-0.26500	100	7632
-0.25975	113	7745
-0.25450	101	7846
-0.24925	105	7951
-0.24400	99	8050
-0.23875	106	8156
-0.23350	77	8233
-0.22825	85	8318
-0.22300	87	8405
-0.21775	90	8495
-0.21250	94	8589
-0.20725	107	8696
-0.20200	105	8801
-0.19675	112	8913
-0.19150	82	8995
-0.18625	100	9095
-0.18100	92	9187
-0.17575	87	9274
-0.17050	115	9389
-0.16525	86	9475
-0.16000	110	9585
-0.15475	98	9683
-0.14950	99	9782
-0.14425	107	9889
-0.13900	102	9991
-0.13375	101	10092
-0.12850	98	10190
-0.12325	84	10274
-0.11800	88	10362
-0.11275	95	10457
-0.10750	92	10549
-0.10225	97	10646
-0.09700	108	10754
-0.09175	121	10875
-0.08650	119	10994
-0.08125	104	11098
-0.07600	92	11190
-0.07075	94	11284
-0.06550	82	11366
-0.06025	109	11475
-0.05500	89	11564
-0.04975	96	11660
-0.04450	99	11759
-0.03925	94	11853
-0.03400	101	11954
-0.02875	103	12057
-0.02350	84	12141
-0.01825	104	12245
-0.01300	81	12326
-0.00775	99	12425
-0.00250	85	12510
0.00275	82	12592
0.00800	94	12686
0.01325	92	12778
0.01850	88	12866
0.02375	88	12954
0.02900	83	13037
0.03425	97	13134
0.03950	107	13241
0.04475	105	13346
0.05000	107	13453
0.05525	104	13557
0.06050	102	13659
0.06575	80	13739
0.07100	91	13830
0.07625	99	13929
0.08150	95	14024
0.08675	103	14127
0.09200	88	14215
0.09725	98	14313
0.10250	84	14397
0.10775	81	14478
0.11300	84	14562
0.11825	103	14665
0.12350	105	14770
0.12875	94	14864
0.13400	94	14958
0.13925	106	15064
0.14450	94	15158
0.14975	85	15243
0.15500	94	15337
0.16025	83	15420
0.16550	86	15506
0.17075	102	15608
0.17600	111	15719
0.18125	95	15814
0.18650	94	15908
0.19175	100	16008
0.19700	93	16101
0.20225	86	16187
0.20750	91	16278
0.21275	91	16369
0.21800	94	16463
0.22325	96	16559
0.22850	88	16647
0.23375	95	16742
0.23900	106	16848
0.24425	89	16937
0.24950	94	17031
0.25475	85	17116
0.26000	96	17212
0.26525	80	17292
0.27050	89	17381
0.27575	88	17469
0.28100	96	17565
0.28625	106	17671
0.29150	81	17752
0.29675	87	17839
0.30200	77	17916
0.30725	99	18015
0.31250	79	18094
0.31775	69	18163
0.32300	80	18243
0.32825	86	18329
0.33350	80	18409
0.33875	87	18496
0.34400	78	18574
0.34925	96	18670
0.35450	83	18753
0.35975	74	18827
0.36500	100	18927
