#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	2	2
-0.93700	11	13
-0.93175	19	32
-0.92650	26	58
-0.92125	51	109
-0.91600	75	184
-0.91075	92	276
-0.90550	117	393
-0.90025	150	543
-0.89500	186	729
-0.88975	233	962
-0.88450	275	1237
-0.87925	334	1571
-0.87400	360	1931
-0.86875	452	2383
-0.86350	462	2845
-0.85825	623	3468
-0.85300	624	4092
-0.84775	658	4750
-0.84250	788	5538
-0.83725	861	6399
-0.83200	936	7335
-0.82675	924	8259
-0.82150	1022	9281
-0.81625	1115	10396
-0.81100	1242	11638
-0.80575	1295	12933
-0.80050	1316	14249
-0.79525	1446	15695
-0.79000	1526	17221
-0.78475	1593	18814
-0.77950	1746	20560
-0.77425	1749	22309
-0.76900	1826	24135
-0.76375	1885	26020
-0.75850	1926	27946
-0.75325	1953	29899
-0.74800	2002	31901
-0.74275	2182	34083
-0.73750	2280	36363
-0.73225	2272	38635
-0.72700	2369	41004
-0.72175	2384	43388
-0.71650	2458	45846
-0.71125	2553	48399
-0.70600	2601	51000
-0.70075	2687	53687
-0.69550	2798	56485
-0.69025	2853	59338
-0.68500	2879	62217
-0.67975	2938	65155
-0.67450	3055	68210
-0.66925	2945	71155
-0.66400	3016	74171
-0.65875	3019	77190
-0.65350	3141	80331
-0.64825	3212	83543
-0.64300	3271	86814
-0.63775	3296	90110
-0.63250	3403	93513
-0.62725	3359	96872
-0.62200	3422	100294
-0.61675	3591	103885
-0.61150	3524	107409
-0.60625	3607	111016
-0.60100	3659	114675
-0.59575	3676	118351
-0.59050	3700	122051
-0.58525	3660	125711
-0.58000	3827	129538
-0.57475	3792	133330
-0.56950	3955	137285
-0.56425	3806	141091
-0.55900	3955	145046
-0.55375	3852	148898
-0.54850	4071	152969
-0.54325	4120	157089
-0.53800	4125	161214
-0.53275	4091	165305
-0.52750	4132	169437
-0.52225	4121	173558
-0.51700	4110	177668
-0.51175	4240	181908
-0.50650	4322	186230
-0.50125	4266	190496
-0.49600	4363	194859
-0.49075	4305	199164
-0.48550	4252	203416
-0.48025	4378	207794
-0.47500	4465	212259
-0.46975	4403	216662
-0.46450	4404	221066
-0.45925	4402	225468
-0.45400	4602	230070
-0.44875	4439	234509
-0.44350	4356	238865
-0.43825	4437	243302
-0.43300	4456	247758
-0.42775	4556	252314
-0.42250	4467	256781
-0.41725	4581	261362
-0.41200	4591	265953
-0.40675	4504	270457
-0.40150	4715	275172
-0.39625	4553	279725
-0.39100	4578	284303
-0.38575	4469	288772
-0.38050	4686	293458
-0.37525	4725	298183
-0.37000	4596	302779
-0.36475	4782	307561
-0.35950	4649	312210
-0.35425	4524	316734
-0.34900	4684	321418
-0.34375	4734	326152
-0.33850	4757	330909
-0.33325	4589	335498
-0.32800	4688	340186
-0.32275	4790	344976
-0.31750	4777	349753
-0.31225	4677	354430
-0.30700	4765	359195
-0.30175	4706	363901
-0.29650	4743	368644
-0.29125	4659	373303
-0.28600	4697	378000
-0.28075	4756	382756
-0.27550	4661	387417
-0.27025	4768	392185
-0.26500	4905	397090
-0.25975	4700	401790
-0.25450	4695	406485
-0.24925	4764	411249
-0.24400	4770	416019
-0.23875	4764	420783
-0.23350	4711	425494
-0.22825	4799	430293
-0.22300	4869	435162
-0.21775	4792	439954
-0.21250	4795	444749
-0.20725	4789	449538
-0.20200	4691	454229
-0.19675	4762	458991
-0.19150	4739	463730
-0.18625	4712	468442
-0.18100	4732	473174
-0.17575	4731	477905
-0.17050	4733	482638
-0.16525	4780	487418
-0.16000	4864	492282
-0.15475	4723	497005
-0.14950	4705	501710
-0.14425	4728	506438
-0.13900	4752	511190
-0.13375	4660	515850
-0.12850	4756	520606
-0.12325	4742	525348
-0.11800	4823	530171
-0.11275	4620	534791
-0.10750	4743	539534
-0.10225	4727	544261
-0.09700	4703	548964
-0.09175	4708	553672
-0.08650	4731	558403
-0.08125	4648	563051
-0.07600	4704	567755
-0.07075	4629	572384
-0.06550	4654	577038
-0.06025	4657	581695
-0.05500	4607	586302
-0.04975	4608	590910
-0.04450	4538	595448
-0.03925	4735	600183
-0.03400	4559	604742
-0.02875	4461	609203
-0.02350	4598	613801
-0.01825	4547	618348
-0.01300	4502	622850
-0.00775	4597	627447
-0.00250	4688	632135
0.00275	4607	636742
0.00800	4443	641185
0.01325	4405	645590
0.01850	4454	650044
0.02375	4457	654501
0.02900	4446	658947
0.03425	4557	663504
0.03950	4428	667932
0.04475	4378	672310
0.05000	4421	676731
0.05525	4393	681124
0.06050	4542	685666
0.06575	4434	690100
0.07100	4381	694481
0.07625	4426	698907
0.08150	4526	703433
0.08675	4493	707926
0.09200	4373	712299
0.09725	4320	716619
0.10250	4340	720959
0.10775	4460	725419
0.11300	4361	729780
0.11825	4378	734158
0.12350	4381	738539
0.12875	4409	742948
0.13400	4300	747248
0.13925	4209	751457
0.14450	4344	755801
0.14975	4216	760017
0.15500	4221	764238
0.16025	4189	768427
0.16550	4352	772779
0.17075	4252	777031
0.17600	4270	781301
0.18125	4295	785596
0.18650	4198	789794
0.19175	4146	793940
0.19700	4160	798100
0.20225	4113	802213
0.20750	4145	806358
0.21275	4171	810529
0.21800	4191	814720
0.22325	4211	818931
0.22850	4036	822967
0.23375	4056	827023
0.23900	4203	831226
