#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	0	0
-0.93175	0	0
-0.92650	0	0
-0.92125	0	0
-0.91600	0	0
-0.91075	0	0
-0.90550	1	1
-0.90025	2	3
-0.89500	4	7
-0.88975	3	10
-0.88450	6	16
-0.87925	5	21
-0.87400	4	25
-0.86875	8	33
-0.86350	8	41
-0.85825	7	48
-0.85300	11	59
-0.84775	8	67
-0.84250	7	74
-0.83725	5	79
-0.83200	10	89
-0.82675	19	108
-0.82150	18	126
-0.81625	14	140
-0.81100	28	168
-0.80575	14	182
-0.80050	17	199
-0.79525	28	227
-0.79000	23	250
-0.78475	23	273
-0.77950	30	303
-0.77425	25	328
-0.76900	30	358
-0.76375	33	391
-0.75850	36	427
-0.75325	30	457
-0.74800	23	480
-0.74275	36	516
-0.73750	39	555
-0.73225	41	596
-0.72700	28	624
-0.72175	26	650
-0.71650	33	683
-0.71125	35	718
-0.70600	36	754
-0.70075	51	805
-0.69550	52	857
-0.69025	45	902
-0.68500	46	948
-0.67975	45	993
-0.67450	59	1052
-0.66925	39	1091
-0.66400	52	1143
-0.65875	60	1203
-0.65350	52	1255
-0.64825	48	1303
-0.64300	56	1359
-0.63775	64	1423
-0.63250	60	1483
-0.62725	64	1547
-0.62200	60	1607
-0.61675	51	1658
-0.61150	57	1715
-0.60625	79	1794
-0.60100	59	1853
-0.59575	61	1914
-0.59050	60	1974
-0.58525	55	2029
-0.58000	69	2098
-0.57475	70	2168
-0.56950	75	2243
-0.56425	63	2306
-0.55900	77	2383
-0.55375	83	2466
-0.54850	71	2537
-0.54325	70	2607
-0.53800	84	2691
-0.53275	76	2767
-0.52750	72	2839
-0.52225	76	2915
-0.51700	62	2977
-0.51175	71	3048
-0.50650	87	3135
-0.50125	80	3215
-0.49600	82	3297
-0.49075	85	3382
-0.48550	88	3470
-0.48025	82	3552
-0.47500	82	3634
-0.46975	73	3707
-0.46450	80	3787
-0.45925	74	3861
-0.45400	82	3943
-0.44875	88	4031
-0.44350	92	4123
-0.43825	76	4199
-0.43300	98	4297
-0.42775	73	4370
-0.42250	86	4456
-0.41725	80	4536
-0.41200	71	4607
-0.40675	77	4684
-0.40150	92	4776
-0.39625	89	4865
-0.39100	80	4945
-0.38575	73	5018
-0.38050	96	5114
-0.37525	85	5199
-0.37000	76	5275
-0.36475	91	5366
-0.35950	85	5451
-0.35425	84	5535
-0.34900	92	5627
-0.34375	97	5724
-0.33850	78	5802
-0.33325	67	5869
-0.32800	81	5950
-0.32275	95	6045
-0.31750	69	6114
-0.31225	73	6187
-0.30700	88	6275
-0.30175	77	6352
-0.29650	91	6443
-0.29125	85	6528
-0.28600	83	6611
-0.28075	78	6689
-0.27550	90	6779
-0.27025	89	6868
-0.26500	93	6961
-0.25975	109	7070
-0.25450	88	7158
-0.24925	92	7250
-0.24400	91	7341
-0.23875	99	7440
-0.23350	76	7516
-0.22825	78	7594
-0.22300	78	7672
-0.21775	83	7755
-0.21250	89	7844
-0.20725	100	7944
-0.20200	92	8036
-0.19675	106	8142
-0.19150	78	8220
-0.18625	91	8311
-0.18100	85	8396
-0.17575	79	8475
-0.17050	107	8582
-0.16525	80	8662
-0.16000	105	8767
-0.15475	90	8857
-0.14950	90	8947
-0.14425	99	9046
-0.13900	95	9141
-0.13375	98	9239
-0.12850	88	9327
-0.12325	72	9399
-0.11800	84	9483
-0.11275	92	9575
-0.10750	83	9658
-0.10225	91	9749
-0.09700	96	9845
-0.09175	112	9957
-0.08650	110	10067
-0.08125	98	10165
-0.07600	89	10254
-0.07075	85	10339
-0.06550	76	10415
-0.06025	101	10516
-0.05500	82	10598
-0.04975	88	10686
-0.04450	91	10777
-0.03925	85	10862
-0.03400	92	10954
-0.02875	93	11047
-0.02350	79	11126
-0.01825	93	11219
-0.01300	71	11290
-0.00775	91	11381
-0.00250	78	11459
0.00275	72	11531
0.00800	87	11618
0.01325	84	11702
0.01850	80	11782
0.02375	83	11865
0.02900	75	11940
0.03425	91	12031
0.03950	99	12130
0.04475	99	12229
0.05000	99	12328
0.05525	96	12424
0.06050	90	12514
0.06575	74	12588
0.07100	83	12671
0.07625	95	12766
0.08150	87	12853
0.08675	91	12944
0.09200	84	13028
0.09725	93	13121
0.10250	77	13198
0.10775	75	13273
0.11300	78	13351
0.11825	96	13447
0.12350	97	13544
0.12875	86	13630
0.13400	82	13712
0.13925	97	13809
0.14450	86	13895
0.14975	81	13976
0.15500	88	14064
0.16025	75	14139
0.16550	77	14216
0.17075	93	14309
0.17600	105	14414
0.18125	90	14504
0.18650	85	14589
0.19175	89	14678
0.19700	90	14768
0.20225	83	14851
0.20750	86	14937
0.21275	80	15017
0.21800	91	15108
0.22325	86	15194
0.22850	75	15269
0.23375	82	15351
0.23900	99	15450
0.24425	81	15531
0.24950	88	15619
0.25475	73	15692
0.26000	87	15779
0.26525	77	15856
0.27050	83	15939
0.27575	81	16020
0.28100	88	16108
0.28625	100	16208
0.29150	70	16278
0.29675	80	16358
0.30200	74	16432
0.30725	92	16524
0.31250	72	16596
0.31775	63	16659
0.32300	77	16736
0.32825	79	16815
0.33350	74	16889
0.33875	80	16969
0.34400	72	17041
0.34925	90	17131
0.35450	80	17211
0.35975	67	17278
0.36500	95	17373
