#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	0	0
-0.93175	2	2
-0.92650	3	5
-0.92125	0	5
-0.91600	0	5
-0.91075	6	11
-0.90550	8	19
-0.90025	10	29
-0.89500	12	41
-0.88975	13	54
-0.88450	16	70
-0.87925	26	96
-0.87400	15	111
-0.86875	29	140
-0.86350	32	172
-0.85825	40	212
-0.85300	36	248
-0.84775	40	288
-0.84250	47	335
-0.83725	49	384
-0.83200	45	429
-0.82675	68	497
-0.82150	70	567
-0.81625	75	642
-0.81100	92	734
-0.80575	88	822
-0.80050	85	907
-0.79525	115	1022
-0.79000	93	1115
-0.78475	109	1224
-0.77950	119	1343
-0.77425	93	1436
-0.76900	127	1563
-0.76375	138	1701
-0.75850	139	1840
-0.75325	133	1973
-0.74800	110	2083
-0.74275	165	2248
-0.73750	155	2403
-0.73225	172	2575
-0.72700	136	2711
-0.72175	144	2855
-0.71650	170	3025
-0.71125	176	3201
-0.70600	186	3387
-0.70075	206	3593
-0.69550	209	3802
-0.69025	199	4001
-0.68500	185	4186
-0.67975	203	4389
-0.67450	213	4602
-0.66925	188	4790
-0.66400	220	5010
-0.65875	232	5242
-0.65350	218	5460
-0.64825	196	5656
-0.64300	231	5887
-0.63775	240	6127
-0.63250	252	6379
-0.62725	235	6614
-0.62200	234	6848
-0.61675	281	7129
-0.61150	241	7370
-0.60625	271	7641
-0.60100	249	7890
-0.59575	277	8167
-0.59050	236	8403
-0.58525	271	8674
-0.58000	283	8957
-0.57475	294	9251
-0.56950	302	9553
-0.56425	274	9827
-0.55900	307	10134
-0.55375	293	10427
-0.54850	294	10721
-0.54325	304	11025
-0.53800	311	11336
-0.53275	282	11618
-0.52750	287	11905
-0.52225	300	12205
-0.51700	296	12501
-0.51175	296	12797
-0.50650	313	13110
-0.50125	293	13403
-0.49600	338	13741
-0.49075	332	14073
-0.48550	324	14397
-0.48025	337	14734
-0.47500	336	15070
-0.46975	339	15409
-0.46450	323	15732
-0.45925	314	16046
-0.45400	312	16358
-0.44875	352	16710
-0.44350	313	17023
-0.43825	342	17365
-0.43300	337	17702
-0.42775	335	18037
-0.42250	359	18396
-0.41725	332	18728
-0.41200	354	19082
-0.40675	347	19429
-0.40150	346	19775
-0.39625	343	20118
-0.39100	328	20446
-0.38575	344	20790
-0.38050	372	21162
-0.37525	352	21514
-0.37000	359	21873
-0.36475	320	22193
-0.35950	371	22564
-0.35425	347	22911
-0.34900	356	23267
-0.34375	368	23635
-0.33850	351	23986
-0.33325	328	24314
-0.32800	369	24683
-0.32275	359	25042
-0.31750	350	25392
-0.31225	307	25699
-0.30700	349	26048
-0.30175	336	26384
-0.29650	385	26769
-0.29125	396	27165
-0.28600	357	27522
-0.28075	332	27854
-0.27550	385	28239
-0.27025	362	28601
-0.26500	386	28987
-0.25975	379	29366
-0.25450	350	29716
-0.24925	372	30088
-0.24400	383	30471
-0.23875	388	30859
-0.23350	341	31200
-0.22825	355	31555
-0.22300	352	31907
-0.21775	357	32264
-0.21250	354	32618
-0.20725	372	32990
-0.20200	355	33345
-0.19675	363	33708
-0.19150	344	34052
-0.18625	340	34392
-0.18100	348	34740
-0.17575	354	35094
-0.17050	379	35473
-0.16525	361	35834
-0.16000	412	36246
-0.15475	367	36613
-0.14950	379	36992
-0.14425	364	37356
-0.13900	369	37725
-0.13375	339	38064
-0.12850	365	38429
-0.12325	377	38806
-0.11800	355	39161
-0.11275	363	39524
-0.10750	345	39869
-0.10225	356	40225
-0.09700	391	40616
-0.09175	410	41026
-0.08650	390	41416
-0.08125	382	41798
-0.07600	388	42186
-0.07075	354	42540
-0.06550	362	42902
-0.06025	390	43292
-0.05500	342	43634
-0.04975	365	43999
-0.04450	357	44356
-0.03925	375	44731
-0.03400	366	45097
-0.02875	327	45424
-0.02350	360	45784
-0.01825	364	46148
-0.01300	333	46481
-0.00775	351	46832
-0.00250	351	47183
0.00275	349	47532
0.00800	333	47865
0.01325	357	48222
0.01850	341	48563
0.02375	356	48919
0.02900	342	49261
0.03425	365	49626
0.03950	358	49984
0.04475	333	50317
0.05000	364	50681
0.05525	402	51083
0.06050	327	51410
0.06575	360	51770
0.07100	354	52124
0.07625	387	52511
0.08150	346	52857
0.08675	377	53234
0.09200	329	53563
0.09725	373	53936
0.10250	353	54289
0.10775	361	54650
0.11300	313	54963
0.11825	331	55294
0.12350	344	55638
0.12875	350	55988
0.13400	380	56368
0.13925	335	56703
0.14450	344	57047
0.14975	328	57375
0.15500	341	57716
0.16025	356	58072
0.16550	346	58418
0.17075	339	58757
0.17600	358	59115
0.18125	331	59446
0.18650	336	59782
0.19175	343	60125
0.19700	318	60443
0.20225	313	60756
0.20750	364	61120
0.21275	334	61454
0.21800	337	61791
0.22325	344	62135
0.22850	303	62438
0.23375	351	62789
0.23900	334	63123
0.24425	292	63415
0.24950	336	63751
0.25475	298	64049
0.26000	340	64389
0.26525	318	64707
0.27050	327	65034
0.27575	314	65348
0.28100	320	65668
0.28625	329	65997
0.29150	293	66290
0.29675	317	66607
0.30200	303	66910
0.30725	298	67208
0.31250	311	67519
0.31775	293	67812
0.32300	357	68169
0.32825	300	68469
0.33350	311	68780
0.33875	345	69125
0.34400	327	69452
0.34925	318	69770
0.35450	290	70060
