#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	1	1
-0.93175	3	4
-0.92650	5	9
-0.92125	5	14
-0.91600	10	24
-0.91075	15	39
-0.90550	17	56
-0.90025	25	81
-0.89500	30	111
-0.88975	32	143
-0.88450	52	195
-0.87925	57	252
-0.87400	57	309
-0.86875	70	379
-0.86350	76	455
-0.85825	117	572
-0.85300	98	670
-0.84775	104	774
-0.84250	115	889
-0.83725	137	1026
-0.83200	148	1174
-0.82675	146	1320
-0.82150	171	1491
-0.81625	204	1695
-0.81100	229	1924
-0.80575	230	2154
-0.80050	219	2373
-0.79525	267	2640
-0.79000	242	2882
-0.78475	256	3138
-0.77950	270	3408
-0.77425	265	3673
-0.76900	306	3979
-0.76375	310	4289
-0.75850	339	4628
-0.75325	318	4946
-0.74800	331	5277
-0.74275	373	5650
-0.73750	363	6013
-0.73225	389	6402
-0.72700	403	6805
-0.72175	372	7177
-0.71650	421	7598
-0.71125	432	8030
-0.70600	446	8476
-0.70075	501	8977
-0.69550	505	9482
-0.69025	496	9978
-0.68500	462	10440
-0.67975	519	10959
-0.67450	530	11489
-0.66925	479	11968
-0.66400	500	12468
-0.65875	506	12974
-0.65350	551	13525
-0.64825	545	14070
-0.64300	573	14643
-0.63775	625	15268
-0.63250	619	15887
-0.62725	575	16462
-0.62200	597	17059
-0.61675	641	17700
-0.61150	608	18308
-0.60625	624	18932
-0.60100	636	19568
-0.59575	644	20212
-0.59050	632	20844
-0.58525	648	21492
-0.58000	687	22179
-0.57475	699	22878
-0.56950	708	23586
-0.56425	699	24285
-0.55900	740	25025
-0.55375	646	25671
-0.54850	749	26420
-0.54325	740	27160
-0.53800	744	27904
-0.53275	721	28625
-0.52750	720	29345
-0.52225	715	30060
-0.51700	706	30766
-0.51175	729	31495
-0.50650	741	32236
-0.50125	766	33002
-0.49600	824	33826
-0.49075	765	34591
-0.48550	764	35355
-0.48025	774	36129
-0.47500	850	36979
-0.46975	804	37783
-0.46450	788	38571
-0.45925	770	39341
-0.45400	800	40141
-0.44875	827	40968
-0.44350	798	41766
-0.43825	835	42601
-0.43300	803	43404
-0.42775	823	44227
-0.42250	825	45052
-0.41725	812	45864
-0.41200	861	46725
-0.40675	784	47509
-0.40150	849	48358
-0.39625	874	49232
-0.39100	776	50008
-0.38575	813	50821
-0.38050	879	51700
-0.37525	870	52570
-0.37000	818	53388
-0.36475	815	54203
-0.35950	839	55042
-0.35425	814	55856
-0.34900	827	56683
-0.34375	828	57511
-0.33850	794	58305
-0.33325	802	59107
-0.32800	846	59953
-0.32275	847	60800
-0.31750	802	61602
-0.31225	788	62390
-0.30700	848	63238
-0.30175	861	64099
-0.29650	813	64912
-0.29125	847	65759
-0.28600	858	66617
-0.28075	835	67452
-0.27550	851	68303
-0.27025	839	69142
-0.26500	873	70015
-0.25975	857	70872
-0.25450	838	71710
-0.24925	864	72574
-0.24400	871	73445
-0.23875	850	74295
-0.23350	882	75177
-0.22825	878	76055
-0.22300	846	76901
-0.21775	846	77747
-0.21250	881	78628
-0.20725	883	79511
-0.20200	840	80351
-0.19675	848	81199
-0.19150	825	82024
-0.18625	806	82830
-0.18100	850	83680
-0.17575	815	84495
-0.17050	869	85364
-0.16525	899	86263
-0.16000	878	87141
-0.15475	844	87985
-0.14950	850	88835
-0.14425	827	89662
-0.13900	900	90562
-0.13375	821	91383
-0.12850	833	92216
-0.12325	813	93029
-0.11800	890	93919
-0.11275	857	94776
-0.10750	880	95656
-0.10225	870	96526
-0.09700	895	97421
-0.09175	899	98320
-0.08650	855	99175
-0.08125	851	100026
-0.07600	842	100868
-0.07075	818	101686
-0.06550	813	102499
-0.06025	870	103369
-0.05500	819	104188
-0.04975	845	105033
-0.04450	883	105916
-0.03925	865	106781
-0.03400	859	107640
-0.02875	790	108430
-0.02350	864	109294
-0.01825	837	110131
-0.01300	779	110910
-0.00775	820	111730
-0.00250	847	112577
0.00275	830	113407
0.00800	838	114245
0.01325	841	115086
0.01850	814	115900
0.02375	866	116766
0.02900	825	117591
0.03425	875	118466
0.03950	849	119315
0.04475	818	120133
0.05000	802	120935
0.05525	885	121820
0.06050	786	122606
0.06575	837	123443
0.07100	793	124236
0.07625	845	125081
0.08150	829	125910
0.08675	892	126802
0.09200	780	127582
0.09725	845	128427
0.10250	809	129236
0.10775	819	130055
0.11300	758	130813
0.11825	763	131576
0.12350	825	132401
0.12875	792	133193
0.13400	822	134015
0.13925	796	134811
0.14450	791	135602
0.14975	782	136384
0.15500	806	137190
0.16025	794	137984
0.16550	800	138784
0.17075	784	139568
0.17600	843	140411
0.18125	783	141194
0.18650	787	141981
0.19175	800	142781
0.19700	747	143528
0.20225	745	144273
0.20750	782	145055
0.21275	825	145880
0.21800	812	146692
0.22325	816	147508
0.22850	734	148242
0.23375	827	149069
0.23900	822	149891
0.24425	744	150635
0.24950	748	151383
0.25475	761	152144
0.26000	796	152940
0.26525	747	153687
0.27050	775	154462
0.27575	722	155184
0.28100	769	155953
0.28625	747	156700
0.29150	737	157437
0.29675	748	158185
0.30200	753	158938
0.30725	712	159650
0.31250	760	160410
0.31775	751	161161
0.32300	784	161945
0.32825	772	162717
0.33350	764	163481
0.33875	734	164215
0.34400	728	164943
0.34925	742	165685
