#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	1	1
-0.93175	3	4
-0.92650	3	7
-0.92125	1	8
-0.91600	3	11
-0.91075	9	20
-0.90550	10	30
-0.90025	14	44
-0.89500	14	58
-0.88975	17	75
-0.88450	23	98
-0.87925	36	134
-0.87400	27	161
-0.86875	39	200
-0.86350	40	240
-0.85825	59	299
-0.85300	52	351
-0.84775	53	404
-0.84250	65	469
-0.83725	62	531
-0.83200	67	598
-0.82675	90	688
-0.82150	103	791
-0.81625	108	899
-0.81100	127	1026
-0.80575	114	1140
-0.80050	120	1260
-0.79525	151	1411
-0.79000	139	1550
-0.78475	149	1699
-0.77950	162	1861
-0.77425	133	1994
-0.76900	176	2170
-0.76375	174	2344
-0.75850	194	2538
-0.75325	183	2721
-0.74800	166	2887
-0.74275	218	3105
-0.73750	204	3309
-0.73225	227	3536
-0.72700	208	3744
-0.72175	199	3943
-0.71650	228	4171
-0.71125	247	4418
-0.70600	246	4664
-0.70075	291	4955
-0.69550	274	5229
-0.69025	280	5509
-0.68500	267	5776
-0.67975	290	6066
-0.67450	281	6347
-0.66925	255	6602
-0.66400	306	6908
-0.65875	308	7216
-0.65350	299	7515
-0.64825	281	7796
-0.64300	315	8111
-0.63775	336	8447
-0.63250	352	8799
-0.62725	302	9101
-0.62200	333	9434
-0.61675	365	9799
-0.61150	325	10124
-0.60625	351	10475
-0.60100	340	10815
-0.59575	382	11197
-0.59050	338	11535
-0.58525	363	11898
-0.58000	365	12263
-0.57475	380	12643
-0.56950	410	13053
-0.56425	384	13437
-0.55900	397	13834
-0.55375	379	14213
-0.54850	397	14610
-0.54325	419	15029
-0.53800	417	15446
-0.53275	393	15839
-0.52750	403	16242
-0.52225	400	16642
-0.51700	388	17030
-0.51175	413	17443
-0.50650	428	17871
-0.50125	387	18258
-0.49600	452	18710
-0.49075	447	19157
-0.48550	431	19588
-0.48025	452	20040
-0.47500	463	20503
-0.46975	448	20951
-0.46450	447	21398
-0.45925	450	21848
-0.45400	432	22280
-0.44875	471	22751
-0.44350	437	23188
-0.43825	459	23647
-0.43300	446	24093
-0.42775	462	24555
-0.42250	486	25041
-0.41725	446	25487
-0.41200	470	25957
-0.40675	462	26419
-0.40150	478	26897
-0.39625	452	27349
-0.39100	424	27773
-0.38575	438	28211
-0.38050	505	28716
-0.37525	475	29191
-0.37000	481	29672
-0.36475	442	30114
-0.35950	471	30585
-0.35425	471	31056
-0.34900	480	31536
-0.34375	485	32021
-0.33850	453	32474
-0.33325	447	32921
-0.32800	489	33410
-0.32275	482	33892
-0.31750	477	34369
-0.31225	420	34789
-0.30700	489	35278
-0.30175	471	35749
-0.29650	494	36243
-0.29125	518	36761
-0.28600	472	37233
-0.28075	457	37690
-0.27550	516	38206
-0.27025	489	38695
-0.26500	496	39191
-0.25975	504	39695
-0.25450	484	40179
-0.24925	498	40677
-0.24400	520	41197
-0.23875	509	41706
-0.23350	461	42167
-0.22825	484	42651
-0.22300	495	43146
-0.21775	485	43631
-0.21250	486	44117
-0.20725	489	44606
-0.20200	470	45076
-0.19675	489	45565
-0.19150	446	46011
-0.18625	436	46447
-0.18100	471	46918
-0.17575	478	47396
-0.17050	491	47887
-0.16525	503	48390
-0.16000	542	48932
-0.15475	471	49403
-0.14950	490	49893
-0.14425	488	50381
-0.13900	503	50884
-0.13375	470	51354
-0.12850	485	51839
-0.12325	481	52320
-0.11800	481	52801
-0.11275	494	53295
-0.10750	497	53792
-0.10225	489	54281
-0.09700	521	54802
-0.09175	537	55339
-0.08650	512	55851
-0.08125	496	56347
-0.07600	512	56859
-0.07075	477	57336
-0.06550	492	57828
-0.06025	515	58343
-0.05500	457	58800
-0.04975	490	59290
-0.04450	485	59775
-0.03925	494	60269
-0.03400	469	60738
-0.02875	448	61186
-0.02350	497	61683
-0.01825	500	62183
-0.01300	436	62619
-0.00775	465	63084
-0.00250	474	63558
0.00275	489	64047
0.00800	468	64515
0.01325	488	65003
0.01850	459	65462
0.02375	478	65940
0.02900	445	66385
0.03425	476	66861
0.03950	487	67348
0.04475	460	67808
0.05000	489	68297
0.05525	532	68829
0.06050	438	69267
0.06575	471	69738
0.07100	481	70219
0.07625	493	70712
0.08150	453	71165
0.08675	511	71676
0.09200	443	72119
0.09725	489	72608
0.10250	463	73071
0.10775	482	73553
0.11300	435	73988
0.11825	424	74412
0.12350	470	74882
0.12875	458	75340
0.13400	479	75819
0.13925	438	76257
0.14450	446	76703
0.14975	444	77147
0.15500	466	77613
0.16025	462	78075
0.16550	464	78539
0.17075	474	79013
0.17600	482	79495
0.18125	434	79929
0.18650	439	80368
0.19175	441	80809
0.19700	439	81248
0.20225	439	81687
0.20750	455	82142
0.21275	459	82601
0.21800	455	83056
0.22325	463	83519
0.22850	414	83933
0.23375	464	84397
0.23900	461	84858
0.24425	413	85271
0.24950	424	85695
0.25475	426	86121
0.26000	463	86584
0.26525	428	87012
0.27050	428	87440
0.27575	433	87873
0.28100	442	88315
0.28625	426	88741
0.29150	414	89155
0.29675	410	89565
0.30200	414	89979
0.30725	404	90383
0.31250	430	90813
0.31775	424	91237
0.32300	459	91696
0.32825	413	92109
0.33350	415	92524
0.33875	428	92952
0.34400	422	93374
0.34925	401	93775
0.35450	397	94172
