#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	3	3
-0.94750	5	8
-0.94225	20	28
-0.93700	48	76
-0.93175	81	157
-0.92650	121	278
-0.92125	184	462
-0.91600	272	734
-0.91075	365	1099
-0.90550	450	1549
-0.90025	605	2154
-0.89500	778	2932
-0.88975	905	3837
-0.88450	1089	4926
-0.87925	1333	6259
-0.87400	1554	7813
-0.86875	1834	9647
-0.86350	1967	11614
-0.85825	2278	13892
-0.85300	2523	16415
-0.84775	2784	19199
-0.84250	3091	22290
-0.83725	3474	25764
-0.83200	3759	29523
-0.82675	4008	33531
-0.82150	4265	37796
-0.81625	4543	42339
-0.81100	5093	47432
-0.80575	5176	52608
-0.80050	5499	58107
-0.79525	5868	63975
-0.79000	6164	70139
-0.78475	6518	76657
-0.77950	6918	83575
-0.77425	7152	90727
-0.76900	7310	98037
-0.76375	7736	105773
-0.75850	8153	113926
-0.75325	8247	122173
-0.74800	8422	130595
-0.74275	9014	139609
-0.73750	9249	148858
-0.73225	9422	158280
-0.72700	9882	168162
-0.72175	10121	178283
-0.71650	10186	188469
-0.71125	10513	198982
-0.70600	10803	209785
-0.70075	10993	220778
-0.69550	11656	232434
-0.69025	11799	244233
-0.68500	11945	256178
-0.67975	12317	268495
-0.67450	12623	281118
-0.66925	12598	293716
-0.66400	12772	306488
-0.65875	12983	319471
-0.65350	13581	333052
-0.64825	13633	346685
-0.64300	13952	360637
-0.63775	14135	374772
-0.63250	14481	389253
-0.62725	14592	403845
-0.62200	14649	418494
-0.61675	14905	433399
-0.61150	15143	448542
-0.60625	15270	463812
-0.60100	15482	479294
-0.59575	15551	494845
-0.59050	15734	510579
-0.58525	15714	526293
-0.58000	16072	542365
-0.57475	15962	558327
-0.56950	16476	574803
-0.56425	16066	590869
-0.55900	16899	607768
-0.55375	16651	624419
-0.54850	16824	641243
-0.54325	17190	658433
-0.53800	17241	675674
-0.53275	17374	693048
-0.52750	17404	710452
-0.52225	17464	727916
-0.51700	17339	745255
-0.51175	17735	762990
-0.50650	17663	780653
-0.50125	17774	798427
-0.49600	18237	816664
-0.49075	17758	834422
-0.48550	17818	852240
-0.48025	18216	870456
-0.47500	18213	888669
-0.46975	18197	906866
-0.46450	18019	924885
-0.45925	18242	943127
-0.45400	18619	961746
-0.44875	18490	980236
-0.44350	18040	998276
-0.43825	18438	1016714
-0.43300	18487	1035201
-0.42775	18664	1053865
-0.42250	18631	1072496
-0.41725	18731	1091227
-0.41200	18315	1109542
-0.40675	18283	1127825
-0.40150	18689	1146514
-0.39625	18425	1164939
-0.39100	18577	1183516
-0.38575	18467	1201983
-0.38050	18482	1220465
-0.37525	18622	1239087
-0.37000	18485	1257572
-0.36475	18420	1275992
-0.35950	18332	1294324
-0.35425	18348	1312672
-0.34900	18278	1330950
-0.34375	18377	1349327
-0.33850	18465	1367792
-0.33325	18267	1386059
-0.32800	18419	1404478
-0.32275	18130	1422608
-0.31750	18173	1440781
-0.31225	18078	1458859
-0.30700	18379	1477238
-0.30175	17878	1495116
-0.29650	18013	1513129
-0.29125	17861	1530990
-0.28600	17990	1548980
-0.28075	18146	1567126
-0.27550	17639	1584765
-0.27025	17932	1602697
-0.26500	18032	1620729
-0.25975	17633	1638362
-0.25450	17657	1656019
-0.24925	17561	1673580
-0.24400	17496	1691076
-0.23875	17464	1708540
-0.23350	17372	1725912
-0.22825	17352	1743264
-0.22300	17375	1760639
-0.21775	17355	1777994
-0.21250	17283	1795277
-0.20725	17088	1812365
-0.20200	17057	1829422
-0.19675	17116	1846538
-0.19150	17001	1863539
-0.18625	16712	1880251
-0.18100	16715	1896966
-0.17575	16665	1913631
-0.17050	16573	1930204
-0.16525	16522	1946726
-0.16000	16811	1963537
-0.15475	16275	1979812
-0.14950	16454	1996266
-0.14425	16273	2012539
-0.13900	16430	2028969
-0.13375	16059	2045028
-0.12850	16100	2061128
-0.12325	16002	2077130
-0.11800	16142	2093272
-0.11275	15688	2108960
-0.10750	15718	2124678
-0.10225	15581	2140259
-0.09700	15637	2155896
-0.09175	15657	2171553
-0.08650	15477	2187030
-0.08125	15479	2202509
-0.07600	15305	2217814
-0.07075	15317	2233131
-0.06550	15323	2248454
-0.06025	15083	2263537
-0.05500	14794	2278331
-0.04975	14992	2293323
-0.04450	14677	2308000
-0.03925	14786	2322786
-0.03400	14608	2337394
-0.02875	14512	2351906
-0.02350	14434	2366340
-0.01825	14333	2380673
-0.01300	14292	2394965
-0.00775	14138	2409103
-0.00250	14280	2423383
0.00275	13948	2437331
0.00800	13922	2451253
0.01325	13951	2465204
0.01850	13710	2478914
0.02375	13690	2492604
0.02900	13683	2506287
0.03425	13762	2520049
0.03950	13408	2533457
0.04475	13520	2546977
0.05000	13419	2560396
0.05525	13194	2573590
0.06050	13376	2586966
0.06575	13174	2600140
0.07100	13093	2613233
0.07625	13081	2626314
0.08150	12902	2639216
0.08675	12906	2652122
0.09200	12631	2664753
0.09725	12636	2677389
0.10250	12485	2689874
0.10775	12524	2702398
0.11300	12539	2714937
0.11825	12500	2727437
0.12350	12420	2739857
0.12875	12396	2752253
0.13400	12157	2764410
0.13925	12102	2776512
0.14450	12105	2788617
0.14975	11783	2800400
0.15500	11668	2812068
0.16025	11901	2823969
0.16550	11933	2835902
0.17075	11711	2847613
0.17600	11496	2859109
