#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	3	3
-0.93175	5	8
-0.92650	5	13
-0.92125	7	20
-0.91600	11	31
-0.91075	18	49
-0.90550	20	69
-0.90025	31	100
-0.89500	40	140
-0.88975	48	188
-0.88450	74	262
-0.87925	79	341
-0.87400	75	416
-0.86875	93	509
-0.86350	107	616
-0.85825	151	767
-0.85300	139	906
-0.84775	140	1046
-0.84250	160	1206
-0.83725	185	1391
-0.83200	192	1583
-0.82675	214	1797
-0.82150	226	2023
-0.81625	268	2291
-0.81100	307	2598
-0.80575	301	2899
-0.80050	277	3176
-0.79525	352	3528
-0.79000	336	3864
-0.78475	339	4203
-0.77950	378	4581
-0.77425	366	4947
-0.76900	385	5332
-0.76375	428	5760
-0.75850	453	6213
-0.75325	436	6649
-0.74800	438	7087
-0.74275	514	7601
-0.73750	481	8082
-0.73225	529	8611
-0.72700	543	9154
-0.72175	513	9667
-0.71650	567	10234
-0.71125	551	10785
-0.70600	575	11360
-0.70075	635	11995
-0.69550	665	12660
-0.69025	657	13317
-0.68500	620	13937
-0.67975	685	14622
-0.67450	709	15331
-0.66925	666	15997
-0.66400	673	16670
-0.65875	679	17349
-0.65350	738	18087
-0.64825	715	18802
-0.64300	745	19547
-0.63775	792	20339
-0.63250	789	21128
-0.62725	776	21904
-0.62200	766	22670
-0.61675	842	23512
-0.61150	798	24310
-0.60625	820	25130
-0.60100	851	25981
-0.59575	865	26846
-0.59050	835	27681
-0.58525	889	28570
-0.58000	906	29476
-0.57475	906	30382
-0.56950	935	31317
-0.56425	923	32240
-0.55900	960	33200
-0.55375	899	34099
-0.54850	1011	35110
-0.54325	980	36090
-0.53800	974	37064
-0.53275	963	38027
-0.52750	960	38987
-0.52225	924	39911
-0.51700	937	40848
-0.51175	997	41845
-0.50650	988	42833
-0.50125	1013	43846
-0.49600	1081	44927
-0.49075	1069	45996
-0.48550	1009	47005
-0.48025	1034	48039
-0.47500	1093	49132
-0.46975	1054	50186
-0.46450	1067	51253
-0.45925	1017	52270
-0.45400	1066	53336
-0.44875	1077	54413
-0.44350	1062	55475
-0.43825	1064	56539
-0.43300	1080	57619
-0.42775	1091	58710
-0.42250	1075	59785
-0.41725	1073	60858
-0.41200	1153	62011
-0.40675	1017	63028
-0.40150	1094	64122
-0.39625	1140	65262
-0.39100	1037	66299
-0.38575	1064	67363
-0.38050	1159	68522
-0.37525	1137	69659
-0.37000	1111	70770
-0.36475	1093	71863
-0.35950	1063	72926
-0.35425	1091	74017
-0.34900	1083	75100
-0.34375	1117	76217
-0.33850	1043	77260
-0.33325	1079	78339
-0.32800	1127	79466
-0.32275	1117	80583
-0.31750	1072	81655
-0.31225	1054	82709
-0.30700	1125	83834
-0.30175	1141	84975
-0.29650	1066	86041
-0.29125	1126	87167
-0.28600	1129	88296
-0.28075	1114	89410
-0.27550	1116	90526
-0.27025	1125	91651
-0.26500	1161	92812
-0.25975	1128	93940
-0.25450	1090	95030
-0.24925	1180	96210
-0.24400	1138	97348
-0.23875	1128	98476
-0.23350	1138	99614
-0.22825	1156	100770
-0.22300	1128	101898
-0.21775	1109	103007
-0.21250	1148	104155
-0.20725	1164	105319
-0.20200	1102	106421
-0.19675	1103	107524
-0.19150	1102	108626
-0.18625	1095	109721
-0.18100	1110	110831
-0.17575	1072	111903
-0.17050	1134	113037
-0.16525	1177	114214
-0.16000	1182	115396
-0.15475	1112	116508
-0.14950	1106	117614
-0.14425	1104	118718
-0.13900	1160	119878
-0.13375	1094	120972
-0.12850	1081	122053
-0.12325	1074	123127
-0.11800	1177	124304
-0.11275	1115	125419
-0.10750	1153	126572
-0.10225	1118	127690
-0.09700	1152	128842
-0.09175	1147	129989
-0.08650	1096	131085
-0.08125	1129	132214
-0.07600	1109	133323
-0.07075	1065	134388
-0.06550	1082	135470
-0.06025	1148	136618
-0.05500	1098	137716
-0.04975	1087	138803
-0.04450	1124	139927
-0.03925	1134	141061
-0.03400	1106	142167
-0.02875	1084	143251
-0.02350	1116	144367
-0.01825	1107	145474
-0.01300	1065	146539
-0.00775	1079	147618
-0.00250	1126	148744
0.00275	1100	149844
0.00800	1107	150951
0.01325	1086	152037
0.01850	1072	153109
0.02375	1116	154225
0.02900	1087	155312
0.03425	1120	156432
0.03950	1100	157532
0.04475	1056	158588
0.05000	1070	159658
0.05525	1154	160812
0.06050	1073	161885
0.06575	1102	162987
0.07100	1048	164035
0.07625	1109	165144
0.08150	1101	166245
0.08675	1167	167412
0.09200	1026	168438
0.09725	1088	169526
0.10250	1067	170593
0.10775	1072	171665
0.11300	997	172662
0.11825	1028	173690
0.12350	1103	174793
0.12875	1035	175828
0.13400	1055	176883
0.13925	1031	177914
0.14450	1062	178976
0.14975	1033	180009
0.15500	1068	181077
0.16025	1023	182100
0.16550	1062	183162
0.17075	1032	184194
0.17600	1117	185311
0.18125	1042	186353
0.18650	1041	187394
0.19175	1064	188458
0.19700	975	189433
0.20225	981	190414
0.20750	1031	191445
0.21275	1102	192547
0.21800	1091	193638
0.22325	1074	194712
0.22850	956	195668
0.23375	1062	196730
0.23900	1088	197818
0.24425	982	198800
0.24950	971	199771
0.25475	980	200751
0.26000	1011	201762
0.26525	991	202753
0.27050	1006	203759
0.27575	966	204725
