#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	4	4
-0.93175	5	9
-0.92650	6	15
-0.92125	8	23
-0.91600	18	41
-0.91075	20	61
-0.90550	24	85
-0.90025	36	121
-0.89500	45	166
-0.88975	55	221
-0.88450	79	300
-0.87925	91	391
-0.87400	91	482
-0.86875	109	591
-0.86350	114	705
-0.85825	176	881
-0.85300	157	1038
-0.84775	164	1202
-0.84250	196	1398
-0.83725	212	1610
-0.83200	218	1828
-0.82675	241	2069
-0.82150	256	2325
-0.81625	297	2622
-0.81100	350	2972
-0.80575	335	3307
-0.80050	324	3631
-0.79525	390	4021
-0.79000	385	4406
-0.78475	389	4795
-0.77950	414	5209
-0.77425	411	5620
-0.76900	435	6055
-0.76375	474	6529
-0.75850	515	7044
-0.75325	502	7546
-0.74800	502	8048
-0.74275	579	8627
-0.73750	547	9174
-0.73225	590	9764
-0.72700	618	10382
-0.72175	597	10979
-0.71650	646	11625
-0.71125	623	12248
-0.70600	650	12898
-0.70075	719	13617
-0.69550	741	14358
-0.69025	755	15113
-0.68500	707	15820
-0.67975	764	16584
-0.67450	796	17380
-0.66925	749	18129
-0.66400	772	18901
-0.65875	771	19672
-0.65350	825	20497
-0.64825	804	21301
-0.64300	824	22125
-0.63775	869	22994
-0.63250	906	23900
-0.62725	861	24761
-0.62200	886	25647
-0.61675	924	26571
-0.61150	916	27487
-0.60625	934	28421
-0.60100	960	29381
-0.59575	978	30359
-0.59050	920	31279
-0.58525	1006	32285
-0.58000	1022	33307
-0.57475	1020	34327
-0.56950	1064	35391
-0.56425	1026	36417
-0.55900	1087	37504
-0.55375	995	38499
-0.54850	1121	39620
-0.54325	1103	40723
-0.53800	1104	41827
-0.53275	1088	42915
-0.52750	1067	43982
-0.52225	1060	45042
-0.51700	1043	46085
-0.51175	1120	47205
-0.50650	1126	48331
-0.50125	1140	49471
-0.49600	1206	50677
-0.49075	1196	51873
-0.48550	1153	53026
-0.48025	1168	54194
-0.47500	1215	55409
-0.46975	1174	56583
-0.46450	1185	57768
-0.45925	1138	58906
-0.45400	1201	60107
-0.44875	1203	61310
-0.44350	1186	62496
-0.43825	1185	63681
-0.43300	1204	64885
-0.42775	1226	66111
-0.42250	1213	67324
-0.41725	1182	68506
-0.41200	1265	69771
-0.40675	1135	70906
-0.40150	1234	72140
-0.39625	1279	73419
-0.39100	1180	74599
-0.38575	1196	75795
-0.38050	1294	77089
-0.37525	1279	78368
-0.37000	1264	79632
-0.36475	1244	80876
-0.35950	1216	82092
-0.35425	1210	83302
-0.34900	1228	84530
-0.34375	1242	85772
-0.33850	1191	86963
-0.33325	1183	88146
-0.32800	1250	89396
-0.32275	1259	90655
-0.31750	1204	91859
-0.31225	1181	93040
-0.30700	1291	94331
-0.30175	1270	95601
-0.29650	1211	96812
-0.29125	1258	98070
-0.28600	1271	99341
-0.28075	1242	100583
-0.27550	1242	101825
-0.27025	1254	103079
-0.26500	1304	104383
-0.25975	1253	105636
-0.25450	1221	106857
-0.24925	1318	108175
-0.24400	1270	109445
-0.23875	1264	110709
-0.23350	1268	111977
-0.22825	1299	113276
-0.22300	1250	114526
-0.21775	1243	115769
-0.21250	1291	117060
-0.20725	1310	118370
-0.20200	1272	119642
-0.19675	1231	120873
-0.19150	1232	122105
-0.18625	1232	123337
-0.18100	1236	124573
-0.17575	1213	125786
-0.17050	1274	127060
-0.16525	1308	128368
-0.16000	1303	129671
-0.15475	1260	130931
-0.14950	1239	132170
-0.14425	1225	133395
-0.13900	1299	134694
-0.13375	1245	135939
-0.12850	1219	137158
-0.12325	1214	138372
-0.11800	1320	139692
-0.11275	1261	140953
-0.10750	1302	142255
-0.10225	1259	143514
-0.09700	1285	144799
-0.09175	1289	146088
-0.08650	1232	147320
-0.08125	1260	148580
-0.07600	1237	149817
-0.07075	1201	151018
-0.06550	1224	152242
-0.06025	1298	153540
-0.05500	1219	154759
-0.04975	1219	155978
-0.04450	1262	157240
-0.03925	1248	158488
-0.03400	1244	159732
-0.02875	1206	160938
-0.02350	1264	162202
-0.01825	1220	163422
-0.01300	1220	164642
-0.00775	1197	165839
-0.00250	1266	167105
0.00275	1241	168346
0.00800	1220	169566
0.01325	1193	170759
0.01850	1206	171965
0.02375	1270	173235
0.02900	1217	174452
0.03425	1261	175713
0.03950	1216	176929
0.04475	1201	178130
0.05000	1214	179344
0.05525	1285	180629
0.06050	1227	181856
0.06575	1228	183084
0.07100	1178	184262
0.07625	1233	185495
0.08150	1218	186713
0.08675	1291	188004
0.09200	1145	189149
0.09725	1233	190382
0.10250	1196	191578
0.10775	1200	192778
0.11300	1136	193914
0.11825	1164	195078
0.12350	1216	196294
0.12875	1179	197473
0.13400	1163	198636
0.13925	1138	199774
0.14450	1176	200950
0.14975	1161	202111
0.15500	1209	203320
0.16025	1153	204473
0.16550	1162	205635
0.17075	1146	206781
0.17600	1239	208020
0.18125	1140	209160
0.18650	1162	210322
0.19175	1188	211510
0.19700	1113	212623
0.20225	1102	213725
0.20750	1145	214870
0.21275	1229	216099
0.21800	1223	217322
0.22325	1188	218510
0.22850	1096	219606
0.23375	1173	220779
0.23900	1231	222010
0.24425	1103	223113
0.24950	1078	224191
0.25475	1104	225295
0.26000	1131	226426
0.26525	1102	227528
