#\delta	Number of cells	Cumulative
-0.99475	0	0
-0.98950	0	0
-0.98425	0	0
-0.97900	0	0
-0.97375	0	0
-0.96850	0	0
-0.96325	0	0
-0.95800	0	0
-0.95275	0	0
-0.94750	0	0
-0.94225	0	0
-0.93700	0	0
-0.93175	0	0
-0.92650	0	0
-0.92125	0	0
-0.91600	0	0
-0.91075	0	0
-0.90550	1	1
-0.90025	2	3
-0.89500	4	7
-0.88975	3	10
-0.88450	6	16
-0.87925	6	22
-0.87400	4	26
-0.86875	9	35
-0.86350	8	43
-0.85825	7	50
-0.85300	12	62
-0.84775	9	71
-0.84250	8	79
-0.83725	5	84
-0.83200	14	98
-0.82675	20	118
-0.82150	20	138
-0.81625	17	155
-0.81100	33	188
-0.80575	21	209
-0.80050	21	230
-0.79525	32	262
-0.79000	25	287
-0.78475	27	314
-0.77950	35	349
-0.77425	31	380
-0.76900	33	413
-0.76375	42	455
-0.75850	43	498
-0.75325	35	533
-0.74800	30	563
-0.74275	42	605
-0.73750	43	648
-0.73225	47	695
-0.72700	38	733
-0.72175	32	765
-0.71650	39	804
-0.71125	41	845
-0.70600	49	894
-0.70075	56	950
-0.69550	63	1013
-0.69025	52	1065
-0.68500	56	1121
-0.67975	51	1172
-0.67450	66	1238
-0.66925	45	1283
-0.66400	55	1338
-0.65875	74	1412
-0.65350	58	1470
-0.64825	52	1522
-0.64300	63	1585
-0.63775	69	1654
-0.63250	67	1721
-0.62725	73	1794
-0.62200	68	1862
-0.61675	62	1924
-0.61150	67	1991
-0.60625	93	2084
-0.60100	65	2149
-0.59575	73	2222
-0.59050	69	2291
-0.58525	60	2351
-0.58000	80	2431
-0.57475	83	2514
-0.56950	85	2599
-0.56425	70	2669
-0.55900	92	2761
-0.55375	93	2854
-0.54850	84	2938
-0.54325	83	3021
-0.53800	90	3111
-0.53275	84	3195
-0.52750	78	3273
-0.52225	91	3364
-0.51700	69	3433
-0.51175	80	3513
-0.50650	95	3608
-0.50125	88	3696
-0.49600	96	3792
-0.49075	94	3886
-0.48550	103	3989
-0.48025	93	4082
-0.47500	97	4179
-0.46975	90	4269
-0.46450	88	4357
-0.45925	89	4446
-0.45400	95	4541
-0.44875	104	4645
-0.44350	104	4749
-0.43825	86	4835
-0.43300	108	4943
-0.42775	80	5023
-0.42250	97	5120
-0.41725	94	5214
-0.41200	78	5292
-0.40675	91	5383
-0.40150	109	5492
-0.39625	96	5588
-0.39100	91	5679
-0.38575	84	5763
-0.38050	109	5872
-0.37525	103	5975
-0.37000	90	6065
-0.36475	104	6169
-0.35950	106	6275
-0.35425	98	6373
-0.34900	107	6480
-0.34375	107	6587
-0.33850	93	6680
-0.33325	75	6755
-0.32800	94	6849
-0.32275	105	6954
-0.31750	82	7036
-0.31225	77	7113
-0.30700	96	7209
-0.30175	86	7295
-0.29650	106	7401
-0.29125	103	7504
-0.28600	92	7596
-0.28075	87	7683
-0.27550	106	7789
-0.27025	101	7890
-0.26500	109	7999
-0.25975	115	8114
-0.25450	105	8219
-0.24925	108	8327
-0.24400	104	8431
-0.23875	111	8542
-0.23350	80	8622
-0.22825	89	8711
-0.22300	89	8800
-0.21775	98	8898
-0.21250	97	8995
-0.20725	111	9106
-0.20200	111	9217
-0.19675	117	9334
-0.19150	84	9418
-0.18625	104	9522
-0.18100	94	9616
-0.17575	91	9707
-0.17050	116	9823
-0.16525	90	9913
-0.16000	115	10028
-0.15475	105	10133
-0.14950	101	10234
-0.14425	112	10346
-0.13900	104	10450
-0.13375	105	10555
-0.12850	108	10663
-0.12325	86	10749
-0.11800	91	10840
-0.11275	102	10942
-0.10750	98	11040
-0.10225	98	11138
-0.09700	112	11250
-0.09175	122	11372
-0.08650	122	11494
-0.08125	108	11602
-0.07600	98	11700
-0.07075	101	11801
-0.06550	86	11887
-0.06025	113	12000
-0.05500	91	12091
-0.04975	101	12192
-0.04450	100	12292
-0.03925	98	12390
-0.03400	107	12497
-0.02875	110	12607
-0.02350	87	12694
-0.01825	107	12801
-0.01300	83	12884
-0.00775	103	12987
-0.00250	90	13077
0.00275	86	13163
0.00800	96	13259
0.01325	99	13358
0.01850	93	13451
0.02375	90	13541
0.02900	85	13626
0.03425	101	13727
0.03950	116	13843
0.04475	109	13952
0.05000	112	14064
0.05525	112	14176
0.06050	105	14281
0.06575	84	14365
0.07100	94	14459
0.07625	101	14560
0.08150	98	14658
0.08675	104	14762
0.09200	89	14851
0.09725	100	14951
0.10250	89	15040
0.10775	87	15127
0.11300	85	15212
0.11825	104	15316
0.12350	108	15424
0.12875	95	15519
0.13400	99	15618
0.13925	113	15731
0.14450	96	15827
0.14975	90	15917
0.15500	98	16015
0.16025	88	16103
0.16550	89	16192
0.17075	108	16300
0.17600	114	16414
0.18125	101	16515
0.18650	94	16609
0.19175	103	16712
0.19700	99	16811
0.20225	89	16900
0.20750	96	16996
0.21275	93	17089
0.21800	97	17186
0.22325	99	17285
0.22850	89	17374
0.23375	100	17474
0.23900	111	17585
0.24425	93	17678
0.24950	98	17776
0.25475	91	17867
0.26000	102	17969
0.26525	83	18052
0.27050	95	18147
0.27575	90	18237
0.28100	100	18337
0.28625	108	18445
0.29150	85	18530
0.29675	88	18618
0.30200	82	18700
0.30725	107	18807
0.31250	83	18890
0.31775	74	18964
0.32300	84	19048
0.32825	94	19142
0.33350	83	19225
0.33875	89	19314
0.34400	81	19395
0.34925	96	19491
0.35450	87	19578
0.35975	77	19655
0.36500	103	19758
