#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	0	0
-0.96200	0	0
-0.96000	1	1
-0.95800	1	2
-0.95600	5	7
-0.95400	9	16
-0.95200	8	24
-0.95000	16	40
-0.94800	19	59
-0.94600	32	91
-0.94400	40	131
-0.94200	43	174
-0.94000	62	236
-0.93800	86	322
-0.93600	115	437
-0.93400	143	580
-0.93200	162	742
-0.93000	163	905
-0.92800	230	1135
-0.92600	256	1391
-0.92400	299	1690
-0.92200	328	2018
-0.92000	347	2365
-0.91800	410	2775
-0.91600	463	3238
-0.91400	482	3720
-0.91200	559	4279
-0.91000	652	4931
-0.90800	706	5637
-0.90600	724	6361
-0.90400	808	7169
-0.90200	779	7948
-0.90000	893	8841
-0.89800	997	9838
-0.89600	1062	10900
-0.89400	1119	12019
-0.89200	1104	13123
-0.89000	1165	14288
-0.88800	1262	15550
-0.88600	1311	16861
-0.88400	1412	18273
-0.88200	1427	19700
-0.88000	1485	21185
-0.87800	1584	22769
-0.87600	1675	24444
-0.87400	1749	26193
-0.87200	1822	28015
-0.87000	1911	29926
-0.86800	1900	31826
-0.86600	2053	33879
-0.86400	2100	35979
-0.86200	2192	38171
-0.86000	2250	40421
-0.85800	2328	42749
-0.85600	2331	45080
-0.85400	2459	47539
-0.85200	2550	50089
-0.85000	2605	52694
-0.84800	2615	55309
-0.84600	2814	58123
-0.84400	2819	60942
-0.84200	2887	63829
-0.84000	3064	66893
-0.83800	3098	69991
-0.83600	3067	73058
-0.83400	3217	76275
-0.83200	3275	79550
-0.83000	3277	82827
-0.82800	3574	86401
-0.82600	3487	89888
-0.82400	3506	93394
-0.82200	3606	97000
-0.82000	3744	100744
-0.81800	3839	104583
-0.81600	3857	108440
-0.81400	3963	112403
-0.81200	3917	116320
-0.81000	4016	120336
-0.80800	4199	124535
-0.80600	4160	128695
-0.80400	4162	132857
-0.80200	4137	136994
-0.80000	4354	141348
-0.79800	4513	145861
-0.79600	4594	150455
-0.79400	4422	154877
-0.79200	4684	159561
-0.79000	4745	164306
-0.78800	4764	169070
-0.78600	4816	173886
-0.78400	4956	178842
-0.78200	4890	183732
-0.78000	5178	188910
-0.77800	5030	193940
-0.77600	5149	199089
-0.77400	5304	204393
-0.77200	5148	209541
-0.77000	5318	214859
-0.76800	5402	220261
-0.76600	5580	225841
-0.76400	5590	231431
-0.76200	5502	236933
-0.76000	5574	242507
-0.75800	5623	248130
-0.75600	5571	253701
-0.75400	5771	259472
-0.75200	5889	265361
-0.75000	5795	271156
-0.74800	5788	276944
-0.74600	5974	282918
-0.74400	5963	288881
-0.74200	6053	294934
-0.74000	6071	301005
-0.73800	6185	307190
-0.73600	6199	313389
-0.73400	6236	319625
-0.73200	6337	325962
-0.73000	6546	332508
-0.72800	6444	338952
-0.72600	6610	345562
-0.72400	6567	352129
-0.72200	6561	358690
-0.72000	6540	365230
-0.71800	6644	371874
-0.71600	6806	378680
