#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	0	0
-0.96200	0	0
-0.96000	0	0
-0.95800	0	0
-0.95600	0	0
-0.95400	1	1
-0.95200	1	2
-0.95000	2	4
-0.94800	0	4
-0.94600	3	7
-0.94400	1	8
-0.94200	1	9
-0.94000	1	10
-0.93800	1	11
-0.93600	10	21
-0.93400	7	28
-0.93200	14	42
-0.93000	14	56
-0.92800	16	72
-0.92600	14	86
-0.92400	22	108
-0.92200	22	130
-0.92000	27	157
-0.91800	30	187
-0.91600	26	213
-0.91400	38	251
-0.91200	35	286
-0.91000	42	328
-0.90800	53	381
-0.90600	51	432
-0.90400	46	478
-0.90200	46	524
-0.90000	59	583
-0.89800	65	648
-0.89600	49	697
-0.89400	60	757
-0.89200	79	836
-0.89000	76	912
-0.88800	61	973
-0.88600	93	1066
-0.88400	77	1143
-0.88200	84	1227
-0.88000	104	1331
-0.87800	88	1419
-0.87600	78	1497
-0.87400	111	1608
-0.87200	114	1722
-0.87000	117	1839
-0.86800	103	1942
-0.86600	114	2056
-0.86400	136	2192
-0.86200	141	2333
-0.86000	122	2455
-0.85800	139	2594
-0.85600	141	2735
-0.85400	167	2902
-0.85200	171	3073
-0.85000	142	3215
-0.84800	160	3375
-0.84600	160	3535
-0.84400	169	3704
-0.84200	173	3877
-0.84000	203	4080
-0.83800	169	4249
-0.83600	198	4447
-0.83400	221	4668
-0.83200	207	4875
-0.83000	196	5071
-0.82800	243	5314
-0.82600	210	5524
-0.82400	234	5758
-0.82200	242	6000
-0.82000	227	6227
-0.81800	272	6499
-0.81600	236	6735
-0.81400	278	7013
-0.81200	274	7287
-0.81000	275	7562
-0.80800	270	7832
-0.80600	261	8093
-0.80400	258	8351
-0.80200	311	8662
-0.80000	282	8944
-0.79800	308	9252
-0.79600	326	9578
-0.79400	287	9865
-0.79200	298	10163
-0.79000	323	10486
-0.78800	321	10807
-0.78600	335	11142
-0.78400	325	11467
-0.78200	360	11827
-0.78000	350	12177
-0.77800	329	12506
-0.77600	348	12854
-0.77400	343	13197
-0.77200	326	13523
-0.77000	380	13903
-0.76800	409	14312
-0.76600	386	14698
-0.76400	389	15087
-0.76200	418	15505
-0.76000	406	15911
-0.75800	382	16293
-0.75600	393	16686
-0.75400	384	17070
-0.75200	396	17466
-0.75000	388	17854
-0.74800	383	18237
-0.74600	436	18673
-0.74400	426	19099
-0.74200	435	19534
-0.74000	423	19957
-0.73800	445	20402
-0.73600	484	20886
-0.73400	467	21353
-0.73200	466	21819
-0.73000	436	22255
-0.72800	488	22743
-0.72600	439	23182
-0.72400	483	23665
-0.72200	453	24118
-0.72000	480	24598
-0.71800	470	25068
-0.71600	517	25585
-0.71400	495	26080
-0.71200	488	26568
-0.71000	521	27089
-0.70800	484	27573
-0.70600	501	28074
-0.70400	568	28642
-0.70200	541	29183
-0.70000	534	29717
-0.69800	570	30287
-0.69600	564	30851
