#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	0	0
-0.96200	0	0
-0.96000	0	0
-0.95800	0	0
-0.95600	0	0
-0.95400	1	1
-0.95200	1	2
-0.95000	2	4
-0.94800	0	4
-0.94600	3	7
-0.94400	1	8
-0.94200	1	9
-0.94000	1	10
-0.93800	1	11
-0.93600	9	20
-0.93400	6	26
-0.93200	13	39
-0.93000	14	53
-0.92800	15	68
-0.92600	14	82
-0.92400	22	104
-0.92200	20	124
-0.92000	26	150
-0.91800	26	176
-0.91600	23	199
-0.91400	36	235
-0.91200	33	268
-0.91000	37	305
-0.90800	50	355
-0.90600	45	400
-0.90400	41	441
-0.90200	44	485
-0.90000	54	539
-0.89800	60	599
-0.89600	45	644
-0.89400	55	699
-0.89200	77	776
-0.89000	67	843
-0.88800	54	897
-0.88600	89	986
-0.88400	70	1056
-0.88200	79	1135
-0.88000	99	1234
-0.87800	86	1320
-0.87600	73	1393
-0.87400	102	1495
-0.87200	103	1598
-0.87000	111	1709
-0.86800	96	1805
-0.86600	107	1912
-0.86400	128	2040
-0.86200	135	2175
-0.86000	110	2285
-0.85800	133	2418
-0.85600	135	2553
-0.85400	156	2709
-0.85200	154	2863
-0.85000	130	2993
-0.84800	148	3141
-0.84600	148	3289
-0.84400	157	3446
-0.84200	157	3603
-0.84000	188	3791
-0.83800	154	3945
-0.83600	181	4126
-0.83400	196	4322
-0.83200	191	4513
-0.83000	178	4691
-0.82800	228	4919
-0.82600	196	5115
-0.82400	215	5330
-0.82200	222	5552
-0.82000	213	5765
-0.81800	255	6020
-0.81600	222	6242
-0.81400	254	6496
-0.81200	259	6755
-0.81000	262	7017
-0.80800	250	7267
-0.80600	244	7511
-0.80400	239	7750
-0.80200	288	8038
-0.80000	260	8298
-0.79800	296	8594
-0.79600	304	8898
-0.79400	261	9159
-0.79200	273	9432
-0.79000	303	9735
-0.78800	295	10030
-0.78600	315	10345
-0.78400	310	10655
-0.78200	342	10997
-0.78000	323	11320
-0.77800	303	11623
-0.77600	322	11945
-0.77400	312	12257
-0.77200	303	12560
-0.77000	355	12915
-0.76800	388	13303
-0.76600	359	13662
-0.76400	374	14036
-0.76200	398	14434
-0.76000	379	14813
-0.75800	363	15176
-0.75600	374	15550
-0.75400	364	15914
-0.75200	376	16290
-0.75000	374	16664
-0.74800	361	17025
-0.74600	407	17432
-0.74400	404	17836
-0.74200	408	18244
-0.74000	389	18633
-0.73800	416	19049
-0.73600	455	19504
-0.73400	438	19942
-0.73200	431	20373
-0.73000	416	20789
-0.72800	455	21244
-0.72600	407	21651
-0.72400	451	22102
-0.72200	412	22514
-0.72000	453	22967
-0.71800	438	23405
-0.71600	481	23886
-0.71400	462	24348
-0.71200	458	24806
-0.71000	490	25296
-0.70800	457	25753
-0.70600	460	26213
-0.70400	530	26743
-0.70200	510	27253
-0.70000	499	27752
-0.69800	533	28285
-0.69600	522	28807
