#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	0	0
-0.96200	0	0
-0.96000	0	0
-0.95800	0	0
-0.95600	0	0
-0.95400	3	3
-0.95200	1	4
-0.95000	3	7
-0.94800	1	8
-0.94600	5	13
-0.94400	5	18
-0.94200	3	21
-0.94000	4	25
-0.93800	10	35
-0.93600	18	53
-0.93400	17	70
-0.93200	25	95
-0.93000	20	115
-0.92800	27	142
-0.92600	28	170
-0.92400	37	207
-0.92200	35	242
-0.92000	44	286
-0.91800	53	339
-0.91600	51	390
-0.91400	66	456
-0.91200	67	523
-0.91000	74	597
-0.90800	84	681
-0.90600	85	766
-0.90400	103	869
-0.90200	92	961
-0.90000	120	1081
-0.89800	114	1195
-0.89600	109	1304
-0.89400	130	1434
-0.89200	157	1591
-0.89000	125	1716
-0.88800	120	1836
-0.88600	163	1999
-0.88400	172	2171
-0.88200	183	2354
-0.88000	181	2535
-0.87800	177	2712
-0.87600	189	2901
-0.87400	221	3122
-0.87200	219	3341
-0.87000	218	3559
-0.86800	221	3780
-0.86600	235	4015
-0.86400	239	4254
-0.86200	242	4496
-0.86000	253	4749
-0.85800	265	5014
-0.85600	266	5280
-0.85400	285	5565
-0.85200	299	5864
-0.85000	287	6151
-0.84800	338	6489
-0.84600	314	6803
-0.84400	316	7119
-0.84200	340	7459
-0.84000	381	7840
-0.83800	350	8190
-0.83600	382	8572
-0.83400	418	8990
-0.83200	413	9403
-0.83000	405	9808
-0.82800	454	10262
-0.82600	414	10676
-0.82400	443	11119
-0.82200	448	11567
-0.82000	462	12029
-0.81800	488	12517
-0.81600	470	12987
-0.81400	526	13513
-0.81200	528	14041
-0.81000	515	14556
-0.80800	535	15091
-0.80600	474	15565
-0.80400	492	16057
-0.80200	565	16622
-0.80000	544	17166
-0.79800	539	17705
-0.79600	598	18303
-0.79400	544	18847
-0.79200	608	19455
-0.79000	610	20065
-0.78800	619	20684
-0.78600	621	21305
-0.78400	600	21905
-0.78200	639	22544
-0.78000	660	23204
-0.77800	625	23829
-0.77600	669	24498
-0.77400	651	25149
-0.77200	628	25777
-0.77000	697	26474
-0.76800	690	27164
-0.76600	737	27901
-0.76400	736	28637
-0.76200	728	29365
-0.76000	741	30106
-0.75800	728	30834
-0.75600	730	31564
-0.75400	740	32304
-0.75200	740	33044
-0.75000	751	33795
-0.74800	743	34538
-0.74600	801	35339
-0.74400	801	36140
-0.74200	803	36943
-0.74000	766	37709
-0.73800	807	38516
-0.73600	904	39420
-0.73400	824	40244
-0.73200	829	41073
-0.73000	848	41921
-0.72800	901	42822
-0.72600	855	43677
-0.72400	892	44569
-0.72200	870	45439
-0.72000	873	46312
-0.71800	850	47162
-0.71600	935	48097
-0.71400	949	49046
-0.71200	899	49945
-0.71000	982	50927
-0.70800	942	51869
-0.70600	991	52860
-0.70400	1004	53864
-0.70200	989	54853
-0.70000	1036	55889
-0.69800	1050	56939
