#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	1	1
-0.96800	5	6
-0.96600	5	11
-0.96400	15	26
-0.96200	27	53
-0.96000	49	102
-0.95800	66	168
-0.95600	117	285
-0.95400	187	472
-0.95200	263	735
-0.95000	353	1088
-0.94800	420	1508
-0.94600	603	2111
-0.94400	782	2893
-0.94200	924	3817
-0.94000	1148	4965
-0.93800	1406	6371
-0.93600	1617	7988
-0.93400	1995	9983
-0.93200	2295	12278
-0.93000	2690	14968
-0.92800	3048	18016
-0.92600	3477	21493
-0.92400	3895	25388
-0.92200	4353	29741
-0.92000	4867	34608
-0.91800	5381	39989
-0.91600	6000	45989
-0.91400	6370	52359
-0.91200	6979	59338
-0.91000	7479	66817
-0.90800	8164	74981
-0.90600	8844	83825
-0.90400	9287	93112
-0.90200	9918	103030
-0.90000	10428	113458
-0.89800	11101	124559
-0.89600	11773	136332
-0.89400	12531	148863
-0.89200	13056	161919
-0.89000	13664	175583
-0.88800	14249	189832
-0.88600	14828	204660
-0.88400	15470	220130
-0.88200	16016	236146
-0.88000	16642	252788
-0.87800	17315	270103
-0.87600	17751	287854
-0.87400	18417	306271
-0.87200	19081	325352
-0.87000	19774	345126
-0.86800	20203	365329
-0.86600	20720	386049
-0.86400	21363	407412
-0.86200	21851	429263
-0.86000	22388	451651
-0.85800	22745	474396
-0.85600	23045	497441
-0.85400	23619	521060
-0.85200	24569	545629
-0.85000	24936	570565
-0.84800	25129	595694
-0.84600	26007	621701
-0.84400	26336	648037
-0.84200	26557	674594
-0.84000	27122	701716
-0.83800	27562	729278
-0.83600	28032	757310
-0.83400	28386	785696
-0.83200	28691	814387
-0.83000	29241	843628
-0.82800	29827	873455
-0.82600	29871	903326
-0.82400	29947	933273
-0.82200	30397	963670
-0.82000	30992	994662
-0.81800	31160	1025822
-0.81600	31026	1056848
-0.81400	31497	1088345
-0.81200	32034	1120379
-0.81000	32109	1152488
-0.80800	32121	1184609
-0.80600	32487	1217096
-0.80400	32896	1249992
-0.80200	32829	1282821
-0.80000	32993	1315814
-0.79800	33727	1349541
-0.79600	33571	1383112
-0.79400	33730	1416842
-0.79200	33999	1450841
-0.79000	34134	1484975
-0.78800	34468	1519443
-0.78600	34456	1553899
-0.78400	34913	1588812
-0.78200	34704	1623516
-0.78000	35093	1658609
-0.77800	34789	1693398
-0.77600	35110	1728508
-0.77400	35504	1764012
-0.77200	35329	1799341
-0.77000	35351	1834692
-0.76800	35579	1870271
-0.76600	35318	1905589
-0.76400	35602	1941191
-0.76200	35428	1976619
-0.76000	35821	2012440
-0.75800	35588	2048028
-0.75600	35636	2083664
-0.75400	35628	2119292
-0.75200	36111	2155403
-0.75000	35899	2191302
-0.74800	35846	2227148
-0.74600	35726	2262874
-0.74400	35733	2298607
-0.74200	36093	2334700
-0.74000	35517	2370217
-0.73800	35594	2405811
-0.73600	35626	2441437
-0.73400	35867	2477304
-0.73200	35908	2513212
-0.73000	35840	2549052
