#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	0	0
-0.96200	0	0
-0.96000	0	0
-0.95800	0	0
-0.95600	0	0
-0.95400	0	0
-0.95200	1	1
-0.95000	1	2
-0.94800	0	2
-0.94600	3	5
-0.94400	1	6
-0.94200	1	7
-0.94000	1	8
-0.93800	1	9
-0.93600	8	17
-0.93400	5	22
-0.93200	7	29
-0.93000	12	41
-0.92800	14	55
-0.92600	10	65
-0.92400	19	84
-0.92200	15	99
-0.92000	23	122
-0.91800	19	141
-0.91600	22	163
-0.91400	28	191
-0.91200	28	219
-0.91000	24	243
-0.90800	42	285
-0.90600	35	320
-0.90400	32	352
-0.90200	34	386
-0.90000	45	431
-0.89800	46	477
-0.89600	35	512
-0.89400	44	556
-0.89200	62	618
-0.89000	57	675
-0.88800	49	724
-0.88600	74	798
-0.88400	54	852
-0.88200	63	915
-0.88000	86	1001
-0.87800	59	1060
-0.87600	59	1119
-0.87400	89	1208
-0.87200	77	1285
-0.87000	87	1372
-0.86800	76	1448
-0.86600	81	1529
-0.86400	109	1638
-0.86200	112	1750
-0.86000	92	1842
-0.85800	115	1957
-0.85600	100	2057
-0.85400	126	2183
-0.85200	118	2301
-0.85000	114	2415
-0.84800	113	2528
-0.84600	116	2644
-0.84400	125	2769
-0.84200	120	2889
-0.84000	151	3040
-0.83800	126	3166
-0.83600	144	3310
-0.83400	164	3474
-0.83200	158	3632
-0.83000	136	3768
-0.82800	185	3953
-0.82600	164	4117
-0.82400	170	4287
-0.82200	185	4472
-0.82000	168	4640
-0.81800	212	4852
-0.81600	169	5021
-0.81400	206	5227
-0.81200	206	5433
-0.81000	217	5650
-0.80800	198	5848
-0.80600	195	6043
-0.80400	190	6233
-0.80200	224	6457
-0.80000	204	6661
-0.79800	237	6898
-0.79600	250	7148
-0.79400	222	7370
-0.79200	230	7600
-0.79000	251	7851
-0.78800	256	8107
-0.78600	253	8360
-0.78400	246	8606
-0.78200	278	8884
-0.78000	275	9159
-0.77800	243	9402
-0.77600	255	9657
-0.77400	247	9904
-0.77200	246	10150
-0.77000	300	10450
-0.76800	336	10786
-0.76600	305	11091
-0.76400	320	11411
-0.76200	336	11747
-0.76000	306	12053
-0.75800	305	12358
-0.75600	307	12665
-0.75400	292	12957
-0.75200	305	13262
-0.75000	304	13566
-0.74800	303	13869
-0.74600	317	14186
-0.74400	335	14521
-0.74200	336	14857
-0.74000	309	15166
-0.73800	335	15501
-0.73600	375	15876
-0.73400	372	16248
-0.73200	347	16595
-0.73000	334	16929
-0.72800	394	17323
-0.72600	337	17660
-0.72400	368	18028
-0.72200	343	18371
-0.72000	359	18730
-0.71800	368	19098
-0.71600	406	19504
-0.71400	381	19885
-0.71200	381	20266
-0.71000	402	20668
-0.70800	374	21042
-0.70600	373	21415
-0.70400	454	21869
-0.70200	408	22277
-0.70000	411	22688
-0.69800	434	23122
-0.69600	429	23551
