#\delta	Number of cells	Cumulative
-0.99800	0	0
-0.99600	0	0
-0.99400	0	0
-0.99200	0	0
-0.99000	0	0
-0.98800	0	0
-0.98600	0	0
-0.98400	0	0
-0.98200	0	0
-0.98000	0	0
-0.97800	0	0
-0.97600	0	0
-0.97400	0	0
-0.97200	0	0
-0.97000	0	0
-0.96800	0	0
-0.96600	0	0
-0.96400	0	0
-0.96200	0	0
-0.96000	0	0
-0.95800	0	0
-0.95600	0	0
-0.95400	1	1
-0.95200	1	2
-0.95000	2	4
-0.94800	0	4
-0.94600	3	7
-0.94400	1	8
-0.94200	1	9
-0.94000	1	10
-0.93800	1	11
-0.93600	9	20
-0.93400	6	26
-0.93200	13	39
-0.93000	14	53
-0.92800	15	68
-0.92600	14	82
-0.92400	22	104
-0.92200	20	124
-0.92000	27	151
-0.91800	27	178
-0.91600	24	202
-0.91400	37	239
-0.91200	33	272
-0.91000	40	312
-0.90800	52	364
-0.90600	49	413
-0.90400	44	457
-0.90200	45	502
-0.90000	56	558
-0.89800	65	623
-0.89600	45	668
-0.89400	58	726
-0.89200	77	803
-0.89000	72	875
-0.88800	59	934
-0.88600	91	1025
-0.88400	74	1099
-0.88200	83	1182
-0.88000	102	1284
-0.87800	86	1370
-0.87600	75	1445
-0.87400	104	1549
-0.87200	110	1659
-0.87000	114	1773
-0.86800	100	1873
-0.86600	112	1985
-0.86400	131	2116
-0.86200	137	2253
-0.86000	114	2367
-0.85800	137	2504
-0.85600	138	2642
-0.85400	161	2803
-0.85200	160	2963
-0.85000	135	3098
-0.84800	154	3252
-0.84600	154	3406
-0.84400	164	3570
-0.84200	166	3736
-0.84000	195	3931
-0.83800	163	4094
-0.83600	189	4283
-0.83400	209	4492
-0.83200	198	4690
-0.83000	188	4878
-0.82800	236	5114
-0.82600	203	5317
-0.82400	229	5546
-0.82200	229	5775
-0.82000	216	5991
-0.81800	264	6255
-0.81600	231	6486
-0.81400	267	6753
-0.81200	270	7023
-0.81000	266	7289
-0.80800	263	7552
-0.80600	254	7806
-0.80400	255	8061
-0.80200	300	8361
-0.80000	270	8631
-0.79800	303	8934
-0.79600	310	9244
-0.79400	268	9512
-0.79200	282	9794
-0.79000	310	10104
-0.78800	301	10405
-0.78600	331	10736
-0.78400	311	11047
-0.78200	352	11399
-0.78000	337	11736
-0.77800	312	12048
-0.77600	331	12379
-0.77400	329	12708
-0.77200	309	13017
-0.77000	367	13384
-0.76800	397	13781
-0.76600	371	14152
-0.76400	385	14537
-0.76200	410	14947
-0.76000	393	15340
-0.75800	371	15711
-0.75600	381	16092
-0.75400	374	16466
-0.75200	388	16854
-0.75000	381	17235
-0.74800	372	17607
-0.74600	420	18027
-0.74400	413	18440
-0.74200	416	18856
-0.74000	402	19258
-0.73800	430	19688
-0.73600	468	20156
-0.73400	448	20604
-0.73200	450	21054
-0.73000	425	21479
-0.72800	463	21942
-0.72600	419	22361
-0.72400	468	22829
-0.72200	437	23266
-0.72000	467	23733
-0.71800	453	24186
-0.71600	499	24685
-0.71400	482	25167
-0.71200	475	25642
-0.71000	506	26148
-0.70800	469	26617
-0.70600	481	27098
-0.70400	549	27647
-0.70200	525	28172
-0.70000	519	28691
-0.69800	557	29248
-0.69600	545	29793
